Edge 	Weight
14306 - 114 	1421 
9473 - 115 	6024 
7283 - 116 	7440 
12190 - 117 	936 
10375 - 118 	6435 
5390 - 119 	3419 
4685 - 120 	2592 
26402 - 121 	510 
6785 - 122 	4503 
17060 - 123 	9696 
5008 - 124 	4787 
5140 - 125 	3838 
10715 - 126 	1968 
14070 - 127 	3325 
5313 - 128 	2072 
18627 - 129 	2789 
6922 - 130 	3886 
224 - 131 	5866 
28841 - 132 	734 
20841 - 133 	3099 
26045 - 134 	4265 
14739 - 135 	2576 
15428 - 136 	2739 
5595 - 137 	8610 
13617 - 138 	5807 
1164 - 139 	1492 
5429 - 140 	2965 
1509 - 141 	1113 
11159 - 142 	863 
23907 - 143 	9723 
16080 - 144 	5502 
3260 - 145 	1868 
1219 - 146 	5041 
7259 - 147 	1005 
914 - 148 	2164 
5913 - 149 	1973 
20174 - 150 	724 
18516 - 151 	5254 
8228 - 152 	5554 
6550 - 153 	2408 
18953 - 154 	343 
23290 - 155 	6314 
13834 - 156 	7350 
3288 - 157 	10503 
28885 - 158 	3012 
29405 - 159 	3420 
15131 - 160 	2768 
6330 - 161 	5779 
18086 - 162 	2061 
754 - 163 	2430 
4270 - 164 	3995 
14075 - 165 	756 
14069 - 166 	3454 
4464 - 167 	2340 
22337 - 168 	753 
23424 - 169 	3280 
14014 - 170 	7484 
10735 - 171 	230 
2384 - 172 	1144 
17064 - 173 	3933 
25951 - 174 	3205 
16087 - 175 	2497 
14465 - 176 	5773 
6649 - 177 	4266 
6662 - 178 	4184 
8346 - 179 	1148 
23227 - 180 	6509 
1184 - 181 	7498 
16874 - 182 	6183 
717 - 183 	3677 
16619 - 184 	8267 
28802 - 185 	7577 
4897 - 186 	578 
20187 - 187 	3588 
15980 - 188 	5406 
24408 - 189 	4803 
14585 - 190 	1900 
21442 - 191 	2749 
11646 - 192 	1114 
22196 - 193 	173 
8546 - 194 	9837 
20530 - 195 	1066 
25208 - 196 	3291 
13388 - 197 	5885 
5571 - 198 	2968 
10918 - 199 	3064 
1221 - 200 	1371 
7034 - 201 	5287 
21432 - 202 	610 
17681 - 203 	6963 
26275 - 204 	3159 
24440 - 205 	2021 
15534 - 206 	4327 
18867 - 207 	5254 
25217 - 208 	10859 
19287 - 209 	3089 
28508 - 210 	1686 
12386 - 211 	5840 
6765 - 212 	2387 
9382 - 213 	3401 
26079 - 214 	4470 
6236 - 215 	960 
5614 - 216 	5938 
6722 - 217 	8631 
14033 - 218 	5471 
17201 - 219 	8381 
26692 - 220 	817 
18131 - 221 	1016 
23186 - 222 	885 
19824 - 223 	1817 
25693 - 224 	5044 
7296 - 225 	3972 
28012 - 226 	2782 
28755 - 227 	4324 
7433 - 228 	1675 
15385 - 229 	5135 
1507 - 230 	616 
1707 - 231 	736 
13827 - 232 	1879 
22147 - 233 	519 
2050 - 234 	5747 
15116 - 235 	2137 
16191 - 236 	145 
12995 - 237 	1580 
22101 - 238 	3921 
14829 - 239 	2775 
22368 - 240 	4894 
15938 - 241 	1821 
11620 - 242 	734 
16449 - 243 	6438 
2153 - 244 	2712 
2736 - 245 	2631 
15470 - 246 	9102 
22348 - 247 	319 
17598 - 248 	3395 
24442 - 249 	4347 
13693 - 250 	4689 
6014 - 251 	2149 
5119 - 252 	2318 
28259 - 253 	6930 
3208 - 254 	2744 
9726 - 255 	2919 
22291 - 256 	1164 
26692 - 257 	2395 
1326 - 258 	4072 
10666 - 259 	5324 
14347 - 260 	4458 
3908 - 261 	1008 
29285 - 262 	830 
13711 - 263 	3566 
4998 - 264 	673 
8501 - 265 	3154 
4793 - 266 	190 
10848 - 267 	2877 
18792 - 268 	1724 
5795 - 269 	1159 
20308 - 270 	8111 
24517 - 271 	2475 
29228 - 272 	2083 
24681 - 273 	7493 
17428 - 274 	1439 
19703 - 275 	15776 
2829 - 276 	2708 
8080 - 277 	876 
17506 - 278 	1635 
12707 - 279 	3235 
12585 - 280 	4527 
16945 - 281 	3817 
9200 - 282 	6957 
13070 - 283 	5646 
24313 - 284 	1159 
9808 - 285 	3869 
5764 - 286 	9268 
23401 - 287 	2466 
11565 - 288 	4161 
25121 - 289 	1800 
9731 - 290 	3555 
19031 - 291 	7930 
23066 - 292 	14342 
15445 - 293 	2971 
14000 - 294 	3880 
16588 - 295 	7651 
8954 - 296 	266 
19212 - 297 	2369 
8506 - 298 	2530 
27839 - 299 	2259 
28633 - 300 	763 
14137 - 301 	88 
3349 - 302 	3183 
16032 - 303 	12545 
12932 - 304 	1620 
12504 - 305 	1170 
27827 - 306 	2527 
16646 - 307 	4565 
3087 - 308 	7840 
16928 - 309 	337 
7828 - 310 	3032 
15034 - 311 	2757 
26866 - 312 	6531 
9219 - 313 	1121 
15815 - 314 	3951 
10079 - 315 	1862 
29172 - 316 	5673 
413 - 317 	3798 
24229 - 318 	2996 
13680 - 319 	1937 
9504 - 320 	1145 
1766 - 321 	1681 
856 - 322 	1655 
22779 - 323 	1259 
28271 - 324 	3751 
550 - 325 	9544 
8558 - 326 	223 
19953 - 327 	592 
21485 - 328 	1148 
17439 - 329 	9839 
7797 - 330 	9895 
2975 - 331 	1814 
13993 - 332 	8729 
13342 - 333 	5572 
2077 - 334 	6125 
12852 - 335 	976 
12834 - 336 	2911 
17060 - 337 	4068 
27788 - 338 	1497 
107 - 339 	5525 
13664 - 340 	1966 
13046 - 341 	4442 
19587 - 342 	1361 
24922 - 343 	5702 
14492 - 344 	5910 
28861 - 345 	3223 
25129 - 346 	3532 
18691 - 347 	3128 
16064 - 348 	1329 
9036 - 349 	1711 
11883 - 350 	1188 
5048 - 351 	3974 
1139 - 352 	3704 
7379 - 353 	1971 
13073 - 354 	1658 
13698 - 355 	3021 
9810 - 356 	2143 
20008 - 357 	4799 
7657 - 358 	4056 
25267 - 359 	2257 
23353 - 360 	1058 
24857 - 361 	4353 
9412 - 362 	279 
2067 - 363 	467 
19763 - 364 	6299 
10401 - 365 	2815 
13155 - 366 	1821 
6027 - 367 	889 
18792 - 368 	1799 
13955 - 369 	1864 
21198 - 370 	9732 
3479 - 371 	9899 
6425 - 372 	715 
29678 - 373 	3141 
23123 - 374 	5809 
19331 - 375 	5713 
10278 - 376 	5883 
3756 - 377 	3548 
28750 - 378 	2865 
15053 - 379 	1553 
10646 - 380 	1239 
29324 - 381 	1672 
19588 - 382 	1413 
18673 - 383 	2124 
22051 - 384 	3695 
2576 - 385 	1842 
21370 - 386 	6809 
9912 - 387 	4331 
27960 - 388 	1534 
2903 - 389 	1820 
22129 - 390 	1981 
8193 - 391 	7410 
29716 - 392 	1008 
2333 - 393 	9884 
1029 - 394 	4237 
20484 - 395 	4686 
6591 - 396 	1082 
21206 - 397 	3099 
3880 - 398 	2273 
28540 - 399 	4738 
12274 - 400 	2529 
11180 - 401 	5778 
26440 - 402 	770 
19037 - 403 	1748 
25803 - 404 	3872 
29594 - 405 	4584 
13920 - 406 	1895 
27829 - 407 	314 
5710 - 408 	5034 
11543 - 409 	1209 
9296 - 410 	3082 
25234 - 411 	1587 
17720 - 412 	362 
18616 - 413 	3969 
21519 - 414 	1193 
18983 - 415 	2205 
18053 - 416 	1507 
24867 - 417 	10047 
23659 - 418 	6610 
5635 - 419 	149 
10372 - 420 	775 
4423 - 421 	12662 
9636 - 422 	4530 
2924 - 423 	6012 
23629 - 424 	1244 
17390 - 425 	1523 
21657 - 426 	2826 
28669 - 427 	2235 
26949 - 428 	878 
13665 - 429 	3901 
17273 - 430 	1927 
23311 - 431 	361 
9677 - 432 	5579 
21439 - 433 	1416 
6864 - 434 	680 
7006 - 435 	1297 
23750 - 436 	4416 
3138 - 437 	4108 
14604 - 438 	4950 
16468 - 439 	3928 
14733 - 440 	1762 
24684 - 441 	1887 
25879 - 442 	544 
24261 - 443 	3708 
10216 - 444 	1406 
5892 - 445 	601 
10639 - 446 	4889 
2706 - 447 	4777 
22411 - 448 	5329 
14725 - 449 	4955 
490 - 450 	2564 
729 - 451 	596 
14982 - 452 	13403 
8470 - 453 	3515 
16356 - 454 	7677 
19378 - 455 	154 
20179 - 456 	243 
23558 - 457 	4665 
6929 - 458 	992 
1657 - 459 	3495 
11247 - 460 	3453 
19402 - 461 	6657 
20226 - 462 	3750 
17264 - 463 	1796 
4454 - 464 	4297 
24149 - 465 	199 
14838 - 466 	11376 
3902 - 467 	4824 
1763 - 468 	1658 
18718 - 469 	3454 
5456 - 470 	12562 
28512 - 471 	2847 
5980 - 472 	2825 
13755 - 473 	18241 
9888 - 474 	2445 
26119 - 475 	10159 
27099 - 476 	175 
24207 - 477 	4715 
4550 - 478 	1541 
1742 - 479 	1169 
5187 - 480 	3419 
27289 - 481 	5750 
6224 - 482 	2768 
28118 - 483 	2438 
28110 - 484 	1748 
17719 - 485 	3324 
1234 - 486 	7675 
24288 - 487 	4031 
16590 - 488 	4012 
21811 - 489 	97 
20857 - 490 	2959 
11315 - 491 	198 
4955 - 492 	3728 
1065 - 493 	175 
28953 - 494 	2277 
8608 - 495 	2534 
21599 - 496 	2659 
11615 - 497 	5132 
22828 - 498 	2567 
22957 - 499 	1355 
25969 - 500 	685 
15465 - 501 	2804 
722 - 502 	1922 
16338 - 503 	1813 
25508 - 504 	3169 
6656 - 505 	1614 
6850 - 506 	11410 
7448 - 507 	1783 
485 - 508 	2944 
145 - 509 	995 
26063 - 510 	1169 
27740 - 511 	1221 
6856 - 512 	1261 
23024 - 513 	2112 
15397 - 514 	1246 
15465 - 515 	4389 
19605 - 516 	5632 
13149 - 517 	3834 
12506 - 518 	2421 
5619 - 519 	2984 
7450 - 520 	5667 
7710 - 521 	3871 
24371 - 522 	1719 
17147 - 523 	3816 
15059 - 524 	1188 
18383 - 525 	241 
21975 - 526 	6494 
27965 - 527 	1091 
1598 - 528 	2770 
22488 - 529 	3077 
5847 - 530 	3254 
14498 - 531 	3328 
4885 - 532 	3870 
15931 - 533 	2592 
28936 - 534 	1021 
8878 - 535 	1704 
7206 - 536 	1579 
3070 - 537 	1126 
9056 - 538 	625 
16720 - 539 	2723 
27317 - 540 	2522 
27882 - 541 	996 
4757 - 542 	3251 
29910 - 543 	3123 
21829 - 544 	3785 
21213 - 545 	2251 
8193 - 546 	1715 
1639 - 547 	922 
21732 - 548 	2497 
4873 - 549 	585 
16131 - 550 	2524 
26805 - 551 	6676 
10186 - 552 	3944 
27622 - 553 	4803 
11593 - 554 	1199 
24986 - 555 	667 
16914 - 556 	3081 
4037 - 557 	3857 
3141 - 558 	1423 
26979 - 559 	8106 
14870 - 560 	7212 
22787 - 561 	680 
16687 - 562 	3775 
24144 - 563 	26 
24717 - 564 	10836 
1977 - 565 	3075 
11413 - 566 	1668 
13035 - 567 	9576 
13671 - 568 	3756 
6687 - 569 	19 
15326 - 570 	14131 
14697 - 571 	5583 
5826 - 572 	3805 
20523 - 573 	694 
8403 - 574 	110 
24226 - 575 	1531 
1378 - 576 	5023 
12715 - 577 	2811 
2800 - 578 	7848 
6678 - 579 	4242 
3272 - 580 	3408 
9701 - 581 	3488 
10058 - 582 	3033 
25614 - 583 	7348 
27402 - 584 	6770 
2184 - 585 	6416 
5806 - 586 	142 
26504 - 587 	9470 
25235 - 588 	2499 
16091 - 589 	2367 
28396 - 590 	2093 
13705 - 591 	20529 
24039 - 592 	2967 
20077 - 593 	5845 
10999 - 594 	383 
14981 - 595 	84 
18910 - 596 	4550 
27087 - 597 	1489 
24311 - 598 	3824 
8356 - 599 	1952 
20160 - 600 	1758 
6868 - 601 	3043 
3316 - 602 	3441 
16828 - 603 	10465 
22512 - 604 	7773 
5071 - 605 	1580 
21244 - 606 	2317 
21535 - 607 	505 
25288 - 608 	1232 
5259 - 609 	280 
28438 - 610 	1328 
14443 - 611 	3163 
28403 - 612 	4452 
18645 - 613 	108 
22899 - 614 	300 
6082 - 615 	8528 
20026 - 616 	160 
17291 - 617 	3958 
24856 - 618 	996 
9236 - 619 	2499 
20256 - 620 	983 
23210 - 621 	2717 
26438 - 622 	6982 
25124 - 623 	13216 
3013 - 624 	2339 
22372 - 625 	4171 
13787 - 626 	1288 
9567 - 627 	8050 
2297 - 628 	2940 
12577 - 629 	188 
11863 - 630 	9012 
13253 - 631 	831 
25467 - 632 	4425 
18196 - 633 	4000 
19970 - 634 	6393 
10296 - 635 	2198 
9644 - 636 	1928 
13074 - 637 	1630 
7259 - 638 	1290 
13535 - 639 	1855 
29435 - 640 	1328 
22081 - 641 	5060 
445 - 642 	821 
22578 - 643 	767 
1092 - 644 	6713 
4628 - 645 	3273 
9453 - 646 	1890 
8807 - 647 	399 
2014 - 648 	1185 
28413 - 649 	18986 
13143 - 650 	3354 
19893 - 651 	1573 
11454 - 652 	2294 
6623 - 653 	370 
27213 - 654 	10649 
27865 - 655 	2199 
5513 - 656 	2301 
27118 - 657 	115 
11789 - 658 	1832 
26843 - 659 	6462 
28719 - 660 	4877 
2841 - 661 	8386 
25887 - 662 	4570 
3741 - 663 	3456 
18593 - 664 	5829 
27709 - 665 	411 
9288 - 666 	246 
26045 - 667 	2646 
409 - 668 	3288 
9992 - 669 	954 
11652 - 670 	8661 
28369 - 671 	10770 
27955 - 672 	7573 
8480 - 673 	2570 
16752 - 674 	2993 
27570 - 675 	1609 
18466 - 676 	1927 
10825 - 677 	3836 
26610 - 678 	1259 
18494 - 679 	9829 
12205 - 680 	7475 
23023 - 681 	4864 
19249 - 682 	2747 
10918 - 683 	1496 
9006 - 684 	106 
12236 - 685 	2648 
28775 - 686 	1368 
10409 - 687 	594 
11984 - 688 	430 
13037 - 689 	390 
1740 - 690 	1749 
23481 - 691 	531 
16882 - 692 	3916 
26264 - 693 	4004 
19485 - 694 	175 
20456 - 695 	3036 
14553 - 696 	6181 
13127 - 697 	2717 
26908 - 698 	1788 
5209 - 699 	970 
9059 - 700 	2133 
9179 - 701 	3 
11918 - 702 	2029 
16774 - 703 	1505 
22784 - 704 	1743 
29089 - 705 	4203 
20929 - 706 	1993 
29723 - 707 	4251 
28756 - 708 	3158 
24668 - 709 	3956 
29146 - 710 	1708 
14965 - 711 	3045 
15615 - 712 	2185 
25681 - 713 	4235 
18802 - 714 	1718 
6704 - 715 	1817 
3366 - 716 	1178 
6663 - 717 	1646 
12218 - 718 	5056 
23195 - 719 	752 
19696 - 720 	3573 
22294 - 721 	1057 
27471 - 722 	3785 
29314 - 723 	703 
18602 - 724 	360 
26101 - 725 	2425 
17320 - 726 	4614 
802 - 727 	5112 
3031 - 728 	3108 
5970 - 729 	3647 
28735 - 730 	392 
27832 - 731 	727 
8898 - 732 	3297 
25377 - 733 	2007 
193 - 734 	561 
2525 - 735 	2962 
23297 - 736 	5047 
1920 - 737 	9546 
24080 - 738 	3478 
23468 - 739 	7677 
3585 - 740 	3188 
29271 - 741 	1215 
18327 - 742 	2754 
9415 - 743 	2655 
6042 - 744 	2061 
24392 - 745 	3065 
2270 - 746 	4093 
12243 - 747 	2410 
14840 - 748 	4907 
19339 - 749 	2222 
4781 - 750 	1128 
23812 - 751 	2293 
22056 - 752 	321 
24412 - 753 	1155 
6641 - 754 	2564 
14891 - 755 	963 
20368 - 756 	624 
25376 - 757 	6591 
5732 - 758 	3350 
29063 - 759 	3247 
25474 - 760 	5751 
20585 - 761 	4867 
11579 - 762 	5811 
19023 - 763 	4126 
24535 - 764 	5788 
5193 - 765 	1182 
12940 - 766 	1605 
11050 - 767 	1929 
28463 - 768 	676 
11539 - 769 	2551 
17866 - 770 	6276 
1928 - 771 	5278 
21770 - 772 	680 
5966 - 773 	964 
13157 - 774 	5016 
24440 - 775 	6294 
21762 - 776 	2734 
17795 - 777 	4529 
2034 - 778 	1834 
27272 - 779 	1095 
4159 - 780 	6727 
21385 - 781 	9353 
27528 - 782 	865 
22123 - 783 	6320 
1878 - 784 	977 
5684 - 785 	7301 
1474 - 786 	14 
896 - 787 	297 
7044 - 788 	4761 
24579 - 789 	10805 
18139 - 790 	5688 
4662 - 791 	7412 
28481 - 792 	409 
11927 - 793 	7133 
11891 - 794 	1081 
5223 - 795 	2316 
14650 - 796 	10278 
15760 - 797 	4229 
15287 - 798 	5115 
8639 - 799 	3995 
13107 - 800 	5212 
13936 - 801 	622 
11031 - 802 	1196 
11929 - 803 	2969 
27165 - 804 	1612 
6090 - 805 	1072 
6778 - 806 	2386 
16570 - 807 	5024 
18466 - 808 	229 
17947 - 809 	3489 
22636 - 810 	2511 
3916 - 811 	8576 
1621 - 812 	1 
8863 - 813 	3962 
26048 - 814 	2576 
13743 - 815 	4983 
16225 - 816 	3853 
18302 - 817 	5893 
5245 - 818 	3706 
13091 - 819 	7153 
12739 - 820 	1950 
5287 - 821 	1709 
24928 - 822 	152 
9685 - 823 	5663 
24220 - 824 	6712 
18087 - 825 	6924 
19849 - 826 	592 
15119 - 827 	3757 
10512 - 828 	1335 
19695 - 829 	4772 
10989 - 830 	2808 
11730 - 831 	393 
3366 - 832 	7305 
20778 - 833 	8218 
25690 - 834 	983 
20201 - 835 	60 
10677 - 836 	2992 
7506 - 837 	776 
25717 - 838 	10 
28972 - 839 	398 
11883 - 840 	947 
3516 - 841 	2711 
11586 - 842 	2823 
5387 - 843 	1618 
13715 - 844 	2635 
27709 - 845 	509 
1845 - 846 	4766 
25265 - 847 	4897 
3787 - 848 	2836 
11379 - 849 	2809 
15992 - 850 	824 
12017 - 851 	1786 
22993 - 852 	8215 
8075 - 853 	2469 
11970 - 854 	1419 
17366 - 855 	560 
24296 - 856 	1053 
23926 - 857 	5216 
20887 - 858 	1841 
5499 - 859 	4254 
5849 - 860 	1678 
7607 - 861 	3083 
8147 - 862 	10648 
29045 - 863 	2545 
4688 - 864 	1996 
7252 - 865 	295 
15041 - 866 	1635 
1406 - 867 	7274 
6057 - 868 	1668 
21489 - 869 	2662 
14917 - 870 	4229 
18452 - 871 	2554 
15671 - 872 	3179 
19318 - 873 	1355 
28879 - 874 	2269 
8348 - 875 	8846 
3623 - 876 	1848 
2802 - 877 	1154 
10010 - 878 	2147 
27085 - 879 	2701 
4287 - 880 	186 
12876 - 881 	1281 
24076 - 882 	9198 
4450 - 883 	4659 
4165 - 884 	12866 
22393 - 885 	5169 
20127 - 886 	756 
22666 - 887 	1600 
24176 - 888 	398 
4925 - 889 	4906 
8205 - 890 	4829 
11341 - 891 	15 
10694 - 892 	747 
21932 - 893 	3532 
10105 - 894 	8141 
27575 - 895 	2898 
9956 - 896 	3051 
1101 - 897 	4523 
12647 - 898 	5508 
22938 - 899 	227 
17971 - 900 	723 
10871 - 901 	4565 
17914 - 902 	4819 
9852 - 903 	4026 
23241 - 904 	3415 
18040 - 905 	4888 
10116 - 906 	1464 
12741 - 907 	249 
3205 - 908 	1380 
12914 - 909 	2119 
25130 - 910 	1232 
2005 - 911 	2393 
8380 - 912 	10143 
26271 - 913 	7859 
14174 - 914 	3926 
9358 - 915 	996 
14312 - 916 	2757 
4090 - 917 	925 
22356 - 918 	3611 
14085 - 919 	2117 
4009 - 920 	3878 
11988 - 921 	9889 
24709 - 922 	4079 
25643 - 923 	1969 
7492 - 924 	599 
9848 - 925 	1561 
4621 - 926 	3771 
29178 - 927 	5174 
22973 - 928 	19610 
23226 - 929 	505 
9140 - 930 	485 
18070 - 931 	5360 
10823 - 932 	1906 
11750 - 933 	3794 
28038 - 934 	2085 
4434 - 935 	4971 
11241 - 936 	619 
16071 - 937 	2295 
34 - 938 	1771 
16275 - 939 	1339 
10994 - 940 	3484 
26964 - 941 	1909 
24974 - 942 	3685 
6109 - 943 	8268 
11666 - 944 	6551 
3525 - 945 	4249 
18299 - 946 	2105 
12782 - 947 	774 
12834 - 948 	82 
12610 - 949 	2100 
22226 - 950 	395 
18108 - 951 	4789 
29158 - 952 	3254 
23578 - 953 	379 
4287 - 954 	10450 
21979 - 955 	5647 
27357 - 956 	11616 
17197 - 957 	1512 
19581 - 958 	4610 
16435 - 959 	10252 
13005 - 960 	266 
24698 - 961 	1014 
19332 - 962 	461 
10220 - 963 	3250 
2921 - 964 	4515 
5076 - 965 	4013 
5236 - 966 	4336 
489 - 967 	642 
17390 - 968 	4256 
9127 - 969 	1226 
9923 - 970 	8288 
331 - 971 	2868 
1099 - 972 	8259 
1948 - 973 	2126 
21227 - 974 	6480 
17153 - 975 	3671 
14299 - 976 	3164 
15465 - 977 	1610 
21935 - 978 	1665 
15652 - 979 	2516 
23465 - 980 	4279 
1545 - 981 	92 
22340 - 982 	5103 
11049 - 983 	956 
18523 - 984 	3516 
1750 - 985 	2050 
4294 - 986 	364 
17876 - 987 	5866 
11097 - 988 	536 
9681 - 989 	6250 
13334 - 990 	839 
19707 - 991 	4090 
13513 - 992 	2370 
19991 - 993 	1406 
23045 - 994 	5119 
16181 - 995 	2100 
17139 - 996 	966 
4639 - 997 	1879 
28583 - 998 	4360 
455 - 999 	2478 
11345 - 1000 	4247 
25356 - 1001 	1327 
11156 - 1002 	8786 
27024 - 1003 	9113 
20979 - 1004 	5188 
11115 - 1005 	2560 
14028 - 1006 	13434 
6630 - 1007 	1364 
9642 - 1008 	6402 
2868 - 1009 	38 
27732 - 1010 	301 
21814 - 1011 	1381 
1598 - 1012 	1955 
15805 - 1013 	6535 
3752 - 1014 	8822 
14332 - 1015 	964 
13968 - 1016 	3633 
10996 - 1017 	2068 
15446 - 1018 	4939 
12543 - 1019 	1479 
1178 - 1020 	7318 
20378 - 1021 	6438 
9658 - 1022 	1180 
13212 - 1023 	2831 
4368 - 1024 	4698 
13334 - 1025 	1870 
11538 - 1026 	4313 
11030 - 1027 	4049 
11853 - 1028 	5544 
5099 - 1029 	2164 
26013 - 1030 	237 
7817 - 1031 	8236 
26033 - 1032 	3940 
19344 - 1033 	7063 
865 - 1034 	875 
7339 - 1035 	3348 
9557 - 1036 	2625 
21421 - 1037 	20207 
14712 - 1038 	2931 
29089 - 1039 	366 
6978 - 1040 	2372 
260 - 1041 	1501 
4114 - 1042 	3717 
1545 - 1043 	1892 
18727 - 1044 	2322 
1858 - 1045 	771 
5604 - 1046 	1260 
22850 - 1047 	6521 
25281 - 1048 	2092 
13421 - 1049 	1924 
29326 - 1050 	2324 
20690 - 1051 	9642 
23417 - 1052 	3037 
6466 - 1053 	3343 
26999 - 1054 	3577 
23896 - 1055 	4381 
14770 - 1056 	1229 
22246 - 1057 	3164 
9991 - 1058 	2812 
18712 - 1059 	3331 
16820 - 1060 	1359 
18162 - 1061 	5718 
21713 - 1062 	9225 
20569 - 1063 	3273 
17804 - 1064 	4219 
4126 - 1065 	3032 
16736 - 1066 	3252 
25767 - 1067 	6183 
4215 - 1068 	1841 
4511 - 1069 	8115 
23442 - 1070 	4485 
9213 - 1071 	2390 
21847 - 1072 	6274 
2930 - 1073 	312 
6113 - 1074 	2203 
67 - 1075 	6530 
29345 - 1076 	2323 
7694 - 1077 	15 
7630 - 1078 	3005 
27377 - 1079 	3252 
11386 - 1080 	1133 
24578 - 1081 	1817 
9085 - 1082 	4165 
20418 - 1083 	2895 
2698 - 1084 	281 
22827 - 1085 	6963 
7370 - 1086 	1278 
25023 - 1087 	3155 
29347 - 1088 	4547 
2155 - 1089 	959 
2974 - 1090 	3594 
24865 - 1091 	3202 
13207 - 1092 	3793 
26971 - 1093 	1669 
3959 - 1094 	12123 
15507 - 1095 	5686 
8423 - 1096 	2642 
23566 - 1097 	5718 
13608 - 1098 	2287 
20295 - 1099 	1588 
816 - 1100 	2577 
11975 - 1101 	3796 
21990 - 1102 	1953 
10932 - 1103 	2823 
21262 - 1104 	5950 
25975 - 1105 	1196 
1604 - 1106 	4200 
22265 - 1107 	1069 
15138 - 1108 	7925 
6517 - 1109 	3089 
26403 - 1110 	2610 
11028 - 1111 	404 
17935 - 1112 	6429 
27012 - 1113 	14521 
14686 - 1114 	27 
6520 - 1115 	2929 
27774 - 1116 	1108 
4804 - 1117 	10348 
24660 - 1118 	1655 
20926 - 1119 	840 
27 - 1120 	2859 
5406 - 1121 	3397 
4032 - 1122 	1860 
24873 - 1123 	529 
19488 - 1124 	4053 
2974 - 1125 	1479 
18099 - 1126 	1480 
2922 - 1127 	5229 
9466 - 1128 	1298 
15618 - 1129 	723 
27287 - 1130 	104 
8134 - 1131 	1116 
11529 - 1132 	3746 
10471 - 1133 	4548 
23772 - 1134 	7801 
21197 - 1135 	1887 
5366 - 1136 	518 
20874 - 1137 	3026 
5477 - 1138 	1858 
29180 - 1139 	701 
25817 - 1140 	4668 
9202 - 1141 	1987 
16662 - 1142 	3844 
782 - 1143 	180 
11821 - 1144 	3979 
20692 - 1145 	11168 
13452 - 1146 	4608 
29714 - 1147 	10 
25793 - 1148 	3053 
18554 - 1149 	3027 
10655 - 1150 	3451 
28397 - 1151 	738 
0 - 1152 	661 
9235 - 1153 	15779 
6403 - 1154 	2249 
14777 - 1155 	9447 
24239 - 1156 	3048 
21031 - 1157 	4807 
23703 - 1158 	125 
21050 - 1159 	1872 
6442 - 1160 	5890 
22883 - 1161 	7383 
483 - 1162 	754 
2144 - 1163 	599 
17499 - 1164 	883 
15759 - 1165 	43 
13101 - 1166 	381 
18673 - 1167 	2690 
8677 - 1168 	3849 
23699 - 1169 	4579 
25848 - 1170 	4783 
