Edge 	Weight
21053 - 7062 	13501 
29728 - 7063 	1725 
6965 - 7064 	1108 
19035 - 7065 	1930 
24963 - 7066 	4990 
7047 - 7067 	3397 
23791 - 7068 	928 
3174 - 7069 	1907 
11005 - 7070 	8058 
4588 - 7071 	2037 
11853 - 7072 	6728 
17358 - 7073 	439 
2479 - 7074 	1662 
1993 - 7075 	244 
7414 - 7076 	711 
18167 - 7077 	2948 
4719 - 7078 	3049 
3826 - 7079 	2170 
23206 - 7080 	484 
14101 - 7081 	5032 
24029 - 7082 	7400 
19211 - 7083 	3103 
2903 - 7084 	3297 
4811 - 7085 	5631 
20537 - 7086 	1278 
8408 - 7087 	4428 
2678 - 7088 	5792 
19501 - 7089 	12235 
10260 - 7090 	13403 
23964 - 7091 	6718 
28773 - 7092 	3850 
27772 - 7093 	4433 
5044 - 7094 	3445 
1656 - 7095 	4416 
14269 - 7096 	2909 
8301 - 7097 	2589 
29515 - 7098 	1437 
4705 - 7099 	1490 
15930 - 7100 	1446 
3581 - 7101 	1173 
14098 - 7102 	3406 
16944 - 7103 	4078 
25654 - 7104 	4906 
28598 - 7105 	7111 
12358 - 7106 	6141 
27378 - 7107 	80 
24573 - 7108 	3736 
29212 - 7109 	1066 
21864 - 7110 	1735 
15980 - 7111 	1082 
18980 - 7112 	4629 
2668 - 7113 	2579 
18314 - 7114 	5883 
21804 - 7115 	1059 
6271 - 7116 	1849 
3215 - 7117 	2066 
25567 - 7118 	823 
12798 - 7119 	5246 
228 - 7120 	4682 
29736 - 7121 	1370 
24458 - 7122 	5248 
18143 - 7123 	2310 
29195 - 7124 	2849 
29224 - 7125 	1969 
29431 - 7126 	7288 
25833 - 7127 	5683 
4303 - 7128 	1848 
25965 - 7129 	2766 
8577 - 7130 	1883 
28937 - 7131 	3057 
9793 - 7132 	2129 
29567 - 7133 	4417 
7528 - 7134 	3011 
13637 - 7135 	10788 
12669 - 7136 	5795 
24518 - 7137 	6080 
28177 - 7138 	3376 
17828 - 7139 	53 
9162 - 7140 	4740 
21845 - 7141 	2095 
26774 - 7142 	3006 
23071 - 7143 	567 
15793 - 7144 	5887 
5839 - 7145 	7363 
15636 - 7146 	3570 
13413 - 7147 	555 
1052 - 7148 	3365 
7389 - 7149 	3724 
15956 - 7150 	414 
7663 - 7151 	8767 
29456 - 7152 	4854 
24770 - 7153 	3236 
29151 - 7154 	395 
20111 - 7155 	835 
11181 - 7156 	1039 
8077 - 7157 	1742 
23190 - 7158 	10099 
8464 - 7159 	7977 
17774 - 7160 	8016 
28969 - 7161 	4045 
13020 - 7162 	6730 
8762 - 7163 	4933 
22237 - 7164 	71 
6139 - 7165 	4375 
9273 - 7166 	335 
19244 - 7167 	2045 
14202 - 7168 	1673 
296 - 7169 	3761 
6342 - 7170 	6231 
25074 - 7171 	1760 
21831 - 7172 	324 
23505 - 7173 	4780 
1864 - 7174 	14557 
12619 - 7175 	5212 
7493 - 7176 	8063 
8822 - 7177 	1028 
28514 - 7178 	6261 
20984 - 7179 	2562 
17361 - 7180 	2950 
1774 - 7181 	11411 
18973 - 7182 	5045 
24443 - 7183 	2049 
1133 - 7184 	4319 
13146 - 7185 	1687 
16990 - 7186 	2903 
24929 - 7187 	1510 
14951 - 7188 	2031 
6887 - 7189 	2912 
6238 - 7190 	5206 
4755 - 7191 	4159 
1258 - 7192 	759 
28046 - 7193 	5587 
13110 - 7194 	1439 
1050 - 7195 	3355 
5733 - 7196 	1917 
24226 - 7197 	1571 
6381 - 7198 	1311 
11267 - 7199 	1422 
9093 - 7200 	4014 
18287 - 7201 	2039 
6086 - 7202 	5281 
22227 - 7203 	3503 
15207 - 7204 	1235 
80 - 7205 	2774 
22710 - 7206 	161 
13906 - 7207 	2587 
17994 - 7208 	2966 
19492 - 7209 	1436 
1599 - 7210 	4216 
19121 - 7211 	3074 
17134 - 7212 	2352 
8840 - 7213 	3356 
4033 - 7214 	2601 
29319 - 7215 	3046 
22527 - 7216 	21291 
7067 - 7217 	1339 
28699 - 7218 	1433 
13776 - 7219 	7808 
14305 - 7220 	742 
10881 - 7221 	6868 
3820 - 7222 	804 
6422 - 7223 	9462 
6773 - 7224 	6167 
20930 - 7225 	2038 
4533 - 7226 	6498 
624 - 7227 	6614 
14503 - 7228 	3101 
29971 - 7229 	2047 
18340 - 7230 	9602 
13886 - 7231 	8916 
25089 - 7232 	145 
5129 - 7233 	3844 
10363 - 7234 	3956 
21835 - 7235 	2079 
24228 - 7236 	1009 
13394 - 7237 	1805 
15009 - 7238 	26 
10791 - 7239 	4375 
27933 - 7240 	4725 
24135 - 7241 	7593 
15439 - 7242 	3349 
2718 - 7243 	12385 
4063 - 7244 	2303 
15484 - 7245 	5085 
18713 - 7246 	1600 
18537 - 7247 	4048 
5181 - 7248 	7291 
848 - 7249 	797 
13764 - 7250 	2378 
25936 - 7251 	3390 
24685 - 7252 	3032 
29783 - 7253 	300 
14177 - 7254 	2905 
28822 - 7255 	1845 
6261 - 7256 	4347 
12879 - 7257 	7124 
4056 - 7258 	2997 
28002 - 7259 	1085 
985 - 7260 	9212 
8561 - 7261 	4998 
16986 - 7262 	6939 
5631 - 7263 	3024 
8977 - 7264 	916 
24610 - 7265 	12950 
20340 - 7266 	5575 
28022 - 7267 	2962 
20614 - 7268 	2364 
20844 - 7269 	2883 
23542 - 7270 	4619 
2664 - 7271 	4259 
19966 - 7272 	2113 
21384 - 7273 	1210 
12817 - 7274 	1952 
26888 - 7275 	1864 
4464 - 7276 	5960 
7098 - 7277 	4610 
13362 - 7278 	2574 
13371 - 7279 	2671 
882 - 7280 	10371 
14486 - 7281 	17145 
20144 - 7282 	2902 
16464 - 7283 	6552 
17941 - 7284 	6200 
2063 - 7285 	2460 
29559 - 7286 	7146 
725 - 7287 	54 
22022 - 7288 	4673 
15790 - 7289 	5543 
25235 - 7290 	1689 
10133 - 7291 	11225 
23935 - 7292 	2309 
20036 - 7293 	2347 
26797 - 7294 	986 
11134 - 7295 	5196 
15521 - 7296 	2460 
19322 - 7297 	6358 
50 - 7298 	3775 
6921 - 7299 	859 
26066 - 7300 	1927 
2547 - 7301 	4418 
14485 - 7302 	5821 
19090 - 7303 	3475 
29102 - 7304 	4682 
9735 - 7305 	1992 
28108 - 7306 	6949 
23307 - 7307 	2452 
20161 - 7308 	342 
23628 - 7309 	1726 
1967 - 7310 	515 
9086 - 7311 	3617 
6605 - 7312 	3707 
29692 - 7313 	1892 
22866 - 7314 	4602 
7264 - 7315 	894 
11382 - 7316 	700 
10884 - 7317 	1642 
5034 - 7318 	10027 
2917 - 7319 	5525 
25344 - 7320 	5374 
24133 - 7321 	6272 
18353 - 7322 	6754 
11016 - 7323 	5187 
18314 - 7324 	1892 
13078 - 7325 	3356 
1926 - 7326 	2683 
17889 - 7327 	8384 
8106 - 7328 	10635 
18596 - 7329 	2896 
13123 - 7330 	2504 
26359 - 7331 	2813 
3739 - 7332 	487 
29026 - 7333 	10265 
25519 - 7334 	1210 
19436 - 7335 	5153 
23856 - 7336 	48 
10831 - 7337 	6857 
25381 - 7338 	2179 
1995 - 7339 	1059 
6484 - 7340 	4513 
19438 - 7341 	4921 
2068 - 7342 	1703 
25089 - 7343 	1592 
944 - 7344 	388 
24024 - 7345 	4097 
12003 - 7346 	5136 
18998 - 7347 	1564 
8669 - 7348 	2751 
7128 - 7349 	7732 
12194 - 7350 	1062 
29088 - 7351 	4559 
17450 - 7352 	5603 
20593 - 7353 	616 
14246 - 7354 	1364 
13048 - 7355 	3523 
8155 - 7356 	2427 
24768 - 7357 	12995 
15230 - 7358 	1806 
5645 - 7359 	4542 
2438 - 7360 	5956 
5986 - 7361 	1246 
4197 - 7362 	3267 
3755 - 7363 	2102 
21229 - 7364 	2721 
2527 - 7365 	199 
6677 - 7366 	2110 
8354 - 7367 	3689 
28614 - 7368 	6842 
27123 - 7369 	2883 
23156 - 7370 	2475 
18241 - 7371 	150 
29617 - 7372 	1470 
27637 - 7373 	6993 
24888 - 7374 	4037 
6545 - 7375 	2615 
27966 - 7376 	1322 
17308 - 7377 	2600 
27719 - 7378 	229 
23446 - 7379 	3978 
19118 - 7380 	174 
15797 - 7381 	3077 
1942 - 7382 	2497 
25492 - 7383 	11035 
18416 - 7384 	4616 
7613 - 7385 	1235 
21263 - 7386 	3394 
20282 - 7387 	1100 
25197 - 7388 	2150 
1842 - 7389 	3832 
2013 - 7390 	12297 
4544 - 7391 	642 
6444 - 7392 	4940 
4933 - 7393 	8168 
21201 - 7394 	3230 
8637 - 7395 	3533 
27923 - 7396 	7469 
19624 - 7397 	5278 
21184 - 7398 	216 
14709 - 7399 	3213 
26415 - 7400 	5551 
24358 - 7401 	2955 
2659 - 7402 	476 
12102 - 7403 	3842 
28027 - 7404 	3158 
22770 - 7405 	3235 
19585 - 7406 	6710 
22585 - 7407 	8850 
8075 - 7408 	753 
2348 - 7409 	28 
15727 - 7410 	4579 
19153 - 7411 	5401 
16669 - 7412 	2011 
8657 - 7413 	4364 
13873 - 7414 	1244 
8123 - 7415 	6689 
15066 - 7416 	2414 
11593 - 7417 	1663 
1444 - 7418 	3423 
25427 - 7419 	2679 
7386 - 7420 	3939 
18125 - 7421 	1098 
19787 - 7422 	3302 
21580 - 7423 	2316 
20878 - 7424 	8654 
5259 - 7425 	5877 
459 - 7426 	2844 
27059 - 7427 	3741 
28923 - 7428 	5066 
8346 - 7429 	1312 
2148 - 7430 	2179 
16033 - 7431 	2164 
2720 - 7432 	1758 
14469 - 7433 	4617 
29061 - 7434 	733 
18308 - 7435 	5348 
28937 - 7436 	2493 
2685 - 7437 	633 
24129 - 7438 	3348 
21371 - 7439 	4152 
1007 - 7440 	2247 
19827 - 7441 	1490 
26 - 7442 	1447 
9526 - 7443 	1493 
14868 - 7444 	14464 
29575 - 7445 	3513 
7334 - 7446 	6122 
18302 - 7447 	4822 
29069 - 7448 	3706 
2630 - 7449 	446 
2937 - 7450 	397 
12701 - 7451 	453 
15112 - 7452 	244 
25005 - 7453 	4645 
22790 - 7454 	4720 
6262 - 7455 	1477 
27139 - 7456 	4883 
17228 - 7457 	5192 
5156 - 7458 	7855 
4890 - 7459 	12013 
25236 - 7460 	4214 
15381 - 7461 	1296 
23500 - 7462 	11682 
25258 - 7463 	7575 
11257 - 7464 	5417 
1707 - 7465 	2729 
17859 - 7466 	4089 
257 - 7467 	2754 
23158 - 7468 	1002 
27082 - 7469 	1691 
4222 - 7470 	3140 
13691 - 7471 	2840 
11333 - 7472 	3837 
11858 - 7473 	5408 
12453 - 7474 	1080 
14060 - 7475 	4450 
17895 - 7476 	685 
20865 - 7477 	1459 
15773 - 7478 	568 
26465 - 7479 	3219 
28536 - 7480 	2476 
1099 - 7481 	1555 
5396 - 7482 	1275 
11657 - 7483 	1345 
25959 - 7484 	5490 
22170 - 7485 	1705 
7157 - 7486 	5984 
16929 - 7487 	2246 
18407 - 7488 	3708 
148 - 7489 	6182 
20283 - 7490 	1552 
14666 - 7491 	1322 
11058 - 7492 	2993 
18009 - 7493 	5196 
20262 - 7494 	4292 
3835 - 7495 	948 
21512 - 7496 	4826 
10622 - 7497 	8155 
11993 - 7498 	2161 
25485 - 7499 	6755 
19015 - 7500 	5948 
20909 - 7501 	3404 
373 - 7502 	1025 
2867 - 7503 	1319 
7155 - 7504 	8533 
1746 - 7505 	3763 
3169 - 7506 	715 
27267 - 7507 	1413 
3319 - 7508 	428 
24128 - 7509 	13113 
26469 - 7510 	2297 
17175 - 7511 	6556 
19614 - 7512 	504 
24362 - 7513 	440 
1264 - 7514 	1104 
15115 - 7515 	4460 
2591 - 7516 	39 
13827 - 7517 	5189 
15133 - 7518 	12015 
11291 - 7519 	622 
5187 - 7520 	5512 
13820 - 7521 	10649 
28539 - 7522 	1745 
8693 - 7523 	1197 
1087 - 7524 	1150 
16508 - 7525 	7989 
8302 - 7526 	4668 
3020 - 7527 	3115 
24295 - 7528 	1928 
6746 - 7529 	4718 
1165 - 7530 	8126 
24753 - 7531 	1228 
10388 - 7532 	1677 
17020 - 7533 	5268 
24550 - 7534 	4778 
9116 - 7535 	1719 
1976 - 7536 	3969 
27010 - 7537 	1485 
29852 - 7538 	5557 
17339 - 7539 	1726 
23466 - 7540 	2768 
7982 - 7541 	2251 
26848 - 7542 	3265 
6788 - 7543 	1716 
15081 - 7544 	9679 
28906 - 7545 	35 
15853 - 7546 	10482 
14110 - 7547 	7586 
3369 - 7548 	2288 
4005 - 7549 	5489 
29070 - 7550 	544 
20252 - 7551 	1779 
22413 - 7552 	4287 
25892 - 7553 	436 
19986 - 7554 	6353 
26374 - 7555 	4939 
22104 - 7556 	4143 
12730 - 7557 	3156 
28313 - 7558 	2008 
17103 - 7559 	4422 
3570 - 7560 	6448 
1522 - 7561 	2513 
13856 - 7562 	2624 
2008 - 7563 	906 
1107 - 7564 	987 
6406 - 7565 	325 
9137 - 7566 	1495 
18047 - 7567 	2605 
2800 - 7568 	4569 
8929 - 7569 	3721 
17307 - 7570 	1572 
3078 - 7571 	4232 
13930 - 7572 	5129 
27797 - 7573 	625 
12702 - 7574 	3879 
18282 - 7575 	5165 
7223 - 7576 	5101 
10884 - 7577 	4054 
14891 - 7578 	6679 
1679 - 7579 	1487 
9657 - 7580 	2526 
22727 - 7581 	1099 
19486 - 7582 	4857 
7949 - 7583 	2807 
36 - 7584 	2859 
14657 - 7585 	1914 
19183 - 7586 	861 
19792 - 7587 	1163 
18075 - 7588 	2313 
21374 - 7589 	2206 
3672 - 7590 	3346 
29193 - 7591 	4335 
17032 - 7592 	1957 
19419 - 7593 	4360 
3790 - 7594 	2800 
24089 - 7595 	6233 
6952 - 7596 	3279 
9140 - 7597 	2209 
2247 - 7598 	2584 
11850 - 7599 	1611 
10039 - 7600 	1981 
11789 - 7601 	1375 
22345 - 7602 	3486 
16346 - 7603 	64 
8592 - 7604 	6292 
26809 - 7605 	11508 
1432 - 7606 	6064 
23208 - 7607 	1108 
14381 - 7608 	67 
21502 - 7609 	500 
861 - 7610 	1439 
17690 - 7611 	1689 
8722 - 7612 	6178 
26058 - 7613 	635 
26542 - 7614 	1207 
28649 - 7615 	2903 
19943 - 7616 	6644 
24914 - 7617 	4008 
29848 - 7618 	5843 
27225 - 7619 	6007 
1397 - 7620 	4088 
11456 - 7621 	4614 
6420 - 7622 	6392 
19825 - 7623 	2565 
8429 - 7624 	3318 
20734 - 7625 	4146 
29599 - 7626 	5571 
21435 - 7627 	167 
17652 - 7628 	582 
11625 - 7629 	1224 
28024 - 7630 	775 
8067 - 7631 	1134 
22848 - 7632 	2228 
28147 - 7633 	7159 
19845 - 7634 	8216 
3684 - 7635 	6936 
10256 - 7636 	2513 
8159 - 7637 	1344 
16985 - 7638 	4632 
15486 - 7639 	1538 
21956 - 7640 	2841 
26050 - 7641 	4573 
23762 - 7642 	387 
13383 - 7643 	5143 
16314 - 7644 	1163 
16928 - 7645 	1138 
10948 - 7646 	2279 
5838 - 7647 	2053 
7460 - 7648 	5253 
19017 - 7649 	3454 
8253 - 7650 	3653 
11176 - 7651 	4935 
10486 - 7652 	3296 
8149 - 7653 	4915 
9777 - 7654 	5172 
8578 - 7655 	1222 
25039 - 7656 	226 
6145 - 7657 	3740 
21526 - 7658 	1941 
22748 - 7659 	717 
6960 - 7660 	1199 
26230 - 7661 	2749 
8671 - 7662 	1431 
6872 - 7663 	4178 
22566 - 7664 	6380 
27459 - 7665 	7717 
10670 - 7666 	3146 
993 - 7667 	5095 
706 - 7668 	9304 
22061 - 7669 	1887 
19152 - 7670 	1319 
16426 - 7671 	4228 
16975 - 7672 	6653 
19472 - 7673 	6050 
23389 - 7674 	1774 
12637 - 7675 	2743 
23271 - 7676 	2738 
6175 - 7677 	3872 
4133 - 7678 	2163 
18755 - 7679 	12243 
22114 - 7680 	3585 
14183 - 7681 	3220 
28899 - 7682 	2579 
93 - 7683 	3053 
6930 - 7684 	3739 
29863 - 7685 	7591 
21601 - 7686 	2807 
11303 - 7687 	1622 
23547 - 7688 	728 
3930 - 7689 	821 
27701 - 7690 	1472 
21334 - 7691 	11050 
9899 - 7692 	3444 
15537 - 7693 	1822 
2369 - 7694 	1701 
29228 - 7695 	366 
16506 - 7696 	916 
6215 - 7697 	2053 
10939 - 7698 	4419 
18717 - 7699 	5333 
21471 - 7700 	7479 
3164 - 7701 	5192 
27843 - 7702 	7389 
3447 - 7703 	1034 
3894 - 7704 	5987 
29329 - 7705 	290 
9950 - 7706 	1349 
29346 - 7707 	1214 
27634 - 7708 	4745 
12505 - 7709 	2470 
190 - 7710 	4024 
29666 - 7711 	8951 
5462 - 7712 	5030 
28915 - 7713 	2504 
4172 - 7714 	1839 
15395 - 7715 	2105 
3481 - 7716 	3308 
2291 - 7717 	3288 
1474 - 7718 	1988 
14943 - 7719 	3981 
28157 - 7720 	1271 
22614 - 7721 	4825 
29395 - 7722 	1123 
907 - 7723 	2826 
26336 - 7724 	1782 
22025 - 7725 	5469 
29 - 7726 	3406 
24381 - 7727 	1271 
27452 - 7728 	959 
14810 - 7729 	67 
24792 - 7730 	1076 
19227 - 7731 	6687 
25054 - 7732 	3473 
28289 - 7733 	3938 
12458 - 7734 	2155 
19862 - 7735 	858 
15787 - 7736 	3915 
22997 - 7737 	1728 
10318 - 7738 	5472 
22097 - 7739 	104 
3266 - 7740 	1656 
16929 - 7741 	7553 
3118 - 7742 	661 
6212 - 7743 	3055 
29347 - 7744 	13049 
13758 - 7745 	276 
18345 - 7746 	3013 
9310 - 7747 	13875 
11916 - 7748 	3858 
10095 - 7749 	5375 
17409 - 7750 	829 
21240 - 7751 	8268 
9511 - 7752 	4068 
4700 - 7753 	2267 
11842 - 7754 	777 
25042 - 7755 	4801 
3652 - 7756 	2672 
15269 - 7757 	3089 
9289 - 7758 	437 
20436 - 7759 	3188 
24606 - 7760 	4373 
23313 - 7761 	5597 
13629 - 7762 	4130 
9091 - 7763 	703 
20898 - 7764 	4324 
16673 - 7765 	1637 
27953 - 7766 	652 
9035 - 7767 	4077 
1396 - 7768 	2480 
16999 - 7769 	3031 
5758 - 7770 	4539 
3300 - 7771 	12250 
223 - 7772 	2123 
16349 - 7773 	3453 
2917 - 7774 	1566 
4174 - 7775 	5760 
7220 - 7776 	7898 
20256 - 7777 	2795 
5043 - 7778 	3979 
3409 - 7779 	2448 
14374 - 7780 	3796 
26274 - 7781 	1697 
20634 - 7782 	3900 
16246 - 7783 	7544 
7140 - 7784 	4467 
28249 - 7785 	3677 
12862 - 7786 	5659 
9282 - 7787 	213 
3621 - 7788 	5841 
22380 - 7789 	9479 
792 - 7790 	3990 
23115 - 7791 	7729 
22430 - 7792 	4630 
2564 - 7793 	843 
19977 - 7794 	38 
9476 - 7795 	4102 
25826 - 7796 	2298 
2760 - 7797 	5881 
10882 - 7798 	1888 
1357 - 7799 	6450 
19249 - 7800 	1261 
21262 - 7801 	2303 
7833 - 7802 	10929 
18303 - 7803 	738 
14461 - 7804 	8660 
192 - 7805 	1639 
4473 - 7806 	1816 
11353 - 7807 	4544 
8214 - 7808 	7183 
11441 - 7809 	1133 
25119 - 7810 	2003 
25215 - 7811 	6018 
29685 - 7812 	6213 
5081 - 7813 	2113 
22940 - 7814 	5220 
19687 - 7815 	4957 
6769 - 7816 	5137 
505 - 7817 	2627 
22240 - 7818 	7847 
13964 - 7819 	1436 
7822 - 7820 	37 
99 - 7821 	1840 
28402 - 7822 	2832 
6533 - 7823 	5598 
5208 - 7824 	316 
18095 - 7825 	2824 
23878 - 7826 	8979 
17789 - 7827 	1694 
8630 - 7828 	2016 
27142 - 7829 	3312 
10679 - 7830 	4899 
1168 - 7831 	1021 
23258 - 7832 	2265 
11340 - 7833 	844 
17986 - 7834 	3746 
4580 - 7835 	971 
12334 - 7836 	5051 
16624 - 7837 	1614 
14669 - 7838 	4263 
18528 - 7839 	2166 
16521 - 7840 	6175 
29444 - 7841 	3181 
2000 - 7842 	3111 
25669 - 7843 	274 
11189 - 7844 	2420 
29444 - 7845 	3485 
16990 - 7846 	3798 
17647 - 7847 	144 
23439 - 7848 	281 
14273 - 7849 	425 
16536 - 7850 	12705 
7957 - 7851 	5440 
15153 - 7852 	20 
18652 - 7853 	3953 
22155 - 7854 	986 
6756 - 7855 	2994 
27453 - 7856 	1633 
24277 - 7857 	2385 
27192 - 7858 	6935 
9549 - 7859 	629 
2504 - 7860 	3122 
6487 - 7861 	3933 
10339 - 7862 	3804 
2129 - 7863 	3894 
24186 - 7864 	12770 
2509 - 7865 	338 
14209 - 7866 	342 
4454 - 7867 	1184 
29081 - 7868 	10554 
636 - 7869 	2879 
9099 - 7870 	4527 
6156 - 7871 	8597 
24266 - 7872 	4295 
10961 - 7873 	12471 
20067 - 7874 	2286 
24622 - 7875 	3223 
5040 - 7876 	5590 
27310 - 7877 	2450 
26161 - 7878 	1032 
10995 - 7879 	1655 
26045 - 7880 	177 
27354 - 7881 	1633 
12248 - 7882 	3139 
11778 - 7883 	1025 
16341 - 7884 	4179 
13400 - 7885 	10545 
18698 - 7886 	2539 
23334 - 7887 	5401 
24775 - 7888 	7834 
8050 - 7889 	6520 
20757 - 7890 	6616 
3043 - 7891 	309 
3534 - 7892 	1916 
7551 - 7893 	6262 
7045 - 7894 	2685 
22186 - 7895 	3004 
24005 - 7896 	175 
24094 - 7897 	6570 
4452 - 7898 	5276 
15583 - 7899 	1292 
19205 - 7900 	8175 
27692 - 7901 	900 
25204 - 7902 	7323 
29946 - 7903 	4339 
7020 - 7904 	5057 
15538 - 7905 	9621 
17967 - 7906 	1356 
28109 - 7907 	2152 
355 - 7908 	2662 
25465 - 7909 	5362 
19697 - 7910 	1532 
20718 - 7911 	7121 
3936 - 7912 	725 
19980 - 7913 	750 
11788 - 7914 	5382 
23617 - 7915 	745 
19738 - 7916 	1651 
23368 - 7917 	3502 
24411 - 7918 	56 
24554 - 7919 	762 
28868 - 7920 	1639 
17793 - 7921 	1615 
27737 - 7922 	6777 
27930 - 7923 	1281 
8781 - 7924 	1672 
11931 - 7925 	671 
19333 - 7926 	6124 
412 - 7927 	1615 
13126 - 7928 	12639 
2080 - 7929 	583 
18676 - 7930 	168 
11335 - 7931 	7903 
16418 - 7932 	2060 
7078 - 7933 	3620 
16823 - 7934 	298 
18373 - 7935 	3498 
3930 - 7936 	7315 
15206 - 7937 	3851 
2372 - 7938 	2571 
8781 - 7939 	1325 
23547 - 7940 	9233 
5258 - 7941 	431 
26756 - 7942 	4134 
29145 - 7943 	1601 
14455 - 7944 	2261 
28345 - 7945 	7492 
24558 - 7946 	143 
16031 - 7947 	3607 
24707 - 7948 	3612 
23432 - 7949 	6566 
19942 - 7950 	3455 
11114 - 7951 	2259 
24400 - 7952 	2821 
29097 - 7953 	3474 
26572 - 7954 	8030 
19877 - 7955 	5673 
1172 - 7956 	7022 
18772 - 7957 	2247 
29093 - 7958 	1475 
8753 - 7959 	791 
823 - 7960 	4996 
13643 - 7961 	9581 
10455 - 7962 	2453 
15798 - 7963 	2325 
28474 - 7964 	3483 
22945 - 7965 	5400 
20556 - 7966 	851 
7449 - 7967 	7443 
16238 - 7968 	2468 
7402 - 7969 	1143 
3141 - 7970 	3569 
14187 - 7971 	2079 
4760 - 7972 	1151 
13249 - 7973 	68 
28401 - 7974 	3737 
2797 - 7975 	773 
6695 - 7976 	3471 
19923 - 7977 	14301 
6182 - 7978 	1116 
9350 - 7979 	3629 
3804 - 7980 	6108 
11068 - 7981 	1503 
24686 - 7982 	1815 
13486 - 7983 	3646 
19478 - 7984 	5723 
28585 - 7985 	3494 
26547 - 7986 	3730 
15640 - 7987 	1087 
1203 - 7988 	714 
2845 - 7989 	1828 
13849 - 7990 	2849 
26749 - 7991 	1988 
19241 - 7992 	107 
11747 - 7993 	2059 
6117 - 7994 	230 
20643 - 7995 	1671 
20930 - 7996 	2466 
24182 - 7997 	4184 
14312 - 7998 	152 
2529 - 7999 	18345 
6715 - 8000 	2702 
19556 - 8001 	6570 
5049 - 8002 	4234 
23918 - 8003 	2103 
24184 - 8004 	7874 
8222 - 8005 	2211 
4026 - 8006 	7451 
20122 - 8007 	3202 
1383 - 8008 	2705 
14305 - 8009 	1046 
7565 - 8010 	5660 
103 - 8011 	1202 
23534 - 8012 	2047 
9824 - 8013 	2256 
23294 - 8014 	2846 
29280 - 8015 	5065 
15995 - 8016 	6990 
27579 - 8017 	3881 
3248 - 8018 	1046 
19179 - 8019 	13124 
26584 - 8020 	379 
24235 - 8021 	632 
782 - 8022 	7127 
25704 - 8023 	37 
631 - 8024 	141 
4760 - 8025 	5534 
5406 - 8026 	3577 
4614 - 8027 	144 
6497 - 8028 	1070 
22660 - 8029 	12816 
13546 - 8030 	1317 
15149 - 8031 	4008 
2297 - 8032 	2388 
27036 - 8033 	7174 
9672 - 8034 	4926 
3179 - 8035 	2336 
14673 - 8036 	8442 
17373 - 8037 	316 
4207 - 8038 	2133 
26718 - 8039 	7165 
28184 - 8040 	88 
29902 - 8041 	1338 
5223 - 8042 	1801 
10918 - 8043 	4992 
4500 - 8044 	2831 
3863 - 8045 	2892 
26315 - 8046 	2860 
17586 - 8047 	2834 
27426 - 8048 	3813 
12370 - 8049 	19 
13344 - 8050 	6132 
29259 - 8051 	2441 
22872 - 8052 	1445 
26328 - 8053 	2663 
3212 - 8054 	2292 
14726 - 8055 	5020 
9527 - 8056 	4296 
12787 - 8057 	3190 
10957 - 8058 	3773 
9242 - 8059 	2461 
13694 - 8060 	3118 
2358 - 8061 	5698 
1600 - 8062 	173 
5143 - 8063 	2250 
14390 - 8064 	749 
2571 - 8065 	1991 
19779 - 8066 	3976 
21680 - 8067 	2780 
29336 - 8068 	10286 
28995 - 8069 	1577 
23547 - 8070 	1526 
6784 - 8071 	2572 
17114 - 8072 	3165 
21432 - 8073 	457 
23202 - 8074 	6070 
28707 - 8075 	3064 
25481 - 8076 	5187 
14240 - 8077 	4117 
1886 - 8078 	797 
18671 - 8079 	4720 
15730 - 8080 	2261 
17347 - 8081 	2933 
4073 - 8082 	5336 
24627 - 8083 	3732 
22447 - 8084 	4258 
9244 - 8085 	4699 
11914 - 8086 	8674 
1246 - 8087 	4993 
6656 - 8088 	3654 
29776 - 8089 	3702 
16846 - 8090 	1871 
9814 - 8091 	9720 
5109 - 8092 	4540 
13850 - 8093 	840 
15245 - 8094 	4349 
25789 - 8095 	2293 
16163 - 8096 	4415 
17197 - 8097 	2532 
10348 - 8098 	5767 
16726 - 8099 	4719 
20993 - 8100 	3602 
24388 - 8101 	2515 
24795 - 8102 	9524 
26192 - 8103 	4161 
26572 - 8104 	7428 
7640 - 8105 	5407 
3285 - 8106 	2067 
20957 - 8107 	651 
17466 - 8108 	2047 
23075 - 8109 	2617 
24397 - 8110 	8088 
14263 - 8111 	5909 
2618 - 8112 	2668 
5616 - 8113 	5929 
27739 - 8114 	12816 
1012 - 8115 	391 
1290 - 8116 	1552 
12613 - 8117 	7059 
9652 - 8118 	1017 
16561 - 8119 	2501 
28162 - 8120 	2984 
22601 - 8121 	6797 
15594 - 8122 	3120 
22695 - 8123 	1960 
25375 - 8124 	1971 
16662 - 8125 	6141 
7861 - 8126 	1438 
15 - 8127 	4930 
21731 - 8128 	9808 
24809 - 8129 	2627 
169 - 8130 	10230 
9392 - 8131 	899 
2561 - 8132 	3353 
4764 - 8133 	201 
17032 - 8134 	1125 
2311 - 8135 	1598 
28873 - 8136 	3599 
3380 - 8137 	5386 
857 - 8138 	2384 
7693 - 8139 	355 
22054 - 8140 	1025 
25246 - 8141 	1174 
18408 - 8142 	5798 
10418 - 8143 	3666 
11707 - 8144 	6893 
19290 - 8145 	3160 
11405 - 8146 	4020 
11844 - 8147 	3224 
19627 - 8148 	2946 
2858 - 8149 	3786 
24557 - 8150 	1568 
3444 - 8151 	3852 
