Edge 	Weight
8814 - 12704 	9790 
15662 - 12705 	3207 
10463 - 12706 	4195 
15657 - 12707 	5579 
4224 - 12708 	1811 
23043 - 12709 	3904 
16342 - 12710 	6529 
36695 - 12711 	809 
1562 - 12712 	1256 
15247 - 12713 	4419 
33997 - 12714 	12336 
1201 - 12715 	1040 
16780 - 12716 	6204 
29184 - 12717 	4921 
12711 - 12718 	1634 
30229 - 12719 	6474 
5238 - 12720 	5730 
31731 - 12721 	3373 
19340 - 12722 	2533 
15560 - 12723 	7578 
28069 - 12724 	10168 
36814 - 12725 	2487 
28701 - 12726 	6484 
12621 - 12727 	10657 
20509 - 12728 	2647 
33823 - 12729 	6835 
33195 - 12730 	870 
31651 - 12731 	287 
9440 - 12732 	3733 
39377 - 12733 	2036 
12145 - 12734 	4155 
29470 - 12735 	57 
6816 - 12736 	2305 
22672 - 12737 	8715 
20832 - 12738 	305 
17203 - 12739 	6642 
29120 - 12740 	4802 
22684 - 12741 	610 
24567 - 12742 	15189 
34176 - 12743 	793 
8293 - 12744 	7791 
34274 - 12745 	2738 
31392 - 12746 	3957 
29182 - 12747 	3376 
26767 - 12748 	261 
6671 - 12749 	719 
6183 - 12750 	3112 
8592 - 12751 	3508 
30034 - 12752 	19837 
33608 - 12753 	1793 
34151 - 12754 	1327 
4184 - 12755 	3399 
16949 - 12756 	2540 
39352 - 12757 	5312 
9145 - 12758 	6236 
28620 - 12759 	10062 
34099 - 12760 	5345 
20802 - 12761 	698 
37493 - 12762 	8550 
26065 - 12763 	1322 
37707 - 12764 	6314 
23095 - 12765 	14031 
28666 - 12766 	6590 
13139 - 12767 	1353 
10271 - 12768 	7975 
6514 - 12769 	9919 
29987 - 12770 	3800 
11735 - 12771 	7509 
5959 - 12772 	5431 
17576 - 12773 	4159 
14834 - 12774 	9948 
2561 - 12775 	9424 
27588 - 12776 	2806 
26680 - 12777 	7665 
4650 - 12778 	1706 
6422 - 12779 	3320 
6241 - 12780 	8061 
12928 - 12781 	1686 
25530 - 12782 	17810 
8260 - 12783 	1302 
27817 - 12784 	50 
17855 - 12785 	7357 
6608 - 12786 	6034 
23506 - 12787 	2480 
359 - 12788 	2772 
28616 - 12789 	6384 
34758 - 12790 	7556 
20393 - 12791 	13491 
38364 - 12792 	1837 
18511 - 12793 	3747 
12469 - 12794 	7329 
9508 - 12795 	2412 
27561 - 12796 	1120 
34348 - 12797 	514 
6060 - 12798 	3986 
38406 - 12799 	3571 
35857 - 12800 	3627 
7171 - 12801 	3160 
33599 - 12802 	12061 
15597 - 12803 	11800 
19344 - 12804 	4428 
25586 - 12805 	10595 
36412 - 12806 	4989 
22064 - 12807 	920 
27071 - 12808 	4940 
29066 - 12809 	573 
31593 - 12810 	1360 
16638 - 12811 	274 
20466 - 12812 	5542 
9260 - 12813 	235 
34099 - 12814 	7918 
29680 - 12815 	3389 
32842 - 12816 	367 
25463 - 12817 	203 
22878 - 12818 	4377 
3459 - 12819 	4351 
3458 - 12820 	3572 
12844 - 12821 	2864 
5138 - 12822 	5312 
31110 - 12823 	6197 
1060 - 12824 	5348 
23363 - 12825 	5557 
16165 - 12826 	3007 
2198 - 12827 	3501 
27176 - 12828 	6480 
19935 - 12829 	1787 
23587 - 12830 	4147 
32135 - 12831 	4209 
16203 - 12832 	3604 
15020 - 12833 	2994 
5868 - 12834 	6139 
7174 - 12835 	3753 
24606 - 12836 	7709 
34483 - 12837 	2755 
19382 - 12838 	4033 
25980 - 12839 	3709 
35589 - 12840 	4452 
32124 - 12841 	6222 
26723 - 12842 	4176 
23847 - 12843 	2282 
15675 - 12844 	1094 
25756 - 12845 	11295 
12135 - 12846 	7466 
28647 - 12847 	3330 
34177 - 12848 	8700 
23307 - 12849 	7099 
31876 - 12850 	395 
39205 - 12851 	3532 
23492 - 12852 	9884 
27409 - 12853 	10439 
32741 - 12854 	604 
3285 - 12855 	9925 
34818 - 12856 	5540 
39828 - 12857 	1698 
3017 - 12858 	2282 
26793 - 12859 	9150 
11744 - 12860 	1827 
30944 - 12861 	5747 
11763 - 12862 	4106 
28185 - 12863 	4691 
17717 - 12864 	7290 
1075 - 12865 	9070 
38838 - 12866 	2368 
19268 - 12867 	3723 
23225 - 12868 	11047 
70 - 12869 	1234 
17398 - 12870 	211 
39302 - 12871 	4460 
27484 - 12872 	2369 
28789 - 12873 	211 
9161 - 12874 	598 
2319 - 12875 	7643 
20598 - 12876 	1906 
35043 - 12877 	1337 
21076 - 12878 	7448 
485 - 12879 	9639 
12048 - 12880 	4935 
23070 - 12881 	1149 
17241 - 12882 	2855 
39671 - 12883 	7755 
3399 - 12884 	5836 
9383 - 12885 	912 
37780 - 12886 	2564 
14421 - 12887 	3772 
10347 - 12888 	53 
13102 - 12889 	19876 
38916 - 12890 	1925 
27892 - 12891 	2293 
20065 - 12892 	7088 
9358 - 12893 	3690 
5295 - 12894 	2622 
30228 - 12895 	1995 
9459 - 12896 	2418 
9407 - 12897 	6871 
19426 - 12898 	448 
2811 - 12899 	5190 
34441 - 12900 	6607 
38424 - 12901 	8230 
1184 - 12902 	1960 
36824 - 12903 	6739 
37035 - 12904 	8721 
31937 - 12905 	29 
39028 - 12906 	5543 
11951 - 12907 	1228 
14698 - 12908 	7504 
39368 - 12909 	832 
31140 - 12910 	3679 
31476 - 12911 	1903 
6098 - 12912 	2341 
25190 - 12913 	993 
25517 - 12914 	462 
13922 - 12915 	2252 
37707 - 12916 	2409 
890 - 12917 	5370 
16218 - 12918 	196 
30021 - 12919 	125 
37904 - 12920 	5741 
24151 - 12921 	8400 
24871 - 12922 	856 
332 - 12923 	12332 
1841 - 12924 	2925 
1486 - 12925 	4267 
28517 - 12926 	3590 
30325 - 12927 	9475 
21092 - 12928 	4499 
13529 - 12929 	1198 
1425 - 12930 	6453 
10239 - 12931 	2899 
24972 - 12932 	3039 
12526 - 12933 	5738 
11389 - 12934 	5323 
30615 - 12935 	12489 
38995 - 12936 	6 
17978 - 12937 	10747 
14979 - 12938 	6497 
10272 - 12939 	5474 
1324 - 12940 	8345 
30013 - 12941 	5076 
20422 - 12942 	622 
5752 - 12943 	1059 
26010 - 12944 	8882 
35107 - 12945 	8067 
28699 - 12946 	1181 
31435 - 12947 	3897 
34840 - 12948 	5277 
15705 - 12949 	2606 
485 - 12950 	2481 
1587 - 12951 	401 
28623 - 12952 	1922 
37425 - 12953 	5626 
1260 - 12954 	3396 
39091 - 12955 	3883 
26313 - 12956 	5380 
30021 - 12957 	1494 
9643 - 12958 	1356 
9472 - 12959 	1724 
12711 - 12960 	213 
21272 - 12961 	7310 
32374 - 12962 	8393 
17254 - 12963 	5033 
30429 - 12964 	5053 
21745 - 12965 	2943 
37108 - 12966 	1223 
14962 - 12967 	1002 
21454 - 12968 	11054 
4385 - 12969 	945 
23232 - 12970 	3601 
13540 - 12971 	11103 
28050 - 12972 	2106 
38547 - 12973 	4677 
33977 - 12974 	6299 
6930 - 12975 	929 
19227 - 12976 	3315 
14946 - 12977 	3123 
34479 - 12978 	1250 
12171 - 12979 	2113 
2279 - 12980 	1539 
25322 - 12981 	4070 
6288 - 12982 	1916 
33082 - 12983 	655 
27895 - 12984 	18451 
15664 - 12985 	2799 
10231 - 12986 	2448 
33702 - 12987 	3705 
27469 - 12988 	1841 
17477 - 12989 	5292 
21743 - 12990 	5572 
13084 - 12991 	7518 
32955 - 12992 	5915 
34824 - 12993 	2965 
5003 - 12994 	8645 
35614 - 12995 	2875 
29723 - 12996 	3144 
21141 - 12997 	10756 
29569 - 12998 	2216 
27634 - 12999 	7214 
26779 - 13000 	2321 
17348 - 13001 	7800 
31508 - 13002 	2433 
17102 - 13003 	4354 
27487 - 13004 	2654 
27120 - 13005 	10301 
11199 - 13006 	154 
10902 - 13007 	10217 
3907 - 13008 	3471 
30371 - 13009 	1012 
26307 - 13010 	3532 
21330 - 13011 	4124 
10635 - 13012 	6706 
31258 - 13013 	3386 
24354 - 13014 	7042 
33880 - 13015 	1410 
29703 - 13016 	3844 
11114 - 13017 	10820 
17870 - 13018 	4469 
7662 - 13019 	1873 
21368 - 13020 	7012 
16106 - 13021 	15127 
34957 - 13022 	4620 
15614 - 13023 	12195 
29900 - 13024 	3531 
31722 - 13025 	2326 
6868 - 13026 	7190 
32268 - 13027 	4853 
13685 - 13028 	717 
30581 - 13029 	3010 
15593 - 13030 	2911 
31346 - 13031 	3653 
39429 - 13032 	5905 
34891 - 13033 	9859 
4738 - 13034 	542 
26093 - 13035 	3344 
19836 - 13036 	3660 
27549 - 13037 	3189 
29827 - 13038 	4505 
33175 - 13039 	5691 
31199 - 13040 	2222 
24229 - 13041 	1527 
1986 - 13042 	3494 
7167 - 13043 	4575 
36764 - 13044 	1379 
2202 - 13045 	5149 
33186 - 13046 	2953 
37146 - 13047 	12180 
15960 - 13048 	6032 
23905 - 13049 	3813 
28908 - 13050 	1756 
10612 - 13051 	2101 
30568 - 13052 	638 
2091 - 13053 	3240 
12557 - 13054 	19962 
16411 - 13055 	5036 
4289 - 13056 	5276 
2296 - 13057 	14174 
22804 - 13058 	1551 
9960 - 13059 	219 
23417 - 13060 	2140 
39866 - 13061 	8896 
29697 - 13062 	12857 
6052 - 13063 	3744 
21469 - 13064 	1358 
9063 - 13065 	1618 
34241 - 13066 	5990 
28190 - 13067 	712 
12892 - 13068 	18589 
22391 - 13069 	3283 
15430 - 13070 	9673 
34181 - 13071 	15984 
39152 - 13072 	5849 
37303 - 13073 	3458 
660 - 13074 	776 
34329 - 13075 	11418 
24245 - 13076 	2897 
4439 - 13077 	9771 
34759 - 13078 	916 
9947 - 13079 	396 
13430 - 13080 	1392 
34151 - 13081 	7215 
3522 - 13082 	9875 
611 - 13083 	1537 
16909 - 13084 	1221 
36613 - 13085 	5328 
17009 - 13086 	456 
24680 - 13087 	1483 
23257 - 13088 	8563 
22931 - 13089 	5099 
17438 - 13090 	4392 
4029 - 13091 	4391 
13174 - 13092 	149 
14903 - 13093 	3139 
39865 - 13094 	6065 
14700 - 13095 	2848 
24068 - 13096 	4629 
27593 - 13097 	663 
16804 - 13098 	1971 
8510 - 13099 	24353 
23206 - 13100 	3915 
14210 - 13101 	2200 
34963 - 13102 	13515 
25064 - 13103 	1388 
23680 - 13104 	1461 
24077 - 13105 	2045 
15283 - 13106 	5717 
38610 - 13107 	13156 
24988 - 13108 	5989 
14100 - 13109 	5437 
38608 - 13110 	740 
5741 - 13111 	11660 
30118 - 13112 	747 
5913 - 13113 	10430 
8935 - 13114 	6558 
34703 - 13115 	2781 
5831 - 13116 	4675 
19926 - 13117 	1114 
6060 - 13118 	6345 
28315 - 13119 	12557 
33642 - 13120 	267 
34940 - 13121 	3429 
7233 - 13122 	5279 
1812 - 13123 	7031 
4959 - 13124 	3076 
8732 - 13125 	2 
5101 - 13126 	5227 
6817 - 13127 	8007 
2581 - 13128 	3110 
27363 - 13129 	520 
1278 - 13130 	6467 
33955 - 13131 	1612 
1680 - 13132 	2035 
11161 - 13133 	10879 
28396 - 13134 	2205 
38831 - 13135 	7070 
18313 - 13136 	999 
8020 - 13137 	3472 
33045 - 13138 	3423 
7079 - 13139 	4853 
20442 - 13140 	14476 
26198 - 13141 	540 
21598 - 13142 	12144 
25971 - 13143 	4156 
39937 - 13144 	11301 
18847 - 13145 	7489 
2531 - 13146 	4044 
34703 - 13147 	693 
25929 - 13148 	11861 
5744 - 13149 	3009 
36432 - 13150 	137 
20833 - 13151 	1709 
8229 - 13152 	4426 
35810 - 13153 	970 
33881 - 13154 	250 
25284 - 13155 	482 
18664 - 13156 	4128 
36068 - 13157 	5556 
28625 - 13158 	4499 
16178 - 13159 	2225 
20691 - 13160 	3270 
4652 - 13161 	5029 
16442 - 13162 	3145 
11446 - 13163 	3907 
5337 - 13164 	6595 
9081 - 13165 	175 
35373 - 13166 	5261 
39709 - 13167 	1100 
27012 - 13168 	3078 
24561 - 13169 	127 
4807 - 13170 	1466 
4267 - 13171 	3706 
13717 - 13172 	7022 
13939 - 13173 	1102 
759 - 13174 	2262 
9601 - 13175 	3475 
27829 - 13176 	4854 
19059 - 13177 	1987 
9291 - 13178 	594 
4029 - 13179 	6579 
11977 - 13180 	11344 
17693 - 13181 	5275 
18069 - 13182 	2649 
5336 - 13183 	2901 
5271 - 13184 	6245 
36477 - 13185 	6718 
30164 - 13186 	16221 
36614 - 13187 	1475 
22821 - 13188 	10109 
8727 - 13189 	1402 
36516 - 13190 	613 
19838 - 13191 	1481 
9314 - 13192 	9328 
30544 - 13193 	5098 
27691 - 13194 	2078 
4254 - 13195 	3140 
20297 - 13196 	7158 
8043 - 13197 	2555 
6831 - 13198 	1366 
21534 - 13199 	3659 
39333 - 13200 	3901 
30508 - 13201 	2846 
10635 - 13202 	4272 
11631 - 13203 	1961 
25386 - 13204 	782 
14447 - 13205 	4528 
34423 - 13206 	2571 
5138 - 13207 	4160 
4411 - 13208 	2500 
34219 - 13209 	6646 
20788 - 13210 	1032 
10561 - 13211 	2753 
32673 - 13212 	8658 
9209 - 13213 	6570 
32238 - 13214 	14538 
16510 - 13215 	8992 
20054 - 13216 	1417 
19543 - 13217 	2249 
26048 - 13218 	8460 
23852 - 13219 	2139 
27366 - 13220 	2369 
20250 - 13221 	3166 
34808 - 13222 	3097 
7907 - 13223 	696 
19622 - 13224 	10769 
38092 - 13225 	8124 
39148 - 13226 	19354 
21089 - 13227 	2901 
26012 - 13228 	2986 
2099 - 13229 	6486 
425 - 13230 	486 
9098 - 13231 	2537 
14753 - 13232 	1667 
11994 - 13233 	8671 
37109 - 13234 	11181 
11472 - 13235 	6067 
32099 - 13236 	12538 
2030 - 13237 	3313 
33857 - 13238 	4557 
36950 - 13239 	6373 
22976 - 13240 	1713 
15403 - 13241 	6256 
34434 - 13242 	4079 
19986 - 13243 	6237 
25367 - 13244 	775 
1390 - 13245 	272 
39826 - 13246 	8453 
14889 - 13247 	6190 
6892 - 13248 	4078 
16782 - 13249 	4867 
327 - 13250 	8374 
5031 - 13251 	599 
24994 - 13252 	3377 
7316 - 13253 	8896 
21012 - 13254 	3744 
105 - 13255 	1963 
6736 - 13256 	4134 
32159 - 13257 	8997 
12654 - 13258 	532 
19590 - 13259 	5086 
19697 - 13260 	1881 
16719 - 13261 	4383 
34150 - 13262 	2003 
16240 - 13263 	12544 
36998 - 13264 	8611 
13392 - 13265 	3423 
24068 - 13266 	4324 
32735 - 13267 	6642 
10133 - 13268 	6153 
3494 - 13269 	8341 
28318 - 13270 	5700 
22646 - 13271 	153 
36264 - 13272 	6003 
15290 - 13273 	3521 
35221 - 13274 	3866 
34498 - 13275 	12470 
393 - 13276 	8779 
36459 - 13277 	15109 
27108 - 13278 	2674 
38004 - 13279 	5119 
15402 - 13280 	13818 
6371 - 13281 	1112 
18605 - 13282 	364 
31330 - 13283 	4448 
21756 - 13284 	5126 
531 - 13285 	6309 
7725 - 13286 	1181 
9110 - 13287 	6037 
21295 - 13288 	3237 
4027 - 13289 	3680 
27783 - 13290 	2741 
1978 - 13291 	4701 
34390 - 13292 	6124 
18946 - 13293 	14142 
22423 - 13294 	5672 
91 - 13295 	2746 
10152 - 13296 	3255 
39158 - 13297 	6593 
35539 - 13298 	806 
1307 - 13299 	8263 
5608 - 13300 	17159 
35444 - 13301 	2677 
39705 - 13302 	1898 
35234 - 13303 	11343 
30426 - 13304 	4996 
13497 - 13305 	6293 
19166 - 13306 	821 
31252 - 13307 	116 
28255 - 13308 	10371 
2459 - 13309 	3888 
16587 - 13310 	386 
32530 - 13311 	7050 
11446 - 13312 	12127 
31946 - 13313 	248 
14085 - 13314 	2057 
15035 - 13315 	8563 
15552 - 13316 	2649 
8233 - 13317 	10831 
22990 - 13318 	4907 
14257 - 13319 	3228 
16548 - 13320 	4483 
5985 - 13321 	1843 
9740 - 13322 	3675 
21558 - 13323 	3825 
23385 - 13324 	4358 
34123 - 13325 	3539 
28786 - 13326 	618 
36168 - 13327 	6431 
8035 - 13328 	3849 
18419 - 13329 	4403 
30389 - 13330 	3437 
32611 - 13331 	15217 
10821 - 13332 	5741 
17937 - 13333 	931 
25266 - 13334 	6851 
6571 - 13335 	3773 
15783 - 13336 	783 
23336 - 13337 	6616 
26624 - 13338 	6500 
34274 - 13339 	1934 
37848 - 13340 	4742 
16035 - 13341 	217 
38269 - 13342 	355 
35019 - 13343 	4863 
27647 - 13344 	6548 
34834 - 13345 	5912 
18306 - 13346 	581 
23422 - 13347 	3227 
31452 - 13348 	3327 
31007 - 13349 	1064 
12834 - 13350 	5091 
20558 - 13351 	1443 
33503 - 13352 	833 
39837 - 13353 	11383 
5830 - 13354 	5929 
3265 - 13355 	6320 
12786 - 13356 	3372 
32980 - 13357 	1981 
12047 - 13358 	3883 
24674 - 13359 	7526 
17786 - 13360 	18588 
26163 - 13361 	3583 
37849 - 13362 	1323 
24449 - 13363 	5369 
3106 - 13364 	4065 
20188 - 13365 	4740 
38177 - 13366 	6116 
32770 - 13367 	2879 
17581 - 13368 	4636 
13650 - 13369 	4186 
13045 - 13370 	2950 
36061 - 13371 	257 
5591 - 13372 	5213 
10747 - 13373 	3591 
2639 - 13374 	3361 
13922 - 13375 	7656 
3287 - 13376 	4347 
38019 - 13377 	7444 
33388 - 13378 	9868 
23249 - 13379 	6023 
22157 - 13380 	7931 
1203 - 13381 	2826 
16112 - 13382 	3065 
25986 - 13383 	15866 
17959 - 13384 	4404 
17822 - 13385 	5909 
33616 - 13386 	4197 
11044 - 13387 	4795 
31176 - 13388 	10723 
34251 - 13389 	6174 
37730 - 13390 	1191 
18084 - 13391 	893 
28778 - 13392 	550 
5020 - 13393 	850 
24706 - 13394 	2718 
35435 - 13395 	4356 
26451 - 13396 	5729 
16531 - 13397 	5123 
31773 - 13398 	3644 
3739 - 13399 	8584 
29323 - 13400 	6683 
21883 - 13401 	8375 
22869 - 13402 	1709 
7751 - 13403 	6311 
3108 - 13404 	4933 
29231 - 13405 	1628 
22008 - 13406 	132 
4770 - 13407 	3034 
18875 - 13408 	7371 
36080 - 13409 	1433 
36692 - 13410 	3151 
12694 - 13411 	3871 
25237 - 13412 	760 
35578 - 13413 	649 
5523 - 13414 	2831 
19967 - 13415 	4555 
15849 - 13416 	1253 
3717 - 13417 	1553 
10212 - 13418 	918 
31117 - 13419 	200 
636 - 13420 	4941 
31439 - 13421 	3162 
34095 - 13422 	7962 
3034 - 13423 	1325 
28812 - 13424 	7436 
22915 - 13425 	17584 
38054 - 13426 	3266 
17249 - 13427 	5368 
32549 - 13428 	12031 
3754 - 13429 	8129 
35118 - 13430 	1990 
37380 - 13431 	2002 
6716 - 13432 	8176 
28698 - 13433 	2201 
26402 - 13434 	4476 
24125 - 13435 	3863 
21806 - 13436 	9809 
3250 - 13437 	7780 
29360 - 13438 	4480 
36493 - 13439 	6566 
29467 - 13440 	787 
16755 - 13441 	7603 
15965 - 13442 	7516 
11408 - 13443 	7133 
9931 - 13444 	10803 
33376 - 13445 	5009 
16655 - 13446 	2998 
22711 - 13447 	2318 
18676 - 13448 	10640 
37270 - 13449 	8533 
16145 - 13450 	7678 
24271 - 13451 	4158 
30574 - 13452 	5591 
29806 - 13453 	254 
22342 - 13454 	10620 
1037 - 13455 	6026 
26165 - 13456 	5818 
9236 - 13457 	1141 
23658 - 13458 	8156 
251 - 13459 	1791 
30183 - 13460 	12981 
37168 - 13461 	3417 
21523 - 13462 	1080 
7621 - 13463 	2691 
36945 - 13464 	2667 
9373 - 13465 	6566 
24204 - 13466 	2658 
13435 - 13467 	4351 
5032 - 13468 	4347 
18972 - 13469 	6447 
28582 - 13470 	4234 
2495 - 13471 	6875 
12133 - 13472 	4574 
11417 - 13473 	10131 
24151 - 13474 	394 
3131 - 13475 	3609 
18068 - 13476 	8073 
20910 - 13477 	7124 
5540 - 13478 	60 
15557 - 13479 	4083 
17134 - 13480 	5363 
7385 - 13481 	5292 
22132 - 13482 	4744 
28357 - 13483 	12648 
9392 - 13484 	1432 
32199 - 13485 	9387 
17317 - 13486 	9668 
5440 - 13487 	4394 
10148 - 13488 	2181 
8942 - 13489 	4653 
34717 - 13490 	6447 
24944 - 13491 	17816 
29432 - 13492 	3151 
2963 - 13493 	2186 
8391 - 13494 	746 
454 - 13495 	3076 
5428 - 13496 	3236 
17792 - 13497 	1163 
28493 - 13498 	1414 
916 - 13499 	7468 
1175 - 13500 	5213 
21841 - 13501 	6137 
28614 - 13502 	7427 
39991 - 13503 	1978 
16111 - 13504 	12159 
16073 - 13505 	4447 
18891 - 13506 	1833 
37893 - 13507 	1232 
34787 - 13508 	3937 
2692 - 13509 	2420 
21400 - 13510 	9239 
27172 - 13511 	6207 
30730 - 13512 	4229 
10963 - 13513 	9576 
33888 - 13514 	1138 
17710 - 13515 	4527 
8576 - 13516 	9912 
37608 - 13517 	11642 
32050 - 13518 	4189 
22852 - 13519 	4650 
28312 - 13520 	9851 
9937 - 13521 	920 
36698 - 13522 	6770 
29619 - 13523 	5356 
8443 - 13524 	1494 
37371 - 13525 	3172 
16550 - 13526 	4331 
7354 - 13527 	2058 
34830 - 13528 	1970 
18481 - 13529 	5803 
28824 - 13530 	244 
27639 - 13531 	4412 
22732 - 13532 	4482 
37204 - 13533 	1063 
3461 - 13534 	41 
869 - 13535 	6673 
28462 - 13536 	2642 
5411 - 13537 	6813 
9143 - 13538 	1449 
4332 - 13539 	7712 
34167 - 13540 	4828 
20672 - 13541 	1660 
36201 - 13542 	5161 
6161 - 13543 	3629 
25557 - 13544 	2684 
8641 - 13545 	245 
11134 - 13546 	2232 
23673 - 13547 	2330 
37188 - 13548 	2949 
13562 - 13549 	4752 
26380 - 13550 	5294 
19291 - 13551 	9097 
31618 - 13552 	5454 
15207 - 13553 	1911 
34933 - 13554 	1951 
4642 - 13555 	1577 
3385 - 13556 	9765 
4556 - 13557 	8404 
16377 - 13558 	5361 
25044 - 13559 	2374 
6774 - 13560 	869 
6510 - 13561 	12093 
32422 - 13562 	2163 
6866 - 13563 	4148 
4951 - 13564 	4701 
9967 - 13565 	8773 
35951 - 13566 	7574 
24112 - 13567 	4002 
21782 - 13568 	4357 
20678 - 13569 	14875 
33628 - 13570 	4827 
39014 - 13571 	362 
19751 - 13572 	2494 
11328 - 13573 	9222 
16290 - 13574 	144 
35188 - 13575 	5608 
17538 - 13576 	3010 
7747 - 13577 	260 
33305 - 13578 	6230 
36570 - 13579 	5148 
34059 - 13580 	1425 
34104 - 13581 	1690 
31811 - 13582 	4263 
37742 - 13583 	923 
152 - 13584 	7016 
23783 - 13585 	3698 
3144 - 13586 	4125 
19166 - 13587 	2150 
7588 - 13588 	9003 
21827 - 13589 	3977 
17706 - 13590 	2028 
36570 - 13591 	1928 
20754 - 13592 	261 
26034 - 13593 	5833 
36777 - 13594 	3496 
10871 - 13595 	1732 
24156 - 13596 	6726 
33914 - 13597 	1294 
29985 - 13598 	1773 
12108 - 13599 	8960 
20894 - 13600 	2421 
13624 - 13601 	166 
15531 - 13602 	3626 
3701 - 13603 	2717 
33668 - 13604 	1937 
312 - 13605 	5305 
29902 - 13606 	1350 
19725 - 13607 	5614 
10718 - 13608 	4008 
34654 - 13609 	5351 
27586 - 13610 	8163 
35013 - 13611 	2289 
15697 - 13612 	2448 
37739 - 13613 	7706 
24310 - 13614 	4928 
17201 - 13615 	3957 
2605 - 13616 	2013 
2999 - 13617 	2288 
29279 - 13618 	1385 
31315 - 13619 	684 
25166 - 13620 	7341 
11410 - 13621 	11143 
17554 - 13622 	1456 
23852 - 13623 	3634 
26081 - 13624 	1907 
36206 - 13625 	3681 
34705 - 13626 	10664 
9156 - 13627 	7493 
33003 - 13628 	7426 
1987 - 13629 	3642 
30856 - 13630 	2794 
25755 - 13631 	374 
27798 - 13632 	7613 
12300 - 13633 	12783 
31614 - 13634 	11109 
8927 - 13635 	8663 
39651 - 13636 	1190 
14342 - 13637 	5872 
28846 - 13638 	16013 
4405 - 13639 	10507 
35263 - 13640 	2095 
36681 - 13641 	4504 
16632 - 13642 	5753 
21950 - 13643 	575 
5714 - 13644 	4472 
15240 - 13645 	1571 
36847 - 13646 	2523 
35722 - 13647 	1065 
5172 - 13648 	3026 
35305 - 13649 	311 
25560 - 13650 	209 
4693 - 13651 	4568 
30125 - 13652 	970 
18032 - 13653 	8094 
797 - 13654 	11118 
15581 - 13655 	7989 
35392 - 13656 	4194 
28075 - 13657 	5513 
30424 - 13658 	4298 
37951 - 13659 	1395 
30293 - 13660 	8568 
33643 - 13661 	5665 
18949 - 13662 	4531 
12682 - 13663 	3876 
10468 - 13664 	5024 
15006 - 13665 	10936 
22691 - 13666 	2636 
31770 - 13667 	601 
3230 - 13668 	4981 
9370 - 13669 	720 
19113 - 13670 	1947 
13706 - 13671 	2614 
16524 - 13672 	8710 
20369 - 13673 	2788 
9425 - 13674 	2047 
7066 - 13675 	1739 
9996 - 13676 	5283 
11224 - 13677 	6603 
8664 - 13678 	194 
35518 - 13679 	3811 
31671 - 13680 	889 
722 - 13681 	5139 
11807 - 13682 	859 
21249 - 13683 	12909 
15830 - 13684 	5101 
10160 - 13685 	20 
31915 - 13686 	4029 
25115 - 13687 	10788 
34562 - 13688 	5577 
30541 - 13689 	5109 
17783 - 13690 	5105 
21237 - 13691 	6347 
11727 - 13692 	3270 
17231 - 13693 	5530 
30978 - 13694 	4003 
34890 - 13695 	6178 
38127 - 13696 	5875 
25231 - 13697 	7651 
31104 - 13698 	2971 
29347 - 13699 	11632 
8964 - 13700 	12943 
28973 - 13701 	5168 
8907 - 13702 	723 
22612 - 13703 	2874 
137 - 13704 	986 
38508 - 13705 	342 
34982 - 13706 	3453 
6827 - 13707 	13071 
8180 - 13708 	11240 
13904 - 13709 	10469 
33741 - 13710 	2354 
31325 - 13711 	2444 
22878 - 13712 	5391 
12000 - 13713 	7700 
10469 - 13714 	4794 
13056 - 13715 	5152 
29584 - 13716 	2480 
36794 - 13717 	5290 
22304 - 13718 	2939 
5225 - 13719 	3438 
37716 - 13720 	2216 
28393 - 13721 	5252 
28153 - 13722 	11711 
35687 - 13723 	4419 
29055 - 13724 	11001 
26623 - 13725 	6197 
18882 - 13726 	148 
29866 - 13727 	10679 
4337 - 13728 	5988 
10760 - 13729 	362 
25246 - 13730 	3672 
22803 - 13731 	505 
9310 - 13732 	2664 
7399 - 13733 	2528 
32822 - 13734 	10749 
7698 - 13735 	5519 
13296 - 13736 	297 
24778 - 13737 	85 
19431 - 13738 	6082 
23240 - 13739 	5651 
15233 - 13740 	468 
8281 - 13741 	1865 
26336 - 13742 	5098 
14170 - 13743 	1940 
26234 - 13744 	7207 
26139 - 13745 	906 
7424 - 13746 	4378 
25350 - 13747 	2887 
28404 - 13748 	20013 
29896 - 13749 	9510 
11402 - 13750 	631 
30637 - 13751 	7102 
24529 - 13752 	5178 
3666 - 13753 	5076 
39308 - 13754 	3831 
27685 - 13755 	7191 
10914 - 13756 	8718 
20362 - 13757 	6898 
32067 - 13758 	7461 
22409 - 13759 	788 
29024 - 13760 	4242 
9919 - 13761 	4027 
38275 - 13762 	2201 
19856 - 13763 	5851 
4225 - 13764 	8976 
8684 - 13765 	4948 
30364 - 13766 	3377 
17168 - 13767 	118 
3636 - 13768 	25528 
34256 - 13769 	3722 
12747 - 13770 	2405 
32885 - 13771 	1659 
22739 - 13772 	3767 
8274 - 13773 	4644 
24477 - 13774 	7717 
8299 - 13775 	10409 
7663 - 13776 	535 
29077 - 13777 	3891 
19863 - 13778 	5182 
1139 - 13779 	2219 
5822 - 13780 	1580 
28090 - 13781 	5016 
8142 - 13782 	3775 
17673 - 13783 	547 
1774 - 13784 	5134 
11028 - 13785 	1580 
2097 - 13786 	8268 
6127 - 13787 	3909 
39224 - 13788 	10706 
33284 - 13789 	2909 
35366 - 13790 	7427 
8234 - 13791 	2465 
21264 - 13792 	20708 
