Edge 	Weight
19408 - 28953 	5001
11450 - 28954 	625
4885 - 28955 	11980
1473 - 28956 	2627
22455 - 28957 	9764
49785 - 28958 	4570
42655 - 28959 	9609
11608 - 28960 	7417
16038 - 28961 	2544
43371 - 28962 	6171
31148 - 28963 	502
45180 - 28964 	14515
40574 - 28965 	5608
8831 - 28966 	167
18956 - 28967 	7590
12805 - 28968 	1865
31421 - 28969 	7462
13571 - 28970 	4818
49994 - 28971 	4742
15054 - 28972 	7874
30893 - 28973 	11649
9120 - 28974 	4391
32439 - 28975 	3214
49412 - 28976 	1239
3851 - 28977 	9073
31333 - 28978 	10918
42217 - 28979 	3573
45743 - 28980 	2304
30975 - 28981 	8912
21696 - 28982 	8280
45093 - 28983 	11794
37456 - 28984 	15489
33507 - 28985 	16958
40909 - 28986 	23877
41715 - 28987 	4637
38422 - 28988 	6085
21022 - 28989 	8894
34551 - 28990 	3719
23211 - 28991 	1811
39634 - 28992 	3563
36207 - 28993 	1868
29614 - 28994 	6660
39721 - 28995 	371
29256 - 28996 	327
41531 - 28997 	3698
35090 - 28998 	8235
15901 - 28999 	6757
14638 - 29000 	16482
32900 - 29001 	6627
22601 - 29002 	366
48154 - 29003 	3155
23705 - 29004 	690
49900 - 29005 	4367
28258 - 29006 	2969
3093 - 29007 	4675
8197 - 29008 	450
30266 - 29009 	1567
22181 - 29010 	7573
8276 - 29011 	27534
44640 - 29012 	854
5530 - 29013 	9710
43603 - 29014 	7544
22700 - 29015 	3382
10016 - 29016 	178
18861 - 29017 	2772
29148 - 29018 	5823
47951 - 29019 	4162
46293 - 29020 	9070
26113 - 29021 	1592
523 - 29022 	4977
3789 - 29023 	4040
20425 - 29024 	5837
26593 - 29025 	3252
48289 - 29026 	8064
385 - 29027 	4734
29403 - 29028 	786
42258 - 29029 	2657
27816 - 29030 	9284
47182 - 29031 	7599
27785 - 29032 	22779
1585 - 29033 	6087
36861 - 29034 	4038
47190 - 29035 	5148
11988 - 29036 	315
32559 - 29037 	4587
21209 - 29038 	6615
17664 - 29039 	9620
29431 - 29040 	2222
34028 - 29041 	4909
10553 - 29042 	10901
49603 - 29043 	4644
14696 - 29044 	381
26644 - 29045 	10009
9571 - 29046 	6973
4005 - 29047 	1118
1049 - 29048 	2739
34376 - 29049 	13294
29441 - 29050 	2121
504 - 29051 	24974
21835 - 29052 	2969
29560 - 29053 	5869
46073 - 29054 	6166
21168 - 29055 	841
38893 - 29056 	4169
39099 - 29057 	9197
44775 - 29058 	8098
23660 - 29059 	10567
15936 - 29060 	4700
5966 - 29061 	4126
47402 - 29062 	4199
20217 - 29063 	6676
37549 - 29064 	693
49875 - 29065 	11629
39545 - 29066 	7163
30151 - 29067 	3607
16811 - 29068 	11135
5699 - 29069 	5984
33319 - 29070 	10724
49776 - 29071 	9399
5299 - 29072 	756
38279 - 29073 	9073
30619 - 29074 	15383
14989 - 29075 	13803
47718 - 29076 	2460
966 - 29077 	6516
49711 - 29078 	10891
44156 - 29079 	7494
13364 - 29080 	4521
13166 - 29081 	5723
5976 - 29082 	10061
4512 - 29083 	4022
8181 - 29084 	4581
13207 - 29085 	5802
25127 - 29086 	16620
43885 - 29087 	601
33292 - 29088 	17270
6100 - 29089 	9611
24338 - 29090 	5190
39745 - 29091 	6966
31774 - 29092 	3233
25746 - 29093 	947
28648 - 29094 	10418
14893 - 29095 	3827
21710 - 29096 	7876
11083 - 29097 	658
15884 - 29098 	290
43764 - 29099 	4559
15463 - 29100 	10730
23607 - 29101 	634
12329 - 29102 	11025
27563 - 29103 	5355
14360 - 29104 	2204
48844 - 29105 	3132
20617 - 29106 	7789
41135 - 29107 	8171
36110 - 29108 	708
44154 - 29109 	12482
18745 - 29110 	1497
16945 - 29111 	4099
49065 - 29112 	27545
13788 - 29113 	16057
24465 - 29114 	11570
46374 - 29115 	4703
8237 - 29116 	4504
7308 - 29117 	4634
14872 - 29118 	4334
15937 - 29119 	3330
37852 - 29120 	4259
37438 - 29121 	2337
40560 - 29122 	4874
48018 - 29123 	20161
22982 - 29124 	7681
40020 - 29125 	14
26710 - 29126 	2296
47039 - 29127 	3590
9023 - 29128 	13032
29468 - 29129 	3313
36459 - 29130 	5549
3746 - 29131 	3087
31787 - 29132 	1893
11642 - 29133 	1427
16423 - 29134 	1107
14501 - 29135 	4627
41895 - 29136 	7282
37911 - 29137 	4046
46564 - 29138 	7035
41161 - 29139 	9426
40664 - 29140 	26692
13524 - 29141 	4342
24058 - 29142 	7442
24493 - 29143 	13695
42105 - 29144 	5361
45132 - 29145 	1005
11500 - 29146 	5141
8219 - 29147 	9341
6139 - 29148 	5092
46540 - 29149 	2478
24558 - 29150 	2139
39575 - 29151 	25469
27542 - 29152 	9001
11758 - 29153 	9330
43964 - 29154 	16035
31454 - 29155 	1470
12042 - 29156 	6041
23748 - 29157 	5171
9344 - 29158 	7140
9976 - 29159 	6181
23609 - 29160 	7597
46182 - 29161 	16163
43100 - 29162 	5655
15863 - 29163 	5599
12617 - 29164 	5789
29008 - 29165 	3393
38653 - 29166 	3454
12207 - 29167 	12159
7795 - 29168 	6240
46516 - 29169 	9599
22378 - 29170 	4197
39385 - 29171 	7746
26366 - 29172 	6741
5986 - 29173 	277
46405 - 29174 	4774
775 - 29175 	633
36873 - 29176 	7109
15466 - 29177 	11020
39761 - 29178 	3192
34058 - 29179 	3963
28650 - 29180 	699
45486 - 29181 	9609
24168 - 29182 	8522
4447 - 29183 	1266
4001 - 29184 	431
10510 - 29185 	1306
1872 - 29186 	1128
9726 - 29187 	11890
42638 - 29188 	2003
45311 - 29189 	29524
10885 - 29190 	6089
7009 - 29191 	1961
17206 - 29192 	3308
4127 - 29193 	5485
30954 - 29194 	750
408 - 29195 	1645
16181 - 29196 	13736
29018 - 29197 	7719
5324 - 29198 	1381
3543 - 29199 	5269
49582 - 29200 	2880
49327 - 29201 	2260
18851 - 29202 	3008
13587 - 29203 	884
40063 - 29204 	4821
37121 - 29205 	8035
41620 - 29206 	1761
9175 - 29207 	9979
49450 - 29208 	6999
17731 - 29209 	7245
32128 - 29210 	6607
43891 - 29211 	3462
4497 - 29212 	2118
34307 - 29213 	1019
9438 - 29214 	1535
18550 - 29215 	1955
25306 - 29216 	3647
15374 - 29217 	4933
12753 - 29218 	8237
44489 - 29219 	6309
41893 - 29220 	427
14985 - 29221 	3737
49097 - 29222 	3411
34147 - 29223 	689
33905 - 29224 	5756
22035 - 29225 	14147
31895 - 29226 	8822
34051 - 29227 	11331
35165 - 29228 	1885
13219 - 29229 	10440
15436 - 29230 	5220
47324 - 29231 	1950
46572 - 29232 	679
22668 - 29233 	1955
16353 - 29234 	1176
18022 - 29235 	5352
18752 - 29236 	6905
45517 - 29237 	4574
37069 - 29238 	5399
33406 - 29239 	512
4143 - 29240 	3352
26198 - 29241 	11421
9507 - 29242 	911
40502 - 29243 	2796
7728 - 29244 	979
31119 - 29245 	1016
8584 - 29246 	8156
42070 - 29247 	9124
34165 - 29248 	5324
18039 - 29249 	97
49963 - 29250 	2045
19224 - 29251 	1847
30027 - 29252 	5454
39026 - 29253 	7827
3224 - 29254 	7502
31835 - 29255 	442
42125 - 29256 	5098
20165 - 29257 	1870
42175 - 29258 	10953
42007 - 29259 	3104
9598 - 29260 	2555
9418 - 29261 	4936
38950 - 29262 	7219
20362 - 29263 	1505
18103 - 29264 	5099
15892 - 29265 	9425
8441 - 29266 	1079
48486 - 29267 	10657
18229 - 29268 	549
47149 - 29269 	3044
16275 - 29270 	10082
18905 - 29271 	8128
45797 - 29272 	5999
33993 - 29273 	4496
4427 - 29274 	5228
44834 - 29275 	700
16022 - 29276 	4285
16035 - 29277 	9412
286 - 29278 	7297
38828 - 29279 	8621
3439 - 29280 	9493
33026 - 29281 	14523
19223 - 29282 	5536
20741 - 29283 	1361
48726 - 29284 	9913
26133 - 29285 	6074
35858 - 29286 	2196
13369 - 29287 	17007
12459 - 29288 	2062
28522 - 29289 	8702
16541 - 29290 	14886
27997 - 29291 	1178
36522 - 29292 	18038
48917 - 29293 	6527
40830 - 29294 	17045
24868 - 29295 	4162
29119 - 29296 	8195
40701 - 29297 	1569
48322 - 29298 	7583
28295 - 29299 	868
41163 - 29300 	4154
15309 - 29301 	9174
33727 - 29302 	1880
16605 - 29303 	6574
45617 - 29304 	8915
7656 - 29305 	26446
43338 - 29306 	2118
32555 - 29307 	5227
39114 - 29308 	4658
13426 - 29309 	4660
30729 - 29310 	1686
30881 - 29311 	3890
7854 - 29312 	1216
48059 - 29313 	328
5927 - 29314 	1906
21234 - 29315 	9160
35008 - 29316 	1795
49277 - 29317 	2047
38328 - 29318 	2524
44853 - 29319 	9937
19297 - 29320 	6791
39443 - 29321 	8071
18575 - 29322 	2632
1212 - 29323 	2290
25553 - 29324 	5268
1534 - 29325 	4971
12771 - 29326 	2903
48911 - 29327 	13522
43530 - 29328 	1704
38880 - 29329 	6556
38136 - 29330 	4771
7754 - 29331 	2599
18466 - 29332 	9571
34207 - 29333 	5388
39730 - 29334 	421
46127 - 29335 	1751
27450 - 29336 	5568
21721 - 29337 	1390
17934 - 29338 	974
11817 - 29339 	7215
25836 - 29340 	15411
48663 - 29341 	5431
36094 - 29342 	5149
25566 - 29343 	11914
41120 - 29344 	5906
45841 - 29345 	1827
26643 - 29346 	7329
10491 - 29347 	4690
19317 - 29348 	20117
33432 - 29349 	3738
36191 - 29350 	4215
13364 - 29351 	11361
21588 - 29352 	3661
1348 - 29353 	5653
17300 - 29354 	1732
44036 - 29355 	15415
42596 - 29356 	2021
27837 - 29357 	4019
18704 - 29358 	14296
30087 - 29359 	4126
26211 - 29360 	7738
7873 - 29361 	508
916 - 29362 	8222
23647 - 29363 	5808
22796 - 29364 	8632
17269 - 29365 	1851
28860 - 29366 	4768
20192 - 29367 	3388
14614 - 29368 	10609
20563 - 29369 	9660
36015 - 29370 	7668
25215 - 29371 	12611
1242 - 29372 	132
49476 - 29373 	989
37252 - 29374 	2864
45273 - 29375 	6020
42188 - 29376 	1504
26092 - 29377 	3826
35729 - 29378 	2877
270 - 29379 	2330
2273 - 29380 	1797
23737 - 29381 	1279
38351 - 29382 	3686
20667 - 29383 	12963
16937 - 29384 	3965
41817 - 29385 	6410
40598 - 29386 	5037
34963 - 29387 	1453
21459 - 29388 	7208
27106 - 29389 	10476
24560 - 29390 	16663
23782 - 29391 	2766
33395 - 29392 	2070
8482 - 29393 	4592
31510 - 29394 	6816
10048 - 29395 	9322
18650 - 29396 	7736
38978 - 29397 	3598
536 - 29398 	6800
731 - 29399 	615
30766 - 29400 	1108
25114 - 29401 	3666
41946 - 29402 	15735
43991 - 29403 	3092
11838 - 29404 	7262
24716 - 29405 	734
37723 - 29406 	5568
16899 - 29407 	4831
14666 - 29408 	4963
4488 - 29409 	5557
34341 - 29410 	1539
35655 - 29411 	1586
27092 - 29412 	3195
16361 - 29413 	154
19652 - 29414 	7055
15042 - 29415 	9250
39217 - 29416 	4005
17015 - 29417 	15015
3946 - 29418 	15533
334 - 29419 	4206
45362 - 29420 	3594
25567 - 29421 	8331
45685 - 29422 	20837
17784 - 29423 	8172
24186 - 29424 	8322
36239 - 29425 	452
19511 - 29426 	6451
44820 - 29427 	21767
49094 - 29428 	4549
20924 - 29429 	2565
29353 - 29430 	11804
33462 - 29431 	2449
36905 - 29432 	4542
16547 - 29433 	11167
40511 - 29434 	4383
14474 - 29435 	5437
3532 - 29436 	3206
37156 - 29437 	7145
21552 - 29438 	4873
44933 - 29439 	495
46180 - 29440 	2084
45606 - 29441 	2268
3436 - 29442 	10376
8711 - 29443 	8827
34285 - 29444 	1324
3401 - 29445 	1270
3725 - 29446 	5196
27967 - 29447 	4726
30614 - 29448 	4994
5342 - 29449 	19868
30072 - 29450 	7757
5563 - 29451 	4722
647 - 29452 	11231
18287 - 29453 	6138
12522 - 29454 	1875
44473 - 29455 	4205
21888 - 29456 	8578
3711 - 29457 	4941
22912 - 29458 	4892
279 - 29459 	2235
8227 - 29460 	7343
25877 - 29461 	6736
33992 - 29462 	4836
40637 - 29463 	6800
44025 - 29464 	5977
29188 - 29465 	4903
4082 - 29466 	12772
14005 - 29467 	3006
22050 - 29468 	6869
46635 - 29469 	5735
7183 - 29470 	3560
7713 - 29471 	6302
11619 - 29472 	13090
11580 - 29473 	14075
24006 - 29474 	2692
43623 - 29475 	13942
4707 - 29476 	4048
21098 - 29477 	1964
13755 - 29478 	2262
45218 - 29479 	7368
6227 - 29480 	2506
6367 - 29481 	13888
11164 - 29482 	5929
32020 - 29483 	3216
9883 - 29484 	672
24461 - 29485 	997
8441 - 29486 	284
36003 - 29487 	6719
14209 - 29488 	21454
22644 - 29489 	2158
39152 - 29490 	1309
47233 - 29491 	12317
9276 - 29492 	1600
30569 - 29493 	16660
9660 - 29494 	4178
28639 - 29495 	11236
27166 - 29496 	6435
3949 - 29497 	4628
28782 - 29498 	189
14402 - 29499 	5858
4991 - 29500 	2632
48481 - 29501 	6160
18394 - 29502 	6932
36095 - 29503 	4158
23654 - 29504 	12754
46027 - 29505 	2041
1786 - 29506 	4147
28863 - 29507 	7981
18657 - 29508 	8039
10053 - 29509 	9714
6992 - 29510 	12612
41914 - 29511 	6210
15779 - 29512 	3139
13838 - 29513 	728
34790 - 29514 	5699
18564 - 29515 	5486
9151 - 29516 	4905
49891 - 29517 	1464
33951 - 29518 	562
31767 - 29519 	19678
32335 - 29520 	1822
40824 - 29521 	5718
1710 - 29522 	2522
35810 - 29523 	124
28677 - 29524 	10904
49835 - 29525 	15646
37333 - 29526 	2845
41380 - 29527 	10615
21486 - 29528 	4665
24592 - 29529 	7011
26221 - 29530 	7841
13881 - 29531 	3800
25987 - 29532 	4615
9725 - 29533 	8412
43117 - 29534 	2670
21579 - 29535 	12236
36773 - 29536 	8615
23390 - 29537 	4840
3202 - 29538 	4034
4025 - 29539 	3844
26134 - 29540 	14815
28323 - 29541 	9539
13051 - 29542 	1554
26320 - 29543 	6298
47877 - 29544 	363
49378 - 29545 	10518
12702 - 29546 	15142
38318 - 29547 	4256
23135 - 29548 	6508
21529 - 29549 	6241
19044 - 29550 	10706
38412 - 29551 	5514
2414 - 29552 	172
45321 - 29553 	6946
12755 - 29554 	2109
12960 - 29555 	3724
15557 - 29556 	6678
39244 - 29557 	12645
20347 - 29558 	4068
19059 - 29559 	12593
45747 - 29560 	2392
22582 - 29561 	1791
42116 - 29562 	6363
34029 - 29563 	6345
17112 - 29564 	16163
20807 - 29565 	13256
6758 - 29566 	3139
47932 - 29567 	312
33273 - 29568 	2071
17942 - 29569 	4125
28531 - 29570 	5716
12640 - 29571 	794
14030 - 29572 	15478
43375 - 29573 	8393
39101 - 29574 	3375
42885 - 29575 	875
24473 - 29576 	588
23139 - 29577 	214
6348 - 29578 	1044
22385 - 29579 	2216
48416 - 29580 	5655
21289 - 29581 	652
23133 - 29582 	4146
33617 - 29583 	964
9313 - 29584 	1486
44363 - 29585 	3168
26825 - 29586 	3216
24969 - 29587 	5772
22568 - 29588 	1960
9937 - 29589 	4230
497 - 29590 	7842
25591 - 29591 	13654
19923 - 29592 	1068
38200 - 29593 	9581
35205 - 29594 	4238
41158 - 29595 	2438
33746 - 29596 	7690
29753 - 29597 	6947
13117 - 29598 	7650
48093 - 29599 	10843
2971 - 29600 	2228
47370 - 29601 	5415
12393 - 29602 	7144
13332 - 29603 	5185
46197 - 29604 	20735
24843 - 29605 	8066
30132 - 29606 	8997
21717 - 29607 	5030
14659 - 29608 	20011
49574 - 29609 	5981
40499 - 29610 	1326
7451 - 29611 	7808
17422 - 29612 	3158
16943 - 29613 	5027
38237 - 29614 	3636
41602 - 29615 	4416
11148 - 29616 	11400
18043 - 29617 	116
43761 - 29618 	6271
43027 - 29619 	3881
27576 - 29620 	7348
18271 - 29621 	3114
20992 - 29622 	12626
16210 - 29623 	5922
11416 - 29624 	6869
26260 - 29625 	2805
5326 - 29626 	14262
37344 - 29627 	2726
24115 - 29628 	8001
30745 - 29629 	288
21281 - 29630 	3244
23786 - 29631 	5481
46331 - 29632 	7250
31198 - 29633 	7884
32225 - 29634 	4766
43360 - 29635 	1769
3878 - 29636 	9054
22741 - 29637 	5012
20878 - 29638 	14620
21329 - 29639 	4872
5583 - 29640 	5460
31698 - 29641 	7530
41931 - 29642 	8208
33003 - 29643 	6731
23242 - 29644 	3063
25662 - 29645 	14458
21893 - 29646 	6945
3818 - 29647 	10421
6280 - 29648 	3419
2315 - 29649 	486
3324 - 29650 	5065
335 - 29651 	7216
23182 - 29652 	8269
36771 - 29653 	4144
14962 - 29654 	1212
20217 - 29655 	5369
3658 - 29656 	2721
47853 - 29657 	3863
10310 - 29658 	14928
42782 - 29659 	1414
17425 - 29660 	6388
13045 - 29661 	8905
12348 - 29662 	2117
33367 - 29663 	8114
36589 - 29664 	1719
38416 - 29665 	2799
26658 - 29666 	2874
7731 - 29667 	5696
46671 - 29668 	8232
49316 - 29669 	7008
49238 - 29670 	4517
48981 - 29671 	10088
19561 - 29672 	9298
42954 - 29673 	6340
9887 - 29674 	20060
919 - 29675 	3499
34749 - 29676 	3070
37729 - 29677 	12768
39591 - 29678 	19492
9136 - 29679 	20449
10935 - 29680 	9213
30955 - 29681 	3086
4064 - 29682 	6529
30400 - 29683 	8125
8092 - 29684 	13322
41029 - 29685 	4953
26465 - 29686 	7259
31169 - 29687 	791
34491 - 29688 	4833
45591 - 29689 	1781
15296 - 29690 	20430
15762 - 29691 	4025
9901 - 29692 	3607
20267 - 29693 	845
9592 - 29694 	2690
48743 - 29695 	17943
33970 - 29696 	5438
14737 - 29697 	8921
31973 - 29698 	8758
38245 - 29699 	3911
21267 - 29700 	1753
23543 - 29701 	16007
38485 - 29702 	4710
22007 - 29703 	11084
35422 - 29704 	12517
2237 - 29705 	1908
42582 - 29706 	1165
46559 - 29707 	8543
44109 - 29708 	3660
42161 - 29709 	2692
19086 - 29710 	5774
31776 - 29711 	6814
11000 - 29712 	11840
18928 - 29713 	2007
22325 - 29714 	8785
39470 - 29715 	20161
40555 - 29716 	5445
25733 - 29717 	3067
18653 - 29718 	6467
39704 - 29719 	2947
18889 - 29720 	4864
37922 - 29721 	11560
21936 - 29722 	1264
5194 - 29723 	1242
48712 - 29724 	5997
46176 - 29725 	2386
27895 - 29726 	3710
20540 - 29727 	1136
23915 - 29728 	1924
7113 - 29729 	6288
23087 - 29730 	573
35610 - 29731 	4109
24540 - 29732 	1760
19297 - 29733 	499
47979 - 29734 	13798
42753 - 29735 	8273
29085 - 29736 	8822
47313 - 29737 	17240
19003 - 29738 	5050
925 - 29739 	1404
33843 - 29740 	4505
24308 - 29741 	6587
49911 - 29742 	7096
4440 - 29743 	11154
13778 - 29744 	3625
40841 - 29745 	5078
37142 - 29746 	853
43072 - 29747 	63
2102 - 29748 	3463
14618 - 29749 	8111
7077 - 29750 	7155
44690 - 29751 	12029
32086 - 29752 	2334
35547 - 29753 	5455
40183 - 29754 	191
22493 - 29755 	9694
38336 - 29756 	2330
26356 - 29757 	6908
16324 - 29758 	5402
42465 - 29759 	1802
41634 - 29760 	6318
44178 - 29761 	8327
7115 - 29762 	4047
34273 - 29763 	3581
15119 - 29764 	14410
9183 - 29765 	1713
42944 - 29766 	4641
14839 - 29767 	10326
38218 - 29768 	4255
26425 - 29769 	1907
7248 - 29770 	6455
31447 - 29771 	1395
14013 - 29772 	13232
27014 - 29773 	1343
28524 - 29774 	5553
26752 - 29775 	10637
11544 - 29776 	9729
40671 - 29777 	5133
4151 - 29778 	2452
33045 - 29779 	6223
43612 - 29780 	88
37149 - 29781 	6138
31259 - 29782 	1999
34293 - 29783 	8251
8594 - 29784 	7064
35229 - 29785 	2393
24326 - 29786 	2783
32243 - 29787 	18240
39860 - 29788 	3215
12228 - 29789 	14983
36444 - 29790 	5769
40701 - 29791 	1942
2021 - 29792 	775
6672 - 29793 	4790
2701 - 29794 	2828
15011 - 29795 	11584
43224 - 29796 	635
6661 - 29797 	3755
33883 - 29798 	7953
47756 - 29799 	1157
43283 - 29800 	7434
10609 - 29801 	25799
45808 - 29802 	4451
11203 - 29803 	1934
3545 - 29804 	939
35146 - 29805 	5001
11661 - 29806 	435
17289 - 29807 	2276
8288 - 29808 	1532
13484 - 29809 	7978
11128 - 29810 	7927
46143 - 29811 	1928
4729 - 29812 	3146
22236 - 29813 	2863
11289 - 29814 	1602
32558 - 29815 	12994
47948 - 29816 	5548
17950 - 29817 	9035
47085 - 29818 	3669
46975 - 29819 	17120
7506 - 29820 	11964
6225 - 29821 	6774
32484 - 29822 	1299
15377 - 29823 	8047
38388 - 29824 	3553
34493 - 29825 	3470
19737 - 29826 	8920
48562 - 29827 	7875
4062 - 29828 	12187
20231 - 29829 	4031
36691 - 29830 	5777
11466 - 29831 	1459
20813 - 29832 	3408
43202 - 29833 	1682
27888 - 29834 	16391
49434 - 29835 	2719
44178 - 29836 	1748
24879 - 29837 	11904
23623 - 29838 	4889
25782 - 29839 	17021
9792 - 29840 	9069
40668 - 29841 	7039
6386 - 29842 	2410
41541 - 29843 	4708
15412 - 29844 	4387
18148 - 29845 	5981
3438 - 29846 	2162
18469 - 29847 	12281
44981 - 29848 	3649
26489 - 29849 	6497
48274 - 29850 	367
1062 - 29851 	6418
13753 - 29852 	12454
29339 - 29853 	427
48818 - 29854 	882
29586 - 29855 	1806
12934 - 29856 	12447
39970 - 29857 	11808
33571 - 29858 	2932
48156 - 29859 	2253
24605 - 29860 	1691
4878 - 29861 	6202
22651 - 29862 	3052
27869 - 29863 	1910
1299 - 29864 	5171
31228 - 29865 	465
38854 - 29866 	10227
47102 - 29867 	3083
2657 - 29868 	3310
32107 - 29869 	14908
37059 - 29870 	7260
23659 - 29871 	3227
4925 - 29872 	10220
29534 - 29873 	7350
13767 - 29874 	4513
19050 - 29875 	2479
545 - 29876 	2979
44226 - 29877 	2425
22152 - 29878 	3326
31490 - 29879 	612
2682 - 29880 	6999
11455 - 29881 	959
26804 - 29882 	6657
18619 - 29883 	6775
36319 - 29884 	3399
38955 - 29885 	3625
20735 - 29886 	749
40209 - 29887 	5465
16832 - 29888 	2336
41904 - 29889 	4641
32620 - 29890 	8647
36762 - 29891 	2567
21202 - 29892 	11307
5509 - 29893 	7412
1111 - 29894 	4556
24956 - 29895 	2527
29307 - 29896 	5255
49260 - 29897 	6371
29266 - 29898 	17653
7528 - 29899 	72
36703 - 29900 	3745
37910 - 29901 	2885
33575 - 29902 	1044
42385 - 29903 	13216
39448 - 29904 	8167
13401 - 29905 	247
34516 - 29906 	7949
10793 - 29907 	5084
33203 - 29908 	9233
18287 - 29909 	4066
42269 - 29910 	14453
36861 - 29911 	1547
44513 - 29912 	751
43203 - 29913 	13828
10175 - 29914 	6330
4825 - 29915 	7959
34876 - 29916 	638
17650 - 29917 	6641
48804 - 29918 	11836
42674 - 29919 	4363
5922 - 29920 	64
45110 - 29921 	1442
5808 - 29922 	125
8457 - 29923 	3663
34486 - 29924 	2123
25246 - 29925 	3513
45359 - 29926 	5972
47050 - 29927 	13790
31741 - 29928 	13448
11683 - 29929 	8088
32791 - 29930 	3515
20538 - 29931 	17248
23936 - 29932 	15364
33813 - 29933 	7469
29309 - 29934 	8659
32165 - 29935 	4661
16936 - 29936 	2585
34118 - 29937 	6747
33333 - 29938 	4949
18820 - 29939 	5803
20672 - 29940 	10836
9226 - 29941 	13408
36567 - 29942 	947
48082 - 29943 	4762
38695 - 29944 	1518
17583 - 29945 	6304
18308 - 29946 	5257
23179 - 29947 	6226
21716 - 29948 	12930
40762 - 29949 	12271
20736 - 29950 	5016
27427 - 29951 	6015
3862 - 29952 	365
29388 - 29953 	3381
44998 - 29954 	3622
24088 - 29955 	3869
39541 - 29956 	5881
38417 - 29957 	11373
40008 - 29958 	6768
48223 - 29959 	770
35612 - 29960 	463
37620 - 29961 	7927
28676 - 29962 	12685
38799 - 29963 	6741
10296 - 29964 	577
29450 - 29965 	7287
16684 - 29966 	8096
10052 - 29967 	2602
15606 - 29968 	4745
38794 - 29969 	1003
43952 - 29970 	845
9592 - 29971 	607
22599 - 29972 	15928
3277 - 29973 	4241
15575 - 29974 	9906
10309 - 29975 	10180
32763 - 29976 	6140
5781 - 29977 	149
25631 - 29978 	6610
3109 - 29979 	1065
25850 - 29980 	8700
7537 - 29981 	11054
5280 - 29982 	27100
21216 - 29983 	20099
7227 - 29984 	5803
11228 - 29985 	1693
10967 - 29986 	7758
42253 - 29987 	7793
5248 - 29988 	545
28880 - 29989 	13089
8470 - 29990 	15130
8265 - 29991 	4756
32240 - 29992 	4213
44955 - 29993 	407
109 - 29994 	292
24962 - 29995 	1839
11377 - 29996 	7913
38363 - 29997 	1347
41830 - 29998 	5957
2934 - 29999 	4585
46100 - 30000 	430
37987 - 30001 	1091
33965 - 30002 	1415
3073 - 30003 	1000
33391 - 30004 	1461
45319 - 30005 	2333
7636 - 30006 	9378
28652 - 30007 	11531
25156 - 30008 	1089
46738 - 30009 	9656
7164 - 30010 	2261
41343 - 30011 	1325
22582 - 30012 	14030
2687 - 30013 	2179
31035 - 30014 	4324
39957 - 30015 	969
42450 - 30016 	11310
33995 - 30017 	997
44908 - 30018 	8225
18241 - 30019 	252
35643 - 30020 	2706
47844 - 30021 	651
24235 - 30022 	1682
45817 - 30023 	19048
40756 - 30024 	5883
28246 - 30025 	13898
16332 - 30026 	6956
17998 - 30027 	469
12390 - 30028 	406
43705 - 30029 	3260
17268 - 30030 	9189
35125 - 30031 	962
4592 - 30032 	3782
18915 - 30033 	5191
4757 - 30034 	5177
3746 - 30035 	895
16968 - 30036 	1159
44648 - 30037 	1354
15688 - 30038 	14976
12226 - 30039 	7098
21117 - 30040 	6331
26499 - 30041 	1285
43671 - 30042 	2973
21914 - 30043 	4814
25468 - 30044 	22266
1224 - 30045 	365
35405 - 30046 	3466
43961 - 30047 	2206
47889 - 30048 	12401
14144 - 30049 	5770
47289 - 30050 	4260
27668 - 30051 	6023
37191 - 30052 	4942
17007 - 30053 	5004
35438 - 30054 	5032
35619 - 30055 	2685
7992 - 30056 	1210
17072 - 30057 	4595
19541 - 30058 	7476
46095 - 30059 	4980
37538 - 30060 	1746
23643 - 30061 	7519
36798 - 30062 	6554
2317 - 30063 	5656
12071 - 30064 	4441
11472 - 30065 	8529
42918 - 30066 	3755
41432 - 30067 	6229
16505 - 30068 	12217
13511 - 30069 	3023
36773 - 30070 	1129
40134 - 30071 	70
33275 - 30072 	3653
28214 - 30073 	6443
13543 - 30074 	7584
44572 - 30075 	1545
6637 - 30076 	771
36927 - 30077 	1369
4963 - 30078 	1668
33741 - 30079 	5326
26868 - 30080 	614
15827 - 30081 	3809
6081 - 30082 	4808
48356 - 30083 	3498
10654 - 30084 	8460
5985 - 30085 	4068
11038 - 30086 	4673
31456 - 30087 	6014
22235 - 30088 	4631
27159 - 30089 	555
10551 - 30090 	4283
29931 - 30091 	18567
38055 - 30092 	12654
46955 - 30093 	5169
9817 - 30094 	4039
4267 - 30095 	15749
28713 - 30096 	7425
16817 - 30097 	1688
48942 - 30098 	5536
6710 - 30099 	3272
29351 - 30100 	11207
26120 - 30101 	11542
34873 - 30102 	6828
6463 - 30103 	6025
10074 - 30104 	7010
47739 - 30105 	5571
6564 - 30106 	12987
25578 - 30107 	5305
22634 - 30108 	7095
48244 - 30109 	2434
32290 - 30110 	6882
19566 - 30111 	753
2791 - 30112 	4167
32189 - 30113 	5481
8384 - 30114 	3127
49598 - 30115 	2752
34911 - 30116 	15011
31750 - 30117 	1037
7885 - 30118 	9117
21249 - 30119 	9806
23002 - 30120 	15791
36079 - 30121 	8834
5545 - 30122 	136
21830 - 30123 	653
39144 - 30124 	16670
37532 - 30125 	218
2349 - 30126 	1939
42436 - 30127 	13938
26232 - 30128 	1327
5623 - 30129 	2041
