Edge 	Weight
4658 - 10545 	3918
9494 - 10546 	20614
28767 - 10547 	14486
22569 - 10548 	7577
17912 - 10549 	11458
16456 - 10550 	5744
26642 - 10551 	5081
40591 - 10552 	6205
2067 - 10553 	1118
19810 - 10554 	6468
13166 - 10555 	3217
20110 - 10556 	6446
43787 - 10557 	10390
11743 - 10558 	5197
42840 - 10559 	451
1961 - 10560 	4725
30932 - 10561 	4445
20581 - 10562 	7747
36419 - 10563 	3215
44369 - 10564 	18123
36222 - 10565 	5560
49272 - 10566 	4687
6645 - 10567 	7966
20992 - 10568 	7995
22342 - 10569 	3175
35334 - 10570 	6889
15256 - 10571 	551
24818 - 10572 	9059
39714 - 10573 	3106
49512 - 10574 	3869
12333 - 10575 	1825
20598 - 10576 	3895
21309 - 10577 	7232
11332 - 10578 	5346
11460 - 10579 	4411
48558 - 10580 	6008
22721 - 10581 	1590
47488 - 10582 	5113
17717 - 10583 	992
26775 - 10584 	8505
12990 - 10585 	3029
48759 - 10586 	4505
26806 - 10587 	5593
41837 - 10588 	9545
13689 - 10589 	456
12482 - 10590 	2089
35148 - 10591 	4289
34803 - 10592 	8138
14948 - 10593 	12839
18721 - 10594 	8129
46267 - 10595 	2518
5116 - 10596 	2603
30864 - 10597 	6603
27576 - 10598 	1746
36300 - 10599 	4733
27847 - 10600 	1992
32308 - 10601 	2271
27517 - 10602 	7231
24654 - 10603 	648
46435 - 10604 	3931
21883 - 10605 	3563
30962 - 10606 	5109
34750 - 10607 	3530
27231 - 10608 	6539
48150 - 10609 	12599
13934 - 10610 	2667
33535 - 10611 	7969
19128 - 10612 	3422
6969 - 10613 	3522
37340 - 10614 	3525
34143 - 10615 	7087
14022 - 10616 	10977
5597 - 10617 	5946
41621 - 10618 	8563
15289 - 10619 	10307
45605 - 10620 	1872
41173 - 10621 	2727
27240 - 10622 	8144
41529 - 10623 	482
20305 - 10624 	7733
22746 - 10625 	5108
8424 - 10626 	15529
46127 - 10627 	2715
12694 - 10628 	5714
13451 - 10629 	23836
39312 - 10630 	5048
34222 - 10631 	10640
20260 - 10632 	1010
7749 - 10633 	1596
1918 - 10634 	8000
49995 - 10635 	8262
36174 - 10636 	3403
11077 - 10637 	13184
47310 - 10638 	8082
47792 - 10639 	683
15518 - 10640 	11420
45052 - 10641 	11240
14546 - 10642 	890
45543 - 10643 	3677
21042 - 10644 	13747
17800 - 10645 	4091
28675 - 10646 	9140
519 - 10647 	3861
37925 - 10648 	681
18851 - 10649 	3219
12589 - 10650 	473
16026 - 10651 	3126
17713 - 10652 	15629
13726 - 10653 	4891
2681 - 10654 	7104
24757 - 10655 	5271
6265 - 10656 	2168
12844 - 10657 	11227
36578 - 10658 	1494
18749 - 10659 	8534
22787 - 10660 	9716
39416 - 10661 	563
21407 - 10662 	2381
37282 - 10663 	38
36603 - 10664 	8057
23206 - 10665 	2074
5416 - 10666 	7014
18304 - 10667 	1217
2062 - 10668 	5443
47031 - 10669 	3641
44716 - 10670 	8666
45630 - 10671 	8850
28306 - 10672 	317
36287 - 10673 	9832
9432 - 10674 	6926
14564 - 10675 	3643
8707 - 10676 	1465
10972 - 10677 	3144
19932 - 10678 	9485
40158 - 10679 	7823
49039 - 10680 	2014
23254 - 10681 	2108
8408 - 10682 	2360
44075 - 10683 	3190
15996 - 10684 	12824
15601 - 10685 	2341
19512 - 10686 	8026
12093 - 10687 	10203
49518 - 10688 	66
22290 - 10689 	8331
19094 - 10690 	3613
26749 - 10691 	3816
6799 - 10692 	2836
48486 - 10693 	8586
35792 - 10694 	4582
19702 - 10695 	3864
8683 - 10696 	3141
6255 - 10697 	3969
34486 - 10698 	10
34498 - 10699 	6099
49967 - 10700 	6551
30691 - 10701 	500
12729 - 10702 	6157
2478 - 10703 	192
24909 - 10704 	8829
30183 - 10705 	4590
8538 - 10706 	9835
5182 - 10707 	361
14860 - 10708 	4598
652 - 10709 	202
45443 - 10710 	6878
24699 - 10711 	4804
12328 - 10712 	14449
16584 - 10713 	1110
27392 - 10714 	3134
3482 - 10715 	6411
17904 - 10716 	6526
4601 - 10717 	5715
29193 - 10718 	6096
27618 - 10719 	286
29706 - 10720 	8504
32404 - 10721 	8410
11335 - 10722 	10195
939 - 10723 	3833
14498 - 10724 	9196
31060 - 10725 	2439
22989 - 10726 	1006
16209 - 10727 	10552
2664 - 10728 	2026
41661 - 10729 	3019
1485 - 10730 	5297
43678 - 10731 	14866
31563 - 10732 	9491
6817 - 10733 	714
7025 - 10734 	3519
31931 - 10735 	1774
23477 - 10736 	4662
22710 - 10737 	3989
38866 - 10738 	2126
19970 - 10739 	717
43486 - 10740 	4365
3343 - 10741 	6611
18037 - 10742 	5678
16208 - 10743 	4104
43430 - 10744 	6476
25162 - 10745 	5548
21854 - 10746 	7009
44864 - 10747 	12280
15876 - 10748 	8304
3992 - 10749 	1841
49725 - 10750 	7473
28119 - 10751 	3901
9623 - 10752 	4195
27259 - 10753 	16054
45536 - 10754 	2909
37285 - 10755 	329
29155 - 10756 	638
7241 - 10757 	1505
46584 - 10758 	13244
41915 - 10759 	3166
48792 - 10760 	4422
9272 - 10761 	124
43383 - 10762 	7523
12245 - 10763 	16771
38318 - 10764 	1671
36610 - 10765 	4173
12102 - 10766 	2378
7654 - 10767 	3115
1280 - 10768 	14386
42181 - 10769 	5898
16259 - 10770 	9420
8512 - 10771 	24462
45742 - 10772 	4352
3900 - 10773 	1200
1809 - 10774 	917
31466 - 10775 	4224
47063 - 10776 	1028
9177 - 10777 	7698
33123 - 10778 	6078
38387 - 10779 	11376
43277 - 10780 	6892
3372 - 10781 	1457
2418 - 10782 	3210
6660 - 10783 	8084
17877 - 10784 	7787
29186 - 10785 	6735
43540 - 10786 	13
29345 - 10787 	474
9273 - 10788 	1814
23176 - 10789 	5522
22029 - 10790 	4483
43120 - 10791 	16514
9865 - 10792 	7694
29765 - 10793 	2294
43919 - 10794 	4668
16803 - 10795 	259
16117 - 10796 	9100
18894 - 10797 	8435
36746 - 10798 	790
23850 - 10799 	2617
18442 - 10800 	5725
12750 - 10801 	5372
11851 - 10802 	7258
29564 - 10803 	8604
16348 - 10804 	16144
19534 - 10805 	3064
40516 - 10806 	19982
48688 - 10807 	7690
14427 - 10808 	5164
34890 - 10809 	7626
38421 - 10810 	4455
12702 - 10811 	14816
1113 - 10812 	4144
25426 - 10813 	5554
47828 - 10814 	1941
19293 - 10815 	7375
21234 - 10816 	3935
8464 - 10817 	4002
48912 - 10818 	1982
37097 - 10819 	2656
47003 - 10820 	8986
47861 - 10821 	3116
10881 - 10822 	5965
46010 - 10823 	5445
23325 - 10824 	10201
40305 - 10825 	2530
11913 - 10826 	5641
6772 - 10827 	11459
46676 - 10828 	5227
4654 - 10829 	2977
2604 - 10830 	2634
41575 - 10831 	3011
32701 - 10832 	15679
34063 - 10833 	10049
28064 - 10834 	7296
17836 - 10835 	15703
38734 - 10836 	5327
4892 - 10837 	373
48836 - 10838 	6048
40424 - 10839 	2458
20143 - 10840 	6383
16296 - 10841 	4372
4272 - 10842 	9182
15302 - 10843 	9841
18783 - 10844 	8396
435 - 10845 	15316
35419 - 10846 	399
12059 - 10847 	826
8963 - 10848 	2308
34612 - 10849 	558
42166 - 10850 	4415
44844 - 10851 	11535
35798 - 10852 	3965
15875 - 10853 	6771
47604 - 10854 	5905
40032 - 10855 	908
5112 - 10856 	8412
15550 - 10857 	5806
38934 - 10858 	1658
29809 - 10859 	6309
44285 - 10860 	2334
12404 - 10861 	1477
7352 - 10862 	5446
20950 - 10863 	998
32421 - 10864 	10160
23247 - 10865 	26525
26268 - 10866 	1244
47351 - 10867 	9895
27953 - 10868 	4219
39747 - 10869 	7044
36951 - 10870 	954
30535 - 10871 	771
19529 - 10872 	2895
18856 - 10873 	3617
7517 - 10874 	2369
24591 - 10875 	8433
18998 - 10876 	4750
45232 - 10877 	7544
3712 - 10878 	8302
2761 - 10879 	4245
32934 - 10880 	4075
40870 - 10881 	2461
33807 - 10882 	1733
6628 - 10883 	4259
47129 - 10884 	7664
16822 - 10885 	1018
19245 - 10886 	2691
24940 - 10887 	5899
45647 - 10888 	5248
40053 - 10889 	3337
7414 - 10890 	2415
15149 - 10891 	3210
28401 - 10892 	8710
24379 - 10893 	6215
43576 - 10894 	7426
22468 - 10895 	10050
24600 - 10896 	7186
36059 - 10897 	1549
48498 - 10898 	5172
20369 - 10899 	6277
34669 - 10900 	5823
33279 - 10901 	6669
25828 - 10902 	14904
28791 - 10903 	5623
22431 - 10904 	440
31506 - 10905 	3716
49030 - 10906 	6881
41228 - 10907 	13911
27624 - 10908 	1148
949 - 10909 	4236
44461 - 10910 	4244
25390 - 10911 	7680
41915 - 10912 	1362
4571 - 10913 	2760
6668 - 10914 	3149
43368 - 10915 	616
17936 - 10916 	5070
48136 - 10917 	509
8250 - 10918 	6614
27301 - 10919 	3134
25041 - 10920 	6752
5626 - 10921 	1366
4694 - 10922 	1969
1888 - 10923 	18189
3281 - 10924 	90
29879 - 10925 	783
45327 - 10926 	8557
1916 - 10927 	14397
9229 - 10928 	11919
24027 - 10929 	9908
39710 - 10930 	5080
20756 - 10931 	10468
16814 - 10932 	9875
45991 - 10933 	3170
22542 - 10934 	5397
47289 - 10935 	3513
39695 - 10936 	8054
261 - 10937 	2173
3498 - 10938 	7434
24042 - 10939 	10904
26498 - 10940 	7726
8418 - 10941 	4602
8648 - 10942 	5365
6107 - 10943 	9161
16112 - 10944 	5128
11772 - 10945 	8293
17440 - 10946 	10929
26541 - 10947 	7781
7002 - 10948 	7128
38769 - 10949 	6391
30541 - 10950 	1005
35360 - 10951 	2575
10523 - 10952 	6705
33558 - 10953 	2197
12399 - 10954 	4320
19855 - 10955 	1667
10436 - 10956 	3432
47972 - 10957 	11853
38943 - 10958 	4631
30366 - 10959 	85
40640 - 10960 	4954
43635 - 10961 	10410
9394 - 10962 	1667
9688 - 10963 	7375
15046 - 10964 	349
43792 - 10965 	7124
25270 - 10966 	3508
43306 - 10967 	7267
7119 - 10968 	3649
3240 - 10969 	9132
22143 - 10970 	8489
17726 - 10971 	3982
20834 - 10972 	997
26486 - 10973 	1485
2784 - 10974 	4031
33142 - 10975 	15137
24514 - 10976 	3426
23910 - 10977 	827
22902 - 10978 	2232
4611 - 10979 	11231
27970 - 10980 	13799
41757 - 10981 	3791
41301 - 10982 	281
46696 - 10983 	2550
19822 - 10984 	620
30057 - 10985 	8017
10461 - 10986 	11026
17525 - 10987 	10398
18435 - 10988 	13478
16729 - 10989 	11512
41360 - 10990 	5010
27294 - 10991 	5510
24466 - 10992 	7351
45645 - 10993 	32
23159 - 10994 	577
32533 - 10995 	730
25725 - 10996 	7277
34119 - 10997 	4489
7973 - 10998 	3240
33712 - 10999 	6382
1157 - 11000 	4876
35511 - 11001 	1378
21240 - 11002 	16932
20639 - 11003 	3871
47439 - 11004 	8389
29796 - 11005 	3533
1357 - 11006 	1214
2689 - 11007 	7008
2444 - 11008 	14571
19604 - 11009 	4897
48321 - 11010 	1735
26594 - 11011 	6845
41316 - 11012 	7504
18556 - 11013 	4946
35796 - 11014 	59
46476 - 11015 	6963
1447 - 11016 	1643
13181 - 11017 	9970
14385 - 11018 	3209
29463 - 11019 	1566
32097 - 11020 	7501
38361 - 11021 	3187
46352 - 11022 	5587
764 - 11023 	9051
16590 - 11024 	765
44455 - 11025 	2019
2609 - 11026 	1481
16955 - 11027 	8319
10959 - 11028 	6736
41681 - 11029 	2680
30771 - 11030 	3085
17028 - 11031 	4653
40368 - 11032 	5107
6773 - 11033 	3151
45113 - 11034 	6172
17961 - 11035 	5945
18529 - 11036 	6057
21558 - 11037 	8883
40856 - 11038 	4251
11897 - 11039 	2549
18468 - 11040 	5096
46344 - 11041 	4644
4327 - 11042 	7988
49152 - 11043 	15316
1128 - 11044 	6316
46174 - 11045 	9992
37428 - 11046 	8793
9217 - 11047 	3331
33741 - 11048 	252
14685 - 11049 	20402
2425 - 11050 	5798
19020 - 11051 	3229
11264 - 11052 	3246
35268 - 11053 	1159
1915 - 11054 	2028
19322 - 11055 	519
40234 - 11056 	10691
32833 - 11057 	6373
36174 - 11058 	9483
2522 - 11059 	3648
43801 - 11060 	5283
2849 - 11061 	2690
44569 - 11062 	5051
42028 - 11063 	1689
15983 - 11064 	16492
47292 - 11065 	12237
29766 - 11066 	11392
43651 - 11067 	1011
31806 - 11068 	994
25739 - 11069 	3177
4588 - 11070 	4609
655 - 11071 	6667
25486 - 11072 	10746
5565 - 11073 	8530
18689 - 11074 	7622
19160 - 11075 	2033
8489 - 11076 	85
39994 - 11077 	4503
16997 - 11078 	5355
20818 - 11079 	1157
35556 - 11080 	2174
15164 - 11081 	207
49316 - 11082 	5357
23211 - 11083 	6471
11397 - 11084 	12570
38324 - 11085 	9295
48817 - 11086 	2428
48481 - 11087 	6996
48838 - 11088 	7558
36189 - 11089 	3624
44204 - 11090 	3874
26320 - 11091 	7425
1174 - 11092 	1573
23950 - 11093 	17850
11852 - 11094 	2789
28556 - 11095 	2719
7364 - 11096 	121
19891 - 11097 	6847
30668 - 11098 	4358
48947 - 11099 	19333
22753 - 11100 	3861
11487 - 11101 	460
38462 - 11102 	7598
8740 - 11103 	1810
16765 - 11104 	3382
35514 - 11105 	3811
32549 - 11106 	2277
22759 - 11107 	10138
12839 - 11108 	8540
21282 - 11109 	5135
5081 - 11110 	3317
8780 - 11111 	5322
508 - 11112 	845
44109 - 11113 	198
10828 - 11114 	7777
16631 - 11115 	8529
17360 - 11116 	3673
25139 - 11117 	5867
23794 - 11118 	5268
44389 - 11119 	181
6943 - 11120 	7220
5308 - 11121 	926
15655 - 11122 	3048
36332 - 11123 	3628
42463 - 11124 	14328
37739 - 11125 	3672
17551 - 11126 	1602
39485 - 11127 	9086
17559 - 11128 	9114
23141 - 11129 	9149
24598 - 11130 	4544
20052 - 11131 	5572
26085 - 11132 	695
38987 - 11133 	5843
40318 - 11134 	7791
13108 - 11135 	2637
46299 - 11136 	1698
45116 - 11137 	2501
4261 - 11138 	9319
37633 - 11139 	6808
49485 - 11140 	5771
17689 - 11141 	3132
21819 - 11142 	2665
43235 - 11143 	7091
19585 - 11144 	6405
10901 - 11145 	4592
15545 - 11146 	4762
21381 - 11147 	5190
26143 - 11148 	9343
34587 - 11149 	2031
40990 - 11150 	23796
44701 - 11151 	11791
15506 - 11152 	2113
10343 - 11153 	4472
25756 - 11154 	1194
1303 - 11155 	9734
16302 - 11156 	5336
4988 - 11157 	7552
45161 - 11158 	11911
33198 - 11159 	9623
17007 - 11160 	38
28077 - 11161 	3805
4203 - 11162 	7640
38429 - 11163 	15689
12928 - 11164 	2418
18014 - 11165 	12508
49564 - 11166 	6462
28440 - 11167 	7634
11146 - 11168 	13890
9645 - 11169 	10329
23622 - 11170 	5444
17097 - 11171 	11216
38347 - 11172 	13440
6183 - 11173 	510
46213 - 11174 	3286
46583 - 11175 	9372
32649 - 11176 	6953
34556 - 11177 	15336
20981 - 11178 	10161
45543 - 11179 	10214
33053 - 11180 	11121
5622 - 11181 	10025
43334 - 11182 	1305
20 - 11183 	2715
24285 - 11184 	9277
4695 - 11185 	15173
36363 - 11186 	4144
35623 - 11187 	5003
36823 - 11188 	5837
46036 - 11189 	2764
34370 - 11190 	7519
5293 - 11191 	1915
7365 - 11192 	11073
46096 - 11193 	11699
41624 - 11194 	4297
5369 - 11195 	4448
40825 - 11196 	1704
27934 - 11197 	18440
42580 - 11198 	782
17547 - 11199 	3927
11005 - 11200 	486
48852 - 11201 	8099
17095 - 11202 	18486
47508 - 11203 	2021
17042 - 11204 	5600
48617 - 11205 	15646
37329 - 11206 	6002
27564 - 11207 	8248
36439 - 11208 	9667
34301 - 11209 	3386
41366 - 11210 	1074
3567 - 11211 	6394
43247 - 11212 	369
13186 - 11213 	21600
20823 - 11214 	3586
18981 - 11215 	7457
47634 - 11216 	2745
24890 - 11217 	3132
19512 - 11218 	2921
12555 - 11219 	1288
17948 - 11220 	1281
37711 - 11221 	13991
46729 - 11222 	6884
35941 - 11223 	4827
24417 - 11224 	3192
27293 - 11225 	4390
28495 - 11226 	6087
30272 - 11227 	1917
25147 - 11228 	55
24236 - 11229 	10618
44559 - 11230 	9565
37210 - 11231 	4383
37723 - 11232 	3326
28502 - 11233 	5986
21861 - 11234 	2195
9683 - 11235 	6810
46443 - 11236 	1288
39366 - 11237 	1273
14018 - 11238 	594
42911 - 11239 	5340
9117 - 11240 	3601
40730 - 11241 	5000
26040 - 11242 	7996
41065 - 11243 	2430
28772 - 11244 	34060
14303 - 11245 	2453
48845 - 11246 	3330
35904 - 11247 	202
34350 - 11248 	4900
41363 - 11249 	1412
20379 - 11250 	3198
490 - 11251 	2885
40254 - 11252 	3004
7283 - 11253 	5501
710 - 11254 	3887
28959 - 11255 	6212
28721 - 11256 	2570
27080 - 11257 	276
39888 - 11258 	1721
27860 - 11259 	6047
18064 - 11260 	12335
7531 - 11261 	8737
34082 - 11262 	12593
4744 - 11263 	489
37313 - 11264 	7195
13621 - 11265 	8354
29570 - 11266 	6506
15658 - 11267 	8678
29384 - 11268 	2868
35308 - 11269 	3867
20676 - 11270 	1358
36249 - 11271 	5418
4953 - 11272 	6134
30239 - 11273 	5821
26891 - 11274 	2335
13944 - 11275 	17765
37575 - 11276 	4225
43353 - 11277 	9312
27668 - 11278 	1162
18140 - 11279 	3185
14292 - 11280 	4031
16530 - 11281 	4442
35773 - 11282 	3662
46941 - 11283 	3414
47150 - 11284 	4065
35507 - 11285 	4439
47729 - 11286 	4650
9528 - 11287 	1655
24113 - 11288 	3818
8065 - 11289 	1343
29835 - 11290 	834
6952 - 11291 	136
29916 - 11292 	4827
47278 - 11293 	1724
147 - 11294 	22061
21212 - 11295 	9952
49977 - 11296 	1059
26978 - 11297 	5953
23198 - 11298 	690
46574 - 11299 	12303
12262 - 11300 	7331
36069 - 11301 	8983
2325 - 11302 	6080
29622 - 11303 	7401
7759 - 11304 	5825
6676 - 11305 	2132
6546 - 11306 	6222
14482 - 11307 	17422
25485 - 11308 	6564
49205 - 11309 	9603
44428 - 11310 	4015
29630 - 11311 	5650
22826 - 11312 	7362
27848 - 11313 	4524
11433 - 11314 	2871
40911 - 11315 	10775
6164 - 11316 	560
35910 - 11317 	5290
3375 - 11318 	14590
3273 - 11319 	1398
1986 - 11320 	8994
12640 - 11321 	9115
4813 - 11322 	4327
28683 - 11323 	3586
38426 - 11324 	3389
13823 - 11325 	22402
32733 - 11326 	21502
47423 - 11327 	2518
14962 - 11328 	355
22932 - 11329 	11411
41012 - 11330 	499
7587 - 11331 	1539
25729 - 11332 	1409
33688 - 11333 	6788
24272 - 11334 	4239
775 - 11335 	7861
45701 - 11336 	5246
40941 - 11337 	7871
27596 - 11338 	7574
37630 - 11339 	9755
35952 - 11340 	5746
31956 - 11341 	70
5335 - 11342 	7918
46711 - 11343 	9658
31995 - 11344 	10804
26600 - 11345 	6867
26776 - 11346 	16137
3482 - 11347 	8636
8456 - 11348 	2086
15993 - 11349 	11534
8226 - 11350 	7728
14420 - 11351 	5916
25013 - 11352 	6230
18634 - 11353 	7643
31549 - 11354 	2748
10975 - 11355 	9375
7306 - 11356 	8437
37484 - 11357 	4037
23275 - 11358 	6262
49816 - 11359 	2407
45638 - 11360 	6373
31679 - 11361 	8497
10270 - 11362 	7816
10936 - 11363 	5887
2793 - 11364 	7575
34947 - 11365 	2254
43094 - 11366 	3315
36763 - 11367 	3115
1452 - 11368 	2799
37638 - 11369 	1059
42007 - 11370 	7276
733 - 11371 	22
15245 - 11372 	6528
39535 - 11373 	2087
27188 - 11374 	4970
26984 - 11375 	4591
15161 - 11376 	317
18199 - 11377 	1481
24253 - 11378 	5338
27934 - 11379 	4935
33662 - 11380 	6258
8405 - 11381 	6500
41483 - 11382 	4418
23218 - 11383 	10422
3002 - 11384 	7565
2447 - 11385 	628
32276 - 11386 	117
21929 - 11387 	1583
6466 - 11388 	25833
7775 - 11389 	10914
29970 - 11390 	5993
23423 - 11391 	2429
2508 - 11392 	9740
38185 - 11393 	4666
40105 - 11394 	14270
31188 - 11395 	6904
13966 - 11396 	16968
9195 - 11397 	784
49193 - 11398 	9205
29230 - 11399 	3710
30182 - 11400 	979
34354 - 11401 	4289
32145 - 11402 	6862
10539 - 11403 	9420
19888 - 11404 	1771
10240 - 11405 	3169
5084 - 11406 	3782
18201 - 11407 	6904
4816 - 11408 	9227
28071 - 11409 	2798
20476 - 11410 	10986
43964 - 11411 	5860
48607 - 11412 	5156
34320 - 11413 	3629
23209 - 11414 	4471
5549 - 11415 	7292
6967 - 11416 	2507
1012 - 11417 	6644
43534 - 11418 	3434
2193 - 11419 	7597
43476 - 11420 	4972
41312 - 11421 	5081
30317 - 11422 	2498
31908 - 11423 	6605
8545 - 11424 	2955
13031 - 11425 	4641
10187 - 11426 	6712
31280 - 11427 	1820
39909 - 11428 	1552
21506 - 11429 	9831
23189 - 11430 	9435
27957 - 11431 	2124
32188 - 11432 	589
16193 - 11433 	1898
555 - 11434 	4893
34271 - 11435 	15188
38635 - 11436 	6673
30148 - 11437 	1107
4097 - 11438 	7763
44067 - 11439 	2620
49638 - 11440 	4647
1716 - 11441 	1572
42515 - 11442 	5764
19563 - 11443 	12259
4082 - 11444 	12625
9858 - 11445 	3433
11909 - 11446 	7801
503 - 11447 	7527
45780 - 11448 	3642
37279 - 11449 	2343
38692 - 11450 	2822
23104 - 11451 	24487
49532 - 11452 	7203
3398 - 11453 	260
45306 - 11454 	6752
27943 - 11455 	5060
7205 - 11456 	3434
19419 - 11457 	1080
3413 - 11458 	5813
46622 - 11459 	17157
46519 - 11460 	3733
5292 - 11461 	7337
34907 - 11462 	2174
35220 - 11463 	7456
22898 - 11464 	2989
14864 - 11465 	1130
26268 - 11466 	1993
40386 - 11467 	2095
29505 - 11468 	3171
30646 - 11469 	3231
21556 - 11470 	2411
48651 - 11471 	7142
38749 - 11472 	6515
17023 - 11473 	8264
46661 - 11474 	12199
30582 - 11475 	6052
429 - 11476 	1179
26984 - 11477 	6034
3683 - 11478 	2231
48298 - 11479 	2754
48519 - 11480 	4558
33448 - 11481 	11147
8967 - 11482 	5421
14839 - 11483 	19274
26152 - 11484 	5125
13975 - 11485 	14590
17007 - 11486 	2289
23705 - 11487 	6320
778 - 11488 	4572
35372 - 11489 	10705
37961 - 11490 	1178
8342 - 11491 	4792
36672 - 11492 	843
6529 - 11493 	3767
30907 - 11494 	3328
8658 - 11495 	64
42659 - 11496 	4048
8858 - 11497 	4624
39763 - 11498 	1671
18421 - 11499 	17156
2392 - 11500 	2938
23963 - 11501 	6640
37237 - 11502 	4739
3136 - 11503 	13272
3472 - 11504 	3039
19972 - 11505 	5978
16077 - 11506 	498
46584 - 11507 	6363
45495 - 11508 	7092
29334 - 11509 	3718
49179 - 11510 	3516
29447 - 11511 	5950
6084 - 11512 	5527
15981 - 11513 	1118
10457 - 11514 	8763
47788 - 11515 	1366
32532 - 11516 	3613
48690 - 11517 	3494
19592 - 11518 	529
8962 - 11519 	2853
7246 - 11520 	14453
45318 - 11521 	15677
1248 - 11522 	7486
17172 - 11523 	9642
7667 - 11524 	6875
18228 - 11525 	533
22623 - 11526 	9269
23623 - 11527 	270
45542 - 11528 	3995
24685 - 11529 	7177
29083 - 11530 	7589
34018 - 11531 	5880
30383 - 11532 	741
29844 - 11533 	445
11315 - 11534 	3747
5525 - 11535 	7428
17193 - 11536 	6201
7447 - 11537 	5976
31944 - 11538 	2944
19210 - 11539 	7264
30289 - 11540 	9780
42533 - 11541 	12959
29791 - 11542 	931
47105 - 11543 	16649
6379 - 11544 	5904
35368 - 11545 	2214
33436 - 11546 	370
28576 - 11547 	3215
19883 - 11548 	8609
8608 - 11549 	7307
49379 - 11550 	97
17194 - 11551 	4276
36058 - 11552 	8616
49148 - 11553 	451
12625 - 11554 	7403
36783 - 11555 	8628
17517 - 11556 	398
37696 - 11557 	5088
21625 - 11558 	16422
14677 - 11559 	6454
48575 - 11560 	4525
1338 - 11561 	6102
23093 - 11562 	14257
40117 - 11563 	7873
7163 - 11564 	4416
37550 - 11565 	4884
9977 - 11566 	2079
47304 - 11567 	4563
4111 - 11568 	11770
23796 - 11569 	5094
1138 - 11570 	11351
2847 - 11571 	349
22619 - 11572 	5005
23040 - 11573 	1044
6562 - 11574 	4368
1635 - 11575 	9584
12945 - 11576 	10530
40205 - 11577 	2323
4305 - 11578 	5894
24890 - 11579 	7806
15545 - 11580 	9658
21281 - 11581 	5315
14509 - 11582 	7510
358 - 11583 	4144
23010 - 11584 	11803
21000 - 11585 	13076
29289 - 11586 	8935
31245 - 11587 	3316
6182 - 11588 	2207
28348 - 11589 	8253
22151 - 11590 	4548
39137 - 11591 	7248
18650 - 11592 	9490
22796 - 11593 	6275
8265 - 11594 	8939
5331 - 11595 	2933
46979 - 11596 	3628
43794 - 11597 	5266
29482 - 11598 	15805
42622 - 11599 	4367
38345 - 11600 	11720
30373 - 11601 	1916
2453 - 11602 	406
40520 - 11603 	1985
15080 - 11604 	5493
11367 - 11605 	5266
979 - 11606 	6241
18451 - 11607 	4784
38300 - 11608 	798
32989 - 11609 	1226
22646 - 11610 	7116
3609 - 11611 	438
6989 - 11612 	4669
47542 - 11613 	18766
39862 - 11614 	2210
23579 - 11615 	2212
9219 - 11616 	7151
9908 - 11617 	11958
39573 - 11618 	942
18977 - 11619 	1138
48318 - 11620 	3362
14762 - 11621 	1340
27430 - 11622 	2397
7828 - 11623 	4682
25262 - 11624 	4678
8391 - 11625 	13546
29630 - 11626 	7879
12805 - 11627 	13998
38580 - 11628 	9109
47246 - 11629 	12108
27486 - 11630 	2604
5587 - 11631 	13945
41076 - 11632 	18483
26527 - 11633 	2652
6177 - 11634 	3720
38428 - 11635 	2060
41865 - 11636 	4006
12690 - 11637 	4109
14010 - 11638 	8524
32825 - 11639 	13664
2164 - 11640 	885
17769 - 11641 	12478
10127 - 11642 	4462
48683 - 11643 	5812
95 - 11644 	3948
28028 - 11645 	6254
47403 - 11646 	1945
18240 - 11647 	3474
3963 - 11648 	9297
3913 - 11649 	5451
26457 - 11650 	9076
45815 - 11651 	14999
43602 - 11652 	5658
11113 - 11653 	16268
37343 - 11654 	6355
8474 - 11655 	3464
38443 - 11656 	422
5065 - 11657 	4278
28442 - 11658 	921
36147 - 11659 	8117
39993 - 11660 	2293
16374 - 11661 	427
18509 - 11662 	1132
2310 - 11663 	8642
43504 - 11664 	4959
39220 - 11665 	3327
3499 - 11666 	7317
45987 - 11667 	5430
12564 - 11668 	10404
30247 - 11669 	8328
30329 - 11670 	7845
24650 - 11671 	9651
33213 - 11672 	9213
8397 - 11673 	14658
4104 - 11674 	14245
25968 - 11675 	4626
4924 - 11676 	9758
34191 - 11677 	7800
37048 - 11678 	3537
32410 - 11679 	3611
18494 - 11680 	3112
14440 - 11681 	4178
9703 - 11682 	1703
13643 - 11683 	41
7834 - 11684 	582
10256 - 11685 	695
30589 - 11686 	10328
31622 - 11687 	677
27089 - 11688 	3959
37340 - 11689 	10912
22274 - 11690 	7794
3299 - 11691 	3417
19699 - 11692 	2766
2267 - 11693 	3828
35466 - 11694 	312
35254 - 11695 	10334
21049 - 11696 	6178
4553 - 11697 	5524
33105 - 11698 	4724
48802 - 11699 	5889
41345 - 11700 	10559
38623 - 11701 	5763
14447 - 11702 	876
24005 - 11703 	11677
4103 - 11704 	13806
42777 - 11705 	1284
43371 - 11706 	6932
46199 - 11707 	1469
1791 - 11708 	8770
42117 - 11709 	3715
1967 - 11710 	4667
20436 - 11711 	4075
42037 - 11712 	2988
47349 - 11713 	6242
44523 - 11714 	8697
29859 - 11715 	4157
22730 - 11716 	11684
11458 - 11717 	9624
37686 - 11718 	2994
33551 - 11719 	6799
3065 - 11720 	1091
10419 - 11721 	5409
