Edge 	Weight
3380 - 2539 	72 
5309 - 2540 	1864 
6388 - 2541 	604 
734 - 2542 	1254 
1811 - 2543 	845 
9377 - 2544 	236 
3438 - 2545 	973 
9833 - 2546 	1948 
9133 - 2547 	1832 
4296 - 2548 	820 
715 - 2549 	2430 
7813 - 2550 	633 
5470 - 2551 	1091 
3364 - 2552 	1069 
8490 - 2553 	78 
5572 - 2554 	798 
1402 - 2555 	232 
6343 - 2556 	1614 
5605 - 2557 	1070 
5159 - 2558 	2595 
1602 - 2559 	2116 
5109 - 2560 	97 
8084 - 2561 	1443 
7264 - 2562 	28 
4173 - 2563 	1531 
355 - 2564 	1940 
2419 - 2565 	3019 
3898 - 2566 	2342 
4194 - 2567 	1150 
3439 - 2568 	67 
2238 - 2569 	27 
253 - 2570 	945 
2190 - 2571 	802 
1502 - 2572 	1002 
3671 - 2573 	2846 
4192 - 2574 	918 
1209 - 2575 	1192 
5325 - 2576 	3107 
5467 - 2577 	1246 
7549 - 2578 	1448 
1064 - 2579 	259 
1002 - 2580 	3214 
9450 - 2581 	345 
1313 - 2582 	1217 
8255 - 2583 	957 
8157 - 2584 	747 
2050 - 2585 	1297 
697 - 2586 	279 
1764 - 2587 	1029 
9992 - 2588 	963 
3053 - 2589 	1470 
5242 - 2590 	1022 
6029 - 2591 	875 
9168 - 2592 	364 
159 - 2593 	1522 
1231 - 2594 	2 
7668 - 2595 	7233 
2621 - 2596 	1626 
9512 - 2597 	803 
2045 - 2598 	910 
9985 - 2599 	51 
1831 - 2600 	3247 
2386 - 2601 	1440 
4598 - 2602 	834 
8867 - 2603 	657 
5930 - 2604 	312 
4344 - 2605 	502 
1012 - 2606 	384 
784 - 2607 	1385 
1155 - 2608 	5443 
6061 - 2609 	1084 
7686 - 2610 	547 
8504 - 2611 	1310 
3931 - 2612 	2483 
9854 - 2613 	271 
4763 - 2614 	2260 
5464 - 2615 	914 
423 - 2616 	213 
2045 - 2617 	1878 
4452 - 2618 	2855 
1175 - 2619 	107 
6554 - 2620 	1466 
2469 - 2621 	454 
1150 - 2622 	2435 
2750 - 2623 	1411 
5188 - 2624 	923 
3818 - 2625 	732 
9424 - 2626 	1872 
575 - 2627 	784 
4960 - 2628 	1660 
6707 - 2629 	678 
4510 - 2630 	4513 
6789 - 2631 	1828 
2784 - 2632 	492 
9866 - 2633 	2261 
5604 - 2634 	602 
8812 - 2635 	2726 
2454 - 2636 	443 
7646 - 2637 	2231 
4084 - 2638 	704 
1461 - 2639 	2412 
1550 - 2640 	1014 
863 - 2641 	1107 
1055 - 2642 	1275 
2269 - 2643 	936 
6560 - 2644 	2507 
7058 - 2645 	806 
3599 - 2646 	1459 
4536 - 2647 	555 
8652 - 2648 	90 
2991 - 2649 	626 
281 - 2650 	2750 
2114 - 2651 	1315 
4578 - 2652 	1240 
6526 - 2653 	1371 
7518 - 2654 	715 
5545 - 2655 	1223 
6083 - 2656 	913 
8631 - 2657 	1904 
2347 - 2658 	803 
3260 - 2659 	466 
5956 - 2660 	1784 
1289 - 2661 	2424 
5877 - 2662 	612 
5862 - 2663 	1540 
5893 - 2664 	550 
4066 - 2665 	453 
2631 - 2666 	336 
5739 - 2667 	1294 
6099 - 2668 	2146 
732 - 2669 	1496 
2654 - 2670 	1702 
7802 - 2671 	209 
1763 - 2672 	1038 
4623 - 2673 	462 
2026 - 2674 	1984 
9386 - 2675 	691 
2330 - 2676 	83 
8624 - 2677 	835 
68 - 2678 	2150 
5184 - 2679 	748 
7351 - 2680 	394 
9034 - 2681 	617 
9774 - 2682 	2030 
9300 - 2683 	261 
6230 - 2684 	1383 
578 - 2685 	1509 
7895 - 2686 	2226 
3673 - 2687 	1084 
5330 - 2688 	428 
1552 - 2689 	1363 
3674 - 2690 	32 
963 - 2691 	536 
3337 - 2692 	566 
9602 - 2693 	720 
9471 - 2694 	1869 
5097 - 2695 	2294 
4598 - 2696 	1605 
7922 - 2697 	1869 
8183 - 2698 	3169 
4500 - 2699 	362 
5208 - 2700 	1051 
3288 - 2701 	120 
780 - 2702 	412 
6171 - 2703 	288 
8282 - 2704 	2335 
9532 - 2705 	428 
4706 - 2706 	600 
9578 - 2707 	1559 
1401 - 2708 	2217 
4927 - 2709 	522 
396 - 2710 	999 
1222 - 2711 	909 
8840 - 2712 	96 
503 - 2713 	1540 
9903 - 2714 	1440 
6740 - 2715 	1139 
2258 - 2716 	1131 
7307 - 2717 	393 
3489 - 2718 	1551 
3152 - 2719 	1776 
8837 - 2720 	1143 
7695 - 2721 	1258 
8964 - 2722 	5232 
5215 - 2723 	394 
9417 - 2724 	1074 
2123 - 2725 	4664 
9519 - 2726 	305 
4320 - 2727 	1955 
5889 - 2728 	1992 
9020 - 2729 	410 
4462 - 2730 	2396 
5883 - 2731 	336 
4905 - 2732 	459 
9378 - 2733 	3357 
6150 - 2734 	957 
2551 - 2735 	1633 
6528 - 2736 	916 
8901 - 2737 	1658 
4354 - 2738 	739 
2611 - 2739 	1165 
6427 - 2740 	1646 
8408 - 2741 	1358 
1192 - 2742 	541 
9856 - 2743 	1231 
4340 - 2744 	1296 
1926 - 2745 	2211 
9099 - 2746 	1439 
2084 - 2747 	28 
420 - 2748 	233 
3998 - 2749 	396 
1177 - 2750 	1801 
3493 - 2751 	223 
4106 - 2752 	1262 
9861 - 2753 	705 
8221 - 2754 	718 
9237 - 2755 	12 
2548 - 2756 	3215 
9330 - 2757 	643 
8588 - 2758 	977 
374 - 2759 	716 
1568 - 2760 	212 
8417 - 2761 	1006 
5543 - 2762 	468 
3253 - 2763 	1717 
5336 - 2764 	1923 
9264 - 2765 	1449 
6110 - 2766 	1227 
4299 - 2767 	1749 
8787 - 2768 	110 
8971 - 2769 	132 
4307 - 2770 	1199 
6986 - 2771 	1608 
8599 - 2772 	2378 
9146 - 2773 	4329 
3367 - 2774 	371 
6391 - 2775 	791 
3156 - 2776 	487 
2415 - 2777 	2324 
5178 - 2778 	1764 
2258 - 2779 	1579 
3726 - 2780 	2786 
2610 - 2781 	3725 
6045 - 2782 	2256 
3574 - 2783 	808 
4161 - 2784 	125 
9967 - 2785 	2011 
822 - 2786 	227 
892 - 2787 	431 
8032 - 2788 	716 
676 - 2789 	1001 
8195 - 2790 	1395 
6858 - 2791 	83 
9307 - 2792 	916 
4998 - 2793 	748 
8224 - 2794 	1285 
1283 - 2795 	16 
5397 - 2796 	1911 
8170 - 2797 	38 
2492 - 2798 	821 
3555 - 2799 	964 
9186 - 2800 	2778 
267 - 2801 	3416 
4697 - 2802 	254 
2716 - 2803 	901 
3838 - 2804 	370 
3978 - 2805 	697 
2665 - 2806 	1138 
3880 - 2807 	745 
5864 - 2808 	1440 
9100 - 2809 	960 
4459 - 2810 	306 
4450 - 2811 	1511 
8177 - 2812 	3372 
2728 - 2813 	2266 
5718 - 2814 	1002 
3246 - 2815 	1014 
1745 - 2816 	2492 
7357 - 2817 	1936 
98 - 2818 	791 
6273 - 2819 	1429 
7069 - 2820 	319 
519 - 2821 	765 
2427 - 2822 	987 
6418 - 2823 	324 
4169 - 2824 	1192 
7946 - 2825 	4750 
1368 - 2826 	125 
8884 - 2827 	1174 
1102 - 2828 	1496 
6108 - 2829 	1016 
1608 - 2830 	1369 
4921 - 2831 	1615 
5535 - 2832 	1214 
5363 - 2833 	221 
9249 - 2834 	37 
2077 - 2835 	2303 
6956 - 2836 	2286 
591 - 2837 	2222 
5478 - 2838 	1815 
1398 - 2839 	553 
5889 - 2840 	1384 
4915 - 2841 	2126 
4125 - 2842 	2851 
3092 - 2843 	4068 
7878 - 2844 	1166 
7639 - 2845 	468 
685 - 2846 	944 
6842 - 2847 	1685 
876 - 2848 	2256 
8195 - 2849 	799 
6587 - 2850 	2509 
4888 - 2851 	2745 
909 - 2852 	646 
9867 - 2853 	2149 
2328 - 2854 	1540 
1859 - 2855 	1136 
795 - 2856 	1593 
5909 - 2857 	663 
4512 - 2858 	1131 
1862 - 2859 	1268 
9547 - 2860 	921 
1055 - 2861 	1451 
2552 - 2862 	246 
4929 - 2863 	837 
5973 - 2864 	310 
9771 - 2865 	507 
1647 - 2866 	1757 
3409 - 2867 	1361 
6995 - 2868 	230 
1322 - 2869 	904 
3550 - 2870 	532 
4827 - 2871 	1794 
9946 - 2872 	398 
1199 - 2873 	2001 
9195 - 2874 	695 
8453 - 2875 	875 
9472 - 2876 	1005 
6855 - 2877 	1748 
4775 - 2878 	580 
7307 - 2879 	2979 
942 - 2880 	502 
3478 - 2881 	372 
6519 - 2882 	937 
1736 - 2883 	1104 
6133 - 2884 	1393 
8059 - 2885 	1105 
4248 - 2886 	171 
2520 - 2887 	1350 
3373 - 2888 	896 
6008 - 2889 	1878 
7265 - 2890 	1017 
296 - 2891 	2032 
2293 - 2892 	35 
8086 - 2893 	582 
1479 - 2894 	110 
2121 - 2895 	552 
1336 - 2896 	2079 
6791 - 2897 	1145 
4192 - 2898 	717 
3542 - 2899 	1555 
6460 - 2900 	866 
3463 - 2901 	914 
7692 - 2902 	3597 
1975 - 2903 	2048 
4523 - 2904 	3681 
4770 - 2905 	899 
2697 - 2906 	2321 
1989 - 2907 	1081 
4057 - 2908 	3817 
9032 - 2909 	2106 
5387 - 2910 	4573 
54 - 2911 	3692 
1363 - 2912 	1428 
1384 - 2913 	407 
9241 - 2914 	926 
4804 - 2915 	1665 
5927 - 2916 	395 
5522 - 2917 	3231 
6545 - 2918 	43 
3772 - 2919 	265 
5935 - 2920 	38 
2040 - 2921 	800 
3107 - 2922 	1989 
8600 - 2923 	348 
89 - 2924 	1630 
5645 - 2925 	2870 
617 - 2926 	3840 
2044 - 2927 	1824 
3986 - 2928 	307 
2844 - 2929 	467 
5944 - 2930 	568 
8603 - 2931 	899 
4976 - 2932 	824 
9942 - 2933 	1069 
3145 - 2934 	1111 
2834 - 2935 	385 
4730 - 2936 	208 
8719 - 2937 	1151 
8200 - 2938 	1238 
7438 - 2939 	2080 
7827 - 2940 	2946 
9350 - 2941 	2388 
3401 - 2942 	2106 
1206 - 2943 	514 
892 - 2944 	1228 
531 - 2945 	758 
780 - 2946 	353 
4710 - 2947 	1133 
1219 - 2948 	2281 
2200 - 2949 	712 
8896 - 2950 	4433 
3265 - 2951 	2869 
5289 - 2952 	1208 
34 - 2953 	151 
3323 - 2954 	719 
6100 - 2955 	1067 
9307 - 2956 	738 
933 - 2957 	199 
5646 - 2958 	461 
3643 - 2959 	1399 
8517 - 2960 	1298 
9393 - 2961 	237 
8962 - 2962 	565 
4982 - 2963 	1495 
4703 - 2964 	117 
1760 - 2965 	1169 
1223 - 2966 	221 
866 - 2967 	906 
9582 - 2968 	3133 
188 - 2969 	187 
9750 - 2970 	1202 
5639 - 2971 	600 
3103 - 2972 	5237 
5031 - 2973 	492 
3809 - 2974 	757 
884 - 2975 	666 
4702 - 2976 	319 
4059 - 2977 	557 
7040 - 2978 	864 
7343 - 2979 	1548 
2937 - 2980 	528 
6479 - 2981 	2307 
7270 - 2982 	1935 
5522 - 2983 	998 
7393 - 2984 	734 
5069 - 2985 	2269 
2396 - 2986 	380 
4063 - 2987 	830 
983 - 2988 	1243 
4629 - 2989 	1488 
8568 - 2990 	1659 
4292 - 2991 	826 
2375 - 2992 	724 
3291 - 2993 	1704 
9141 - 2994 	1327 
8372 - 2995 	995 
5795 - 2996 	48 
916 - 2997 	1218 
9632 - 2998 	1393 
8184 - 2999 	3003 
1612 - 3000 	1644 
9930 - 3001 	924 
7319 - 3002 	326 
7864 - 3003 	606 
9253 - 3004 	444 
1470 - 3005 	2013 
4376 - 3006 	2935 
5490 - 3007 	205 
2594 - 3008 	1496 
3498 - 3009 	1895 
2413 - 3010 	748 
615 - 3011 	142 
9362 - 3012 	833 
2645 - 3013 	195 
1957 - 3014 	1050 
1053 - 3015 	2791 
9610 - 3016 	1498 
8874 - 3017 	2524 
5200 - 3018 	2197 
6260 - 3019 	1215 
1058 - 3020 	604 
8776 - 3021 	468 
1896 - 3022 	2343 
8751 - 3023 	250 
5963 - 3024 	724 
1813 - 3025 	1646 
1985 - 3026 	531 
9446 - 3027 	1629 
4846 - 3028 	256 
1231 - 3029 	792 
731 - 3030 	382 
4527 - 3031 	361 
2766 - 3032 	3384 
9431 - 3033 	1386 
7372 - 3034 	1412 
304 - 3035 	250 
1199 - 3036 	512 
1370 - 3037 	1799 
2720 - 3038 	497 
1687 - 3039 	1127 
9510 - 3040 	224 
7715 - 3041 	59 
6821 - 3042 	793 
6510 - 3043 	207 
5351 - 3044 	1267 
497 - 3045 	48 
8387 - 3046 	1417 
8602 - 3047 	1282 
5291 - 3048 	306 
5737 - 3049 	3381 
760 - 3050 	1531 
8746 - 3051 	1352 
2731 - 3052 	89 
2989 - 3053 	974 
7602 - 3054 	1692 
1501 - 3055 	1557 
647 - 3056 	221 
7666 - 3057 	238 
7700 - 3058 	1747 
7904 - 3059 	647 
4013 - 3060 	2903 
4360 - 3061 	1321 
5232 - 3062 	1485 
5468 - 3063 	2437 
6807 - 3064 	2095 
9807 - 3065 	1247 
2834 - 3066 	1119 
6398 - 3067 	1332 
2701 - 3068 	256 
1742 - 3069 	1413 
6716 - 3070 	2510 
4220 - 3071 	938 
1472 - 3072 	42 
5136 - 3073 	911 
2846 - 3074 	231 
7241 - 3075 	596 
3978 - 3076 	1231 
5967 - 3077 	36 
5195 - 3078 	236 
4462 - 3079 	148 
575 - 3080 	945 
6975 - 3081 	1011 
6460 - 3082 	742 
2240 - 3083 	1748 
2774 - 3084 	63 
5138 - 3085 	3494 
1092 - 3086 	1444 
5605 - 3087 	1027 
7483 - 3088 	1285 
5373 - 3089 	322 
1780 - 3090 	1768 
2433 - 3091 	1990 
9299 - 3092 	1554 
9664 - 3093 	2435 
3693 - 3094 	601 
4620 - 3095 	757 
1018 - 3096 	2648 
399 - 3097 	1048 
1343 - 3098 	2299 
8109 - 3099 	879 
4367 - 3100 	1304 
7225 - 3101 	1639 
3618 - 3102 	422 
3977 - 3103 	171 
9361 - 3104 	4086 
8164 - 3105 	142 
7645 - 3106 	1111 
9266 - 3107 	720 
2073 - 3108 	698 
8662 - 3109 	1440 
8158 - 3110 	5528 
9150 - 3111 	469 
2419 - 3112 	231 
3281 - 3113 	260 
798 - 3114 	760 
2348 - 3115 	1197 
6097 - 3116 	1779 
7925 - 3117 	1723 
6978 - 3118 	395 
350 - 3119 	908 
2788 - 3120 	19 
9533 - 3121 	3377 
4522 - 3122 	1643 
5732 - 3123 	499 
9152 - 3124 	577 
5608 - 3125 	2072 
2636 - 3126 	1109 
4280 - 3127 	712 
6756 - 3128 	2121 
2350 - 3129 	2940 
6484 - 3130 	1676 
4189 - 3131 	2699 
6889 - 3132 	134 
2325 - 3133 	67 
980 - 3134 	2362 
9184 - 3135 	1807 
4329 - 3136 	597 
7765 - 3137 	213 
8949 - 3138 	2143 
8859 - 3139 	1246 
5454 - 3140 	1776 
719 - 3141 	1464 
7400 - 3142 	305 
380 - 3143 	1139 
6412 - 3144 	1404 
6586 - 3145 	1019 
1713 - 3146 	94 
2574 - 3147 	909 
9211 - 3148 	357 
9758 - 3149 	912 
1330 - 3150 	2359 
6443 - 3151 	1488 
6395 - 3152 	1554 
2946 - 3153 	44 
2930 - 3154 	1373 
8881 - 3155 	1128 
8382 - 3156 	1105 
7651 - 3157 	126 
7217 - 3158 	92 
7844 - 3159 	2688 
4411 - 3160 	55 
2918 - 3161 	705 
6827 - 3162 	2550 
1369 - 3163 	808 
5764 - 3164 	1338 
5054 - 3165 	2157 
9915 - 3166 	852 
4225 - 3167 	906 
6488 - 3168 	6584 
5816 - 3169 	802 
6072 - 3170 	638 
8740 - 3171 	1703 
3913 - 3172 	1148 
5096 - 3173 	791 
5777 - 3174 	2588 
7744 - 3175 	1213 
1337 - 3176 	1453 
7704 - 3177 	629 
4138 - 3178 	1523 
1957 - 3179 	695 
5954 - 3180 	1722 
785 - 3181 	1016 
8786 - 3182 	733 
4050 - 3183 	788 
2679 - 3184 	435 
9262 - 3185 	1683 
5008 - 3186 	1775 
4322 - 3187 	848 
7830 - 3188 	1871 
9276 - 3189 	503 
1679 - 3190 	1533 
827 - 3191 	995 
1485 - 3192 	1427 
4685 - 3193 	94 
6053 - 3194 	99 
2455 - 3195 	1160 
9824 - 3196 	154 
1910 - 3197 	3773 
7656 - 3198 	1256 
7645 - 3199 	1136 
6096 - 3200 	146 
6219 - 3201 	125 
7151 - 3202 	2043 
7537 - 3203 	598 
4387 - 3204 	488 
3903 - 3205 	1194 
6775 - 3206 	730 
884 - 3207 	862 
9758 - 3208 	1390 
639 - 3209 	1587 
2405 - 3210 	1580 
1664 - 3211 	1454 
1878 - 3212 	2640 
3891 - 3213 	4652 
1237 - 3214 	1524 
2744 - 3215 	703 
9792 - 3216 	1194 
7247 - 3217 	1388 
8120 - 3218 	464 
5145 - 3219 	625 
9455 - 3220 	469 
993 - 3221 	1357 
7730 - 3222 	686 
1794 - 3223 	1500 
5368 - 3224 	1951 
7001 - 3225 	2820 
1047 - 3226 	442 
8969 - 3227 	157 
2472 - 3228 	2249 
739 - 3229 	184 
116 - 3230 	1063 
5949 - 3231 	1599 
6035 - 3232 	380 
8460 - 3233 	542 
3313 - 3234 	1408 
1091 - 3235 	1545 
5757 - 3236 	2457 
2816 - 3237 	2487 
5019 - 3238 	105 
9739 - 3239 	239 
8439 - 3240 	681 
6867 - 3241 	581 
1479 - 3242 	1286 
9265 - 3243 	53 
3194 - 3244 	441 
6381 - 3245 	1182 
4271 - 3246 	958 
3400 - 3247 	1354 
2616 - 3248 	851 
4092 - 3249 	707 
5935 - 3250 	4805 
9709 - 3251 	394 
8596 - 3252 	983 
9435 - 3253 	674 
2323 - 3254 	1325 
3868 - 3255 	1801 
1576 - 3256 	102 
725 - 3257 	1802 
2259 - 3258 	355 
7152 - 3259 	828 
856 - 3260 	1301 
1622 - 3261 	1050 
8884 - 3262 	1999 
4070 - 3263 	920 
9451 - 3264 	3221 
4342 - 3265 	530 
5322 - 3266 	861 
3359 - 3267 	5933 
2282 - 3268 	2593 
3880 - 3269 	1354 
4153 - 3270 	726 
8550 - 3271 	180 
8046 - 3272 	1712 
5292 - 3273 	652 
8253 - 3274 	2306 
3955 - 3275 	1072 
8476 - 3276 	670 
4789 - 3277 	171 
442 - 3278 	2332 
3818 - 3279 	632 
9052 - 3280 	1079 
4419 - 3281 	666 
1547 - 3282 	1115 
189 - 3283 	193 
9357 - 3284 	931 
4907 - 3285 	324 
4396 - 3286 	552 
203 - 3287 	1491 
5319 - 3288 	714 
6893 - 3289 	746 
975 - 3290 	521 
8397 - 3291 	1011 
9766 - 3292 	212 
8955 - 3293 	1248 
8335 - 3294 	537 
470 - 3295 	272 
2678 - 3296 	2791 
135 - 3297 	1541 
149 - 3298 	3357 
5108 - 3299 	354 
5507 - 3300 	759 
9302 - 3301 	1671 
253 - 3302 	1704 
3716 - 3303 	579 
627 - 3304 	1515 
8132 - 3305 	851 
3071 - 3306 	7503 
4428 - 3307 	773 
8225 - 3308 	130 
5593 - 3309 	335 
9988 - 3310 	3092 
2284 - 3311 	275 
7955 - 3312 	1339 
3200 - 3313 	692 
3317 - 3314 	2463 
7904 - 3315 	750 
80 - 3316 	1111 
3229 - 3317 	642 
1938 - 3318 	1552 
7203 - 3319 	1293 
5050 - 3320 	440 
7137 - 3321 	1309 
2922 - 3322 	37 
9692 - 3323 	1365 
7517 - 3324 	265 
5627 - 3325 	469 
9375 - 3326 	95 
9506 - 3327 	1659 
7180 - 3328 	620 
88 - 3329 	160 
1361 - 3330 	2645 
8003 - 3331 	5288 
5866 - 3332 	955 
1696 - 3333 	1858 
3480 - 3334 	513 
6361 - 3335 	630 
9223 - 3336 	2059 
1697 - 3337 	952 
7324 - 3338 	705 
8762 - 3339 	1166 
8369 - 3340 	293 
4289 - 3341 	1039 
6169 - 3342 	532 
5630 - 3343 	134 
3974 - 3344 	2368 
1569 - 3345 	477 
6666 - 3346 	4944 
9092 - 3347 	1354 
6749 - 3348 	203 
4611 - 3349 	1556 
2655 - 3350 	317 
7844 - 3351 	3126 
6699 - 3352 	1895 
7192 - 3353 	1193 
1573 - 3354 	3550 
4000 - 3355 	1723 
3182 - 3356 	233 
7536 - 3357 	746 
5596 - 3358 	1008 
8569 - 3359 	1765 
6270 - 3360 	289 
4423 - 3361 	1663 
2742 - 3362 	803 
3580 - 3363 	2123 
5967 - 3364 	714 
8925 - 3365 	4366 
2606 - 3366 	2404 
620 - 3367 	597 
4869 - 3368 	419 
3476 - 3369 	875 
1361 - 3370 	27 
5142 - 3371 	159 
6610 - 3372 	883 
6090 - 3373 	229 
5858 - 3374 	1227 
333 - 3375 	1303 
6072 - 3376 	2958 
4133 - 3377 	5076 
4106 - 3378 	4243 
3552 - 3379 	765 
2881 - 3380 	106 
2428 - 3381 	1249 
4996 - 3382 	2063 
8670 - 3383 	1892 
6966 - 3384 	331 
8129 - 3385 	1139 
80 - 3386 	546 
403 - 3387 	964 
9756 - 3388 	182 
8553 - 3389 	2954 
4423 - 3390 	1270 
3430 - 3391 	6291 
1490 - 3392 	1072 
2824 - 3393 	1762 
2596 - 3394 	314 
5038 - 3395 	1519 
990 - 3396 	1237 
4029 - 3397 	1107 
9629 - 3398 	932 
9715 - 3399 	2556 
6986 - 3400 	873 
6475 - 3401 	896 
7915 - 3402 	2733 
3575 - 3403 	918 
8032 - 3404 	1020 
8347 - 3405 	1746 
6457 - 3406 	972 
5517 - 3407 	4769 
7848 - 3408 	1800 
3385 - 3409 	1250 
2351 - 3410 	1320 
7389 - 3411 	1023 
4697 - 3412 	924 
2485 - 3413 	472 
6489 - 3414 	615 
8473 - 3415 	1882 
329 - 3416 	870 
6305 - 3417 	736 
8486 - 3418 	397 
6447 - 3419 	1719 
5029 - 3420 	483 
6209 - 3421 	462 
986 - 3422 	1648 
1298 - 3423 	1579 
1246 - 3424 	1306 
1454 - 3425 	174 
4309 - 3426 	29 
6125 - 3427 	1735 
785 - 3428 	233 
5090 - 3429 	896 
5897 - 3430 	372 
1110 - 3431 	1232 
9103 - 3432 	2511 
4851 - 3433 	1292 
9716 - 3434 	3651 
4457 - 3435 	121 
3070 - 3436 	1855 
7872 - 3437 	1697 
8938 - 3438 	1056 
9988 - 3439 	1046 
891 - 3440 	1085 
8193 - 3441 	1235 
5782 - 3442 	14 
1050 - 3443 	2734 
3335 - 3444 	1120 
4297 - 3445 	2869 
8681 - 3446 	404 
7113 - 3447 	1141 
108 - 3448 	272 
5841 - 3449 	1760 
2174 - 3450 	2116 
4396 - 3451 	2543 
7720 - 3452 	1180 
6914 - 3453 	2355 
4168 - 3454 	1134 
1795 - 3455 	349 
6824 - 3456 	1364 
6721 - 3457 	543 
26 - 3458 	1092 
5561 - 3459 	403 
7725 - 3460 	1495 
8860 - 3461 	243 
331 - 3462 	1251 
703 - 3463 	2286 
7718 - 3464 	1975 
6629 - 3465 	251 
6812 - 3466 	1210 
1453 - 3467 	1269 
1499 - 3468 	279 
4817 - 3469 	977 
1153 - 3470 	1170 
9241 - 3471 	1927 
8521 - 3472 	137 
7975 - 3473 	1018 
6859 - 3474 	2709 
4148 - 3475 	1186 
1269 - 3476 	1262 
8169 - 3477 	493 
7958 - 3478 	461 
923 - 3479 	505 
3439 - 3480 	777 
7442 - 3481 	1775 
4711 - 3482 	2735 
356 - 3483 	1045 
735 - 3484 	263 
2054 - 3485 	1605 
6666 - 3486 	2274 
9781 - 3487 	1687 
5191 - 3488 	377 
8012 - 3489 	403 
3988 - 3490 	151 
8910 - 3491 	1175 
3165 - 3492 	2140 
233 - 3493 	1283 
1398 - 3494 	1089 
3691 - 3495 	5475 
1772 - 3496 	927 
1650 - 3497 	816 
346 - 3498 	405 
1982 - 3499 	1013 
3525 - 3500 	962 
2765 - 3501 	1704 
6425 - 3502 	2087 
9817 - 3503 	670 
4321 - 3504 	33 
7150 - 3505 	418 
1909 - 3506 	1544 
6923 - 3507 	1500 
9019 - 3508 	1660 
1363 - 3509 	671 
9968 - 3510 	737 
8305 - 3511 	864 
4122 - 3512 	652 
8432 - 3513 	2148 
5972 - 3514 	1803 
5943 - 3515 	694 
6038 - 3516 	1015 
2335 - 3517 	3239 
6597 - 3518 	283 
9249 - 3519 	603 
8701 - 3520 	1110 
9056 - 3521 	466 
9913 - 3522 	773 
4051 - 3523 	3068 
7872 - 3524 	2285 
4259 - 3525 	281 
3826 - 3526 	1319 
936 - 3527 	5042 
5883 - 3528 	1583 
9284 - 3529 	1307 
462 - 3530 	104 
2274 - 3531 	852 
6045 - 3532 	297 
6714 - 3533 	617 
7039 - 3534 	314 
2714 - 3535 	154 
674 - 3536 	640 
4731 - 3537 	722 
5850 - 3538 	213 
3758 - 3539 	271 
6280 - 3540 	521 
6188 - 3541 	842 
6533 - 3542 	1680 
8105 - 3543 	924 
6530 - 3544 	475 
3880 - 3545 	1718 
3779 - 3546 	468 
9604 - 3547 	1734 
2599 - 3548 	911 
2309 - 3549 	966 
4013 - 3550 	212 
2376 - 3551 	925 
3356 - 3552 	89 
1699 - 3553 	1012 
7974 - 3554 	964 
5016 - 3555 	723 
202 - 3556 	206 
2561 - 3557 	1944 
9459 - 3558 	748 
5750 - 3559 	562 
3656 - 3560 	1032 
8123 - 3561 	1307 
9838 - 3562 	2315 
5999 - 3563 	864 
4062 - 3564 	1031 
2178 - 3565 	1687 
6695 - 3566 	123 
9054 - 3567 	590 
2347 - 3568 	487 
8421 - 3569 	599 
3629 - 3570 	728 
8159 - 3571 	1190 
4732 - 3572 	807 
523 - 3573 	1158 
4434 - 3574 	592 
1372 - 3575 	1699 
8099 - 3576 	440 
9651 - 3577 	944 
5735 - 3578 	3321 
3674 - 3579 	1158 
1011 - 3580 	2594 
8620 - 3581 	363 
110 - 3582 	3130 
1938 - 3583 	443 
6712 - 3584 	1008 
9781 - 3585 	568 
5283 - 3586 	476 
7759 - 3587 	849 
5994 - 3588 	832 
8961 - 3589 	1387 
8176 - 3590 	880 
4438 - 3591 	1019 
5813 - 3592 	193 
8742 - 3593 	339 
6043 - 3594 	588 
2862 - 3595 	759 
8349 - 3596 	3197 
8970 - 3597 	3175 
7 - 3598 	860 
9955 - 3599 	581 
6343 - 3600 	1112 
4390 - 3601 	1175 
549 - 3602 	407 
5027 - 3603 	2517 
3260 - 3604 	954 
879 - 3605 	543 
9000 - 3606 	1396 
1556 - 3607 	1022 
6268 - 3608 	1273 
6160 - 3609 	1427 
591 - 3610 	3272 
6390 - 3611 	787 
1947 - 3612 	2695 
7815 - 3613 	692 
7150 - 3614 	420 
6731 - 3615 	857 
312 - 3616 	22 
1130 - 3617 	3910 
9275 - 3618 	1250 
1253 - 3619 	1624 
2697 - 3620 	3 
498 - 3621 	765 
2889 - 3622 	1551 
1450 - 3623 	738 
255 - 3624 	401 
2943 - 3625 	4811 
2131 - 3626 	1347 
8287 - 3627 	222 
3096 - 3628 	3435 
8122 - 3629 	1315 
5217 - 3630 	662 
9902 - 3631 	1995 
5480 - 3632 	2638 
2387 - 3633 	774 
237 - 3634 	766 
6073 - 3635 	265 
8034 - 3636 	193 
3406 - 3637 	445 
6701 - 3638 	512 
6898 - 3639 	2522 
744 - 3640 	278 
7529 - 3641 	1069 
839 - 3642 	292 
6667 - 3643 	1620 
9029 - 3644 	1458 
7442 - 3645 	818 
8492 - 3646 	1379 
7792 - 3647 	702 
4684 - 3648 	1248 
2935 - 3649 	1407 
4300 - 3650 	1810 
2364 - 3651 	580 
6574 - 3652 	748 
5131 - 3653 	45 
2000 - 3654 	2502 
3583 - 3655 	1852 
4442 - 3656 	553 
4829 - 3657 	1508 
3779 - 3658 	1604 
9015 - 3659 	1028 
5632 - 3660 	356 
2554 - 3661 	244 
3114 - 3662 	167 
8728 - 3663 	2559 
9385 - 3664 	1983 
