Edge 	Weight
5022 - 5037 	1775 
3245 - 5038 	1268 
9173 - 5039 	434 
7628 - 5040 	446 
9518 - 5041 	1072 
1973 - 5042 	527 
8711 - 5043 	1962 
880 - 5044 	1471 
3936 - 5045 	1563 
3031 - 5046 	215 
3056 - 5047 	2971 
3406 - 5048 	1352 
8768 - 5049 	318 
625 - 5050 	566 
9282 - 5051 	1136 
2802 - 5052 	502 
9255 - 5053 	1320 
8953 - 5054 	310 
749 - 5055 	840 
896 - 5056 	338 
8724 - 5057 	2174 
3755 - 5058 	2595 
7671 - 5059 	126 
1942 - 5060 	57 
1410 - 5061 	1393 
4506 - 5062 	207 
1923 - 5063 	265 
7173 - 5064 	872 
9249 - 5065 	122 
531 - 5066 	678 
734 - 5067 	1045 
9876 - 5068 	232 
5323 - 5069 	51 
921 - 5070 	3173 
1034 - 5071 	1047 
1215 - 5072 	293 
7628 - 5073 	191 
9697 - 5074 	809 
345 - 5075 	2349 
9517 - 5076 	2727 
292 - 5077 	1081 
6268 - 5078 	2566 
802 - 5079 	599 
1429 - 5080 	325 
5095 - 5081 	345 
2252 - 5082 	3596 
3353 - 5083 	1654 
5664 - 5084 	2282 
3901 - 5085 	3057 
4026 - 5086 	1008 
3342 - 5087 	1068 
376 - 5088 	45 
4916 - 5089 	37 
5553 - 5090 	2565 
4445 - 5091 	191 
8378 - 5092 	482 
6040 - 5093 	2987 
8786 - 5094 	611 
5147 - 5095 	870 
2936 - 5096 	72 
8621 - 5097 	960 
8489 - 5098 	835 
76 - 5099 	1394 
9583 - 5100 	406 
3520 - 5101 	1584 
5922 - 5102 	1335 
9799 - 5103 	1862 
5413 - 5104 	5172 
6574 - 5105 	1938 
8097 - 5106 	1317 
6899 - 5107 	2094 
2217 - 5108 	624 
4756 - 5109 	277 
9932 - 5110 	348 
5128 - 5111 	641 
8712 - 5112 	1003 
1404 - 5113 	707 
6606 - 5114 	1030 
3572 - 5115 	2900 
7860 - 5116 	1074 
2912 - 5117 	448 
4315 - 5118 	2694 
3586 - 5119 	1198 
4290 - 5120 	1289 
1884 - 5121 	2132 
3827 - 5122 	560 
609 - 5123 	594 
7840 - 5124 	984 
2157 - 5125 	2743 
7035 - 5126 	617 
6836 - 5127 	42 
5108 - 5128 	416 
8798 - 5129 	25 
7726 - 5130 	1194 
9931 - 5131 	1441 
1074 - 5132 	1949 
7232 - 5133 	558 
8285 - 5134 	829 
7088 - 5135 	215 
6171 - 5136 	810 
5047 - 5137 	3726 
4495 - 5138 	1877 
6225 - 5139 	833 
9750 - 5140 	1323 
6105 - 5141 	1079 
9699 - 5142 	681 
8072 - 5143 	678 
5120 - 5144 	327 
2326 - 5145 	1917 
7579 - 5146 	1382 
7670 - 5147 	1002 
1456 - 5148 	1954 
8056 - 5149 	1670 
32 - 5150 	237 
9896 - 5151 	3757 
3730 - 5152 	913 
528 - 5153 	385 
4520 - 5154 	774 
4307 - 5155 	3720 
758 - 5156 	1274 
7583 - 5157 	3989 
383 - 5158 	648 
4082 - 5159 	434 
1996 - 5160 	996 
7752 - 5161 	272 
9106 - 5162 	144 
3230 - 5163 	1250 
8046 - 5164 	58 
9154 - 5165 	1670 
9817 - 5166 	1536 
1009 - 5167 	955 
7952 - 5168 	2132 
9815 - 5169 	534 
7702 - 5170 	1323 
496 - 5171 	1278 
2646 - 5172 	18 
360 - 5173 	468 
6306 - 5174 	1500 
3383 - 5175 	1993 
356 - 5176 	712 
3117 - 5177 	2843 
661 - 5178 	1075 
9917 - 5179 	652 
4905 - 5180 	1148 
8607 - 5181 	1315 
9087 - 5182 	1278 
8624 - 5183 	1363 
1360 - 5184 	701 
2464 - 5185 	283 
5832 - 5186 	1430 
4206 - 5187 	656 
2217 - 5188 	734 
2959 - 5189 	1444 
2087 - 5190 	1029 
7977 - 5191 	76 
4095 - 5192 	1922 
879 - 5193 	660 
6281 - 5194 	1044 
3719 - 5195 	1579 
3718 - 5196 	5641 
8681 - 5197 	313 
7352 - 5198 	330 
9154 - 5199 	4514 
8068 - 5200 	1523 
1879 - 5201 	1388 
5240 - 5202 	3126 
1540 - 5203 	1074 
8553 - 5204 	2269 
7411 - 5205 	4490 
9675 - 5206 	245 
2737 - 5207 	1934 
7582 - 5208 	2618 
7233 - 5209 	2793 
5974 - 5210 	1086 
4482 - 5211 	1098 
3048 - 5212 	1497 
4955 - 5213 	1188 
3882 - 5214 	2745 
152 - 5215 	1336 
2150 - 5216 	1328 
8485 - 5217 	980 
2615 - 5218 	1252 
5305 - 5219 	778 
6511 - 5220 	1664 
9445 - 5221 	1317 
5752 - 5222 	38 
9560 - 5223 	1205 
990 - 5224 	1730 
6768 - 5225 	4898 
7578 - 5226 	1032 
1768 - 5227 	1446 
6527 - 5228 	1758 
6033 - 5229 	1289 
6058 - 5230 	5711 
8182 - 5231 	83 
5284 - 5232 	404 
6474 - 5233 	2747 
8356 - 5234 	332 
7357 - 5235 	914 
8841 - 5236 	484 
2512 - 5237 	1044 
328 - 5238 	2630 
4534 - 5239 	567 
9887 - 5240 	1024 
5009 - 5241 	1128 
5893 - 5242 	1117 
5126 - 5243 	589 
8477 - 5244 	1059 
9421 - 5245 	1561 
2740 - 5246 	117 
3114 - 5247 	1703 
4645 - 5248 	665 
1337 - 5249 	2661 
8984 - 5250 	887 
9076 - 5251 	1161 
3739 - 5252 	1114 
511 - 5253 	765 
9017 - 5254 	1463 
1165 - 5255 	446 
616 - 5256 	1406 
8137 - 5257 	2418 
7955 - 5258 	289 
3677 - 5259 	312 
9162 - 5260 	1190 
8518 - 5261 	249 
3040 - 5262 	908 
3818 - 5263 	1619 
8332 - 5264 	769 
6983 - 5265 	48 
5410 - 5266 	491 
8318 - 5267 	1416 
1540 - 5268 	47 
7118 - 5269 	540 
6329 - 5270 	463 
7301 - 5271 	302 
7148 - 5272 	1093 
5619 - 5273 	938 
3303 - 5274 	1118 
8105 - 5275 	2609 
3238 - 5276 	1411 
1478 - 5277 	2048 
236 - 5278 	137 
7960 - 5279 	770 
1348 - 5280 	60 
544 - 5281 	1427 
4502 - 5282 	1315 
950 - 5283 	1002 
7531 - 5284 	326 
4326 - 5285 	117 
8545 - 5286 	231 
9357 - 5287 	2652 
4172 - 5288 	420 
5028 - 5289 	1170 
8891 - 5290 	595 
9075 - 5291 	254 
6503 - 5292 	1276 
5584 - 5293 	3336 
6568 - 5294 	229 
3509 - 5295 	1300 
2460 - 5296 	918 
6532 - 5297 	1623 
3674 - 5298 	332 
6788 - 5299 	5444 
1533 - 5300 	597 
9331 - 5301 	316 
8397 - 5302 	889 
939 - 5303 	603 
9753 - 5304 	824 
7033 - 5305 	1608 
8896 - 5306 	3073 
7636 - 5307 	182 
9334 - 5308 	11 
608 - 5309 	327 
1389 - 5310 	1490 
3778 - 5311 	905 
9047 - 5312 	3244 
6491 - 5313 	1403 
3362 - 5314 	849 
5377 - 5315 	1533 
2086 - 5316 	984 
6180 - 5317 	645 
5165 - 5318 	354 
2478 - 5319 	542 
7521 - 5320 	1402 
886 - 5321 	1957 
2667 - 5322 	967 
7513 - 5323 	1035 
3846 - 5324 	465 
7059 - 5325 	133 
5276 - 5326 	1456 
4454 - 5327 	2452 
5079 - 5328 	835 
2427 - 5329 	205 
8155 - 5330 	1870 
9196 - 5331 	28 
5964 - 5332 	700 
5860 - 5333 	524 
3039 - 5334 	759 
7384 - 5335 	1154 
5131 - 5336 	1338 
5675 - 5337 	136 
3500 - 5338 	2524 
9907 - 5339 	1281 
2157 - 5340 	2017 
7052 - 5341 	1046 
7739 - 5342 	2611 
6696 - 5343 	70 
5305 - 5344 	1511 
3137 - 5345 	1052 
1757 - 5346 	4071 
5151 - 5347 	772 
2681 - 5348 	681 
9264 - 5349 	2158 
2638 - 5350 	711 
4956 - 5351 	1885 
7865 - 5352 	1337 
8512 - 5353 	136 
8904 - 5354 	328 
2913 - 5355 	973 
7371 - 5356 	1650 
7024 - 5357 	454 
913 - 5358 	1518 
9263 - 5359 	283 
6662 - 5360 	113 
3243 - 5361 	1202 
9033 - 5362 	886 
6455 - 5363 	214 
6682 - 5364 	1367 
8949 - 5365 	1097 
2912 - 5366 	1974 
1502 - 5367 	1379 
3044 - 5368 	498 
9559 - 5369 	166 
2899 - 5370 	1623 
9120 - 5371 	1356 
476 - 5372 	157 
7546 - 5373 	938 
937 - 5374 	708 
1990 - 5375 	1387 
8813 - 5376 	785 
4290 - 5377 	1730 
8074 - 5378 	565 
1694 - 5379 	834 
3461 - 5380 	95 
5864 - 5381 	105 
741 - 5382 	364 
1502 - 5383 	503 
7126 - 5384 	355 
8284 - 5385 	14 
947 - 5386 	777 
8460 - 5387 	129 
6520 - 5388 	203 
1578 - 5389 	853 
5507 - 5390 	507 
7302 - 5391 	2536 
2427 - 5392 	772 
4996 - 5393 	616 
573 - 5394 	2780 
4609 - 5395 	550 
7702 - 5396 	334 
6467 - 5397 	1035 
6774 - 5398 	1594 
8140 - 5399 	1651 
9138 - 5400 	1769 
6696 - 5401 	2173 
6682 - 5402 	790 
6206 - 5403 	1341 
5921 - 5404 	4681 
1195 - 5405 	84 
3029 - 5406 	862 
4305 - 5407 	912 
5219 - 5408 	274 
6860 - 5409 	1540 
2264 - 5410 	437 
1007 - 5411 	942 
5108 - 5412 	220 
3576 - 5413 	1 
7660 - 5414 	1788 
5915 - 5415 	1097 
790 - 5416 	1842 
1529 - 5417 	1533 
9857 - 5418 	1104 
5420 - 5419 	208 
8330 - 5420 	809 
5376 - 5421 	831 
1386 - 5422 	65 
594 - 5423 	2456 
7255 - 5424 	4138 
10 - 5425 	2337 
6355 - 5426 	471 
6527 - 5427 	65 
1418 - 5428 	910 
6859 - 5429 	315 
1812 - 5430 	1111 
537 - 5431 	2784 
9240 - 5432 	633 
4874 - 5433 	1292 
2295 - 5434 	1530 
8398 - 5435 	701 
6033 - 5436 	1721 
1301 - 5437 	1008 
54 - 5438 	90 
5180 - 5439 	1330 
99 - 5440 	191 
2495 - 5441 	576 
5721 - 5442 	4108 
8841 - 5443 	1050 
8479 - 5444 	1258 
8173 - 5445 	1102 
9802 - 5446 	357 
3491 - 5447 	446 
8304 - 5448 	873 
23 - 5449 	504 
5718 - 5450 	413 
2755 - 5451 	332 
9261 - 5452 	187 
9641 - 5453 	2370 
8905 - 5454 	1019 
5435 - 5455 	1709 
3410 - 5456 	1333 
9897 - 5457 	828 
6345 - 5458 	1683 
9064 - 5459 	821 
6173 - 5460 	522 
4024 - 5461 	2686 
8616 - 5462 	996 
2102 - 5463 	1587 
6422 - 5464 	94 
6780 - 5465 	2165 
2685 - 5466 	2450 
3935 - 5467 	267 
2793 - 5468 	1518 
2619 - 5469 	2645 
6284 - 5470 	256 
9221 - 5471 	923 
2372 - 5472 	967 
831 - 5473 	612 
7944 - 5474 	1033 
6170 - 5475 	434 
7108 - 5476 	3590 
4701 - 5477 	2563 
5652 - 5478 	1117 
7904 - 5479 	1169 
894 - 5480 	2094 
6673 - 5481 	1021 
2939 - 5482 	970 
2406 - 5483 	1585 
6105 - 5484 	135 
2068 - 5485 	288 
6574 - 5486 	1513 
6764 - 5487 	2481 
1259 - 5488 	2246 
5737 - 5489 	2450 
3300 - 5490 	295 
5569 - 5491 	319 
566 - 5492 	1974 
5353 - 5493 	617 
234 - 5494 	199 
8143 - 5495 	242 
4154 - 5496 	1375 
531 - 5497 	1429 
1905 - 5498 	1137 
9350 - 5499 	907 
7596 - 5500 	1198 
345 - 5501 	1097 
4554 - 5502 	3461 
7753 - 5503 	1369 
1351 - 5504 	43 
3449 - 5505 	2145 
5414 - 5506 	1240 
2432 - 5507 	359 
6196 - 5508 	2322 
9730 - 5509 	1952 
7092 - 5510 	918 
4967 - 5511 	3 
6596 - 5512 	281 
1900 - 5513 	1270 
6657 - 5514 	1062 
6748 - 5515 	2703 
1563 - 5516 	8 
5973 - 5517 	395 
3811 - 5518 	776 
7519 - 5519 	1778 
2853 - 5520 	1738 
4423 - 5521 	981 
6206 - 5522 	1392 
7260 - 5523 	2162 
6464 - 5524 	854 
3123 - 5525 	1442 
1970 - 5526 	1180 
2949 - 5527 	1755 
7896 - 5528 	1394 
2446 - 5529 	960 
8011 - 5530 	544 
655 - 5531 	2870 
9571 - 5532 	647 
1634 - 5533 	973 
4127 - 5534 	1577 
6375 - 5535 	533 
903 - 5536 	1256 
7900 - 5537 	1738 
8075 - 5538 	1200 
456 - 5539 	7 
4115 - 5540 	1212 
1858 - 5541 	1976 
3061 - 5542 	1793 
8683 - 5543 	176 
3658 - 5544 	2864 
7244 - 5545 	1696 
8775 - 5546 	389 
4156 - 5547 	2 
8580 - 5548 	2735 
36 - 5549 	1107 
3783 - 5550 	733 
3282 - 5551 	1454 
1687 - 5552 	2084 
3452 - 5553 	1457 
4298 - 5554 	2188 
6108 - 5555 	1589 
1484 - 5556 	612 
6123 - 5557 	1440 
9322 - 5558 	1504 
1332 - 5559 	759 
2709 - 5560 	1518 
5428 - 5561 	491 
3592 - 5562 	1026 
6576 - 5563 	558 
774 - 5564 	660 
4726 - 5565 	1340 
8026 - 5566 	2207 
571 - 5567 	409 
4786 - 5568 	641 
3634 - 5569 	824 
5869 - 5570 	1574 
6474 - 5571 	819 
8735 - 5572 	1121 
391 - 5573 	1345 
5872 - 5574 	2163 
6378 - 5575 	394 
3605 - 5576 	1416 
5001 - 5577 	807 
9576 - 5578 	955 
3550 - 5579 	1134 
8255 - 5580 	1026 
3109 - 5581 	683 
8276 - 5582 	123 
162 - 5583 	608 
9181 - 5584 	916 
3007 - 5585 	1084 
87 - 5586 	2185 
844 - 5587 	1664 
8585 - 5588 	5033 
1504 - 5589 	1393 
3532 - 5590 	485 
2543 - 5591 	373 
4141 - 5592 	156 
2729 - 5593 	171 
554 - 5594 	1944 
6084 - 5595 	1608 
4259 - 5596 	1683 
5471 - 5597 	573 
90 - 5598 	1502 
3917 - 5599 	2090 
802 - 5600 	1613 
8949 - 5601 	875 
9915 - 5602 	893 
3461 - 5603 	1128 
5474 - 5604 	937 
903 - 5605 	325 
9097 - 5606 	704 
199 - 5607 	4276 
7568 - 5608 	1125 
4364 - 5609 	1339 
719 - 5610 	881 
8065 - 5611 	918 
1190 - 5612 	2652 
9180 - 5613 	2631 
7323 - 5614 	4201 
7781 - 5615 	1023 
7060 - 5616 	1519 
4894 - 5617 	1858 
284 - 5618 	1371 
4125 - 5619 	490 
5681 - 5620 	958 
1150 - 5621 	152 
7473 - 5622 	1043 
4707 - 5623 	3986 
6274 - 5624 	2805 
7727 - 5625 	1512 
8586 - 5626 	220 
1383 - 5627 	276 
2978 - 5628 	1794 
7791 - 5629 	916 
853 - 5630 	905 
8384 - 5631 	201 
6222 - 5632 	417 
8357 - 5633 	244 
7113 - 5634 	1398 
7061 - 5635 	2344 
867 - 5636 	2024 
3276 - 5637 	474 
7508 - 5638 	1973 
4675 - 5639 	1769 
579 - 5640 	1108 
8641 - 5641 	374 
9217 - 5642 	1093 
4371 - 5643 	32 
6117 - 5644 	534 
9077 - 5645 	191 
8776 - 5646 	4257 
5360 - 5647 	1366 
1406 - 5648 	1499 
9488 - 5649 	200 
9045 - 5650 	2332 
9623 - 5651 	2021 
9370 - 5652 	369 
4673 - 5653 	542 
9742 - 5654 	1310 
2929 - 5655 	792 
9209 - 5656 	1402 
6285 - 5657 	2557 
7715 - 5658 	1780 
7364 - 5659 	1941 
9932 - 5660 	1437 
9155 - 5661 	2191 
6692 - 5662 	2095 
795 - 5663 	373 
3477 - 5664 	1868 
1609 - 5665 	236 
4931 - 5666 	1076 
3862 - 5667 	2836 
281 - 5668 	1750 
7892 - 5669 	888 
5046 - 5670 	215 
6277 - 5671 	417 
831 - 5672 	367 
804 - 5673 	2004 
3290 - 5674 	1228 
1718 - 5675 	1523 
4470 - 5676 	1361 
1689 - 5677 	833 
7458 - 5678 	1382 
776 - 5679 	1230 
4521 - 5680 	111 
1221 - 5681 	1014 
3496 - 5682 	1407 
3820 - 5683 	2173 
9343 - 5684 	1921 
3979 - 5685 	806 
5979 - 5686 	886 
559 - 5687 	5545 
7457 - 5688 	1342 
7324 - 5689 	1859 
4327 - 5690 	625 
8125 - 5691 	270 
8753 - 5692 	2780 
9336 - 5693 	1549 
9611 - 5694 	1580 
9995 - 5695 	1697 
3409 - 5696 	378 
9980 - 5697 	25 
715 - 5698 	410 
94 - 5699 	111 
5074 - 5700 	1073 
1023 - 5701 	348 
2285 - 5702 	2597 
6608 - 5703 	2842 
4587 - 5704 	1405 
1919 - 5705 	1012 
2224 - 5706 	1330 
4382 - 5707 	1981 
9869 - 5708 	1201 
8282 - 5709 	2171 
8725 - 5710 	677 
1769 - 5711 	2518 
4414 - 5712 	2361 
1957 - 5713 	734 
4747 - 5714 	809 
9821 - 5715 	1201 
2845 - 5716 	335 
4095 - 5717 	1073 
4290 - 5718 	1098 
9952 - 5719 	1848 
2058 - 5720 	1024 
1574 - 5721 	1118 
5615 - 5722 	771 
9463 - 5723 	3891 
4397 - 5724 	2223 
5231 - 5725 	3962 
8595 - 5726 	1070 
1568 - 5727 	89 
9695 - 5728 	2102 
6058 - 5729 	1266 
5997 - 5730 	346 
3149 - 5731 	1841 
6743 - 5732 	152 
7876 - 5733 	913 
5187 - 5734 	197 
7610 - 5735 	1517 
787 - 5736 	1793 
745 - 5737 	1835 
2367 - 5738 	2063 
437 - 5739 	1134 
849 - 5740 	489 
3749 - 5741 	2574 
5381 - 5742 	1072 
3543 - 5743 	931 
5483 - 5744 	676 
4713 - 5745 	1373 
3998 - 5746 	890 
6507 - 5747 	322 
8949 - 5748 	146 
8351 - 5749 	2422 
1273 - 5750 	1428 
8654 - 5751 	865 
7984 - 5752 	507 
804 - 5753 	1037 
3512 - 5754 	485 
4372 - 5755 	1303 
9459 - 5756 	1563 
2465 - 5757 	310 
1420 - 5758 	1100 
4140 - 5759 	1066 
5136 - 5760 	1320 
6694 - 5761 	1820 
6718 - 5762 	667 
5096 - 5763 	754 
5615 - 5764 	780 
210 - 5765 	18 
5864 - 5766 	3052 
1717 - 5767 	1748 
7486 - 5768 	3529 
7862 - 5769 	1974 
3911 - 5770 	27 
7932 - 5771 	1153 
3510 - 5772 	936 
849 - 5773 	1878 
3441 - 5774 	1378 
8038 - 5775 	441 
8032 - 5776 	817 
6421 - 5777 	948 
6262 - 5778 	1190 
4797 - 5779 	147 
7734 - 5780 	3246 
9686 - 5781 	1315 
8717 - 5782 	931 
1654 - 5783 	3059 
3540 - 5784 	1083 
8974 - 5785 	232 
8070 - 5786 	1151 
7585 - 5787 	1235 
8128 - 5788 	1423 
9248 - 5789 	455 
7323 - 5790 	1520 
1355 - 5791 	795 
653 - 5792 	1526 
3906 - 5793 	997 
1297 - 5794 	170 
5762 - 5795 	166 
4403 - 5796 	2088 
6827 - 5797 	457 
7752 - 5798 	631 
6538 - 5799 	1314 
6429 - 5800 	1320 
785 - 5801 	182 
4158 - 5802 	3372 
2049 - 5803 	1484 
5372 - 5804 	1611 
7158 - 5805 	164 
958 - 5806 	830 
6504 - 5807 	3593 
9542 - 5808 	2156 
9835 - 5809 	871 
4458 - 5810 	3315 
7412 - 5811 	19 
3305 - 5812 	211 
4995 - 5813 	103 
6594 - 5814 	65 
1757 - 5815 	881 
661 - 5816 	225 
9692 - 5817 	691 
3526 - 5818 	860 
9503 - 5819 	1069 
8444 - 5820 	1240 
756 - 5821 	1341 
3698 - 5822 	217 
292 - 5823 	1867 
8141 - 5824 	1162 
802 - 5825 	1026 
9246 - 5826 	1932 
4052 - 5827 	3268 
4149 - 5828 	1555 
2751 - 5829 	890 
4503 - 5830 	1126 
6174 - 5831 	86 
9568 - 5832 	1211 
3151 - 5833 	1628 
6559 - 5834 	984 
6596 - 5835 	116 
7584 - 5836 	1646 
2744 - 5837 	1432 
3861 - 5838 	1307 
2232 - 5839 	1166 
6782 - 5840 	190 
5350 - 5841 	619 
5801 - 5842 	1720 
3951 - 5843 	2102 
8146 - 5844 	58 
987 - 5845 	188 
3735 - 5846 	828 
6840 - 5847 	1120 
3830 - 5848 	951 
8171 - 5849 	632 
3968 - 5850 	1965 
8716 - 5851 	778 
7135 - 5852 	164 
4482 - 5853 	804 
1971 - 5854 	1362 
9419 - 5855 	589 
4545 - 5856 	871 
8577 - 5857 	1581 
8122 - 5858 	1097 
4061 - 5859 	870 
1328 - 5860 	3248 
3334 - 5861 	279 
3629 - 5862 	380 
4462 - 5863 	1622 
2008 - 5864 	1280 
3709 - 5865 	1135 
6269 - 5866 	1134 
6436 - 5867 	214 
9011 - 5868 	427 
1355 - 5869 	1303 
4215 - 5870 	110 
2402 - 5871 	1482 
6547 - 5872 	1551 
1524 - 5873 	1623 
69 - 5874 	1578 
1927 - 5875 	1495 
8795 - 5876 	344 
5271 - 5877 	166 
3667 - 5878 	665 
7715 - 5879 	269 
6362 - 5880 	1585 
3624 - 5881 	1785 
8890 - 5882 	3262 
1758 - 5883 	972 
8795 - 5884 	1004 
1507 - 5885 	1209 
318 - 5886 	1249 
5779 - 5887 	380 
2536 - 5888 	951 
1569 - 5889 	1524 
4300 - 5890 	3265 
25 - 5891 	1176 
5086 - 5892 	1535 
7397 - 5893 	356 
8870 - 5894 	531 
3007 - 5895 	204 
6700 - 5896 	559 
4439 - 5897 	961 
9738 - 5898 	2180 
1644 - 5899 	2410 
5070 - 5900 	1066 
7039 - 5901 	283 
180 - 5902 	480 
620 - 5903 	868 
8857 - 5904 	3134 
6403 - 5905 	1808 
6106 - 5906 	2592 
6067 - 5907 	1425 
161 - 5908 	472 
1256 - 5909 	957 
9821 - 5910 	773 
2581 - 5911 	317 
2157 - 5912 	1905 
5533 - 5913 	1247 
9275 - 5914 	2567 
3884 - 5915 	1078 
3587 - 5916 	781 
2672 - 5917 	152 
7743 - 5918 	1 
7018 - 5919 	1495 
2529 - 5920 	6889 
2219 - 5921 	249 
6513 - 5922 	1726 
8507 - 5923 	1737 
868 - 5924 	785 
4286 - 5925 	569 
4256 - 5926 	670 
1315 - 5927 	543 
7755 - 5928 	1037 
5591 - 5929 	1724 
9607 - 5930 	864 
934 - 5931 	2228 
8562 - 5932 	157 
6578 - 5933 	492 
9143 - 5934 	43 
9187 - 5935 	12 
4548 - 5936 	1216 
9194 - 5937 	443 
3782 - 5938 	27 
1873 - 5939 	1016 
2051 - 5940 	1712 
1017 - 5941 	1249 
2938 - 5942 	956 
5069 - 5943 	141 
3086 - 5944 	610 
7400 - 5945 	330 
9878 - 5946 	433 
9301 - 5947 	1244 
7843 - 5948 	2347 
79 - 5949 	3 
6812 - 5950 	1426 
5615 - 5951 	839 
208 - 5952 	4533 
3055 - 5953 	654 
5610 - 5954 	632 
7525 - 5955 	1185 
9992 - 5956 	516 
3660 - 5957 	1075 
9955 - 5958 	2198 
710 - 5959 	847 
5467 - 5960 	1342 
4539 - 5961 	452 
9858 - 5962 	481 
2161 - 5963 	1849 
7331 - 5964 	188 
8702 - 5965 	298 
5163 - 5966 	1130 
7016 - 5967 	610 
8298 - 5968 	1675 
1237 - 5969 	234 
8683 - 5970 	976 
200 - 5971 	643 
6769 - 5972 	875 
5265 - 5973 	198 
7268 - 5974 	973 
2578 - 5975 	1663 
615 - 5976 	2932 
6293 - 5977 	1373 
3405 - 5978 	3263 
8787 - 5979 	32 
9354 - 5980 	564 
5945 - 5981 	915 
6891 - 5982 	448 
4265 - 5983 	1025 
9558 - 5984 	654 
2488 - 5985 	251 
8025 - 5986 	456 
2887 - 5987 	83 
1483 - 5988 	1135 
1828 - 5989 	1160 
8759 - 5990 	2645 
2738 - 5991 	49 
4555 - 5992 	2133 
8071 - 5993 	5585 
4272 - 5994 	670 
4050 - 5995 	1879 
5442 - 5996 	1843 
2494 - 5997 	896 
9738 - 5998 	538 
6003 - 5999 	78 
168 - 6000 	1096 
356 - 6001 	148 
5473 - 6002 	4306 
1318 - 6003 	1866 
6794 - 6004 	123 
1165 - 6005 	2403 
6830 - 6006 	2545 
557 - 6007 	1174 
787 - 6008 	2078 
8068 - 6009 	494 
9579 - 6010 	41 
4501 - 6011 	1010 
6922 - 6012 	1383 
8156 - 6013 	725 
5608 - 6014 	1318 
162 - 6015 	30 
3044 - 6016 	1972 
6309 - 6017 	405 
9091 - 6018 	2286 
2935 - 6019 	1218 
3594 - 6020 	1482 
5886 - 6021 	1219 
3338 - 6022 	521 
7528 - 6023 	3477 
8021 - 6024 	187 
4699 - 6025 	1414 
9557 - 6026 	2261 
3918 - 6027 	564 
1130 - 6028 	474 
7468 - 6029 	1415 
4308 - 6030 	1246 
3132 - 6031 	236 
2150 - 6032 	264 
1309 - 6033 	330 
4770 - 6034 	466 
9845 - 6035 	251 
5430 - 6036 	899 
3313 - 6037 	471 
192 - 6038 	53 
3605 - 6039 	958 
6091 - 6040 	1664 
6095 - 6041 	498 
6817 - 6042 	887 
9817 - 6043 	29 
7993 - 6044 	660 
6814 - 6045 	1091 
4791 - 6046 	1200 
7969 - 6047 	749 
604 - 6048 	1141 
9454 - 6049 	772 
381 - 6050 	1592 
6101 - 6051 	305 
3133 - 6052 	470 
6709 - 6053 	897 
7495 - 6054 	183 
6740 - 6055 	1678 
3452 - 6056 	1704 
9262 - 6057 	2032 
7982 - 6058 	458 
6821 - 6059 	717 
6310 - 6060 	769 
6073 - 6061 	327 
4311 - 6062 	3675 
6859 - 6063 	1981 
6172 - 6064 	945 
2788 - 6065 	1071 
9168 - 6066 	1341 
9752 - 6067 	934 
901 - 6068 	1705 
9397 - 6069 	1960 
3273 - 6070 	802 
7697 - 6071 	1089 
1949 - 6072 	1728 
5407 - 6073 	923 
8005 - 6074 	1145 
2345 - 6075 	1292 
2260 - 6076 	303 
6812 - 6077 	1556 
870 - 6078 	244 
8680 - 6079 	828 
7560 - 6080 	578 
9300 - 6081 	627 
9805 - 6082 	170 
3466 - 6083 	889 
9994 - 6084 	1528 
7634 - 6085 	3726 
1713 - 6086 	262 
4052 - 6087 	1031 
2446 - 6088 	282 
6029 - 6089 	16 
8575 - 6090 	903 
5590 - 6091 	1352 
9527 - 6092 	247 
9139 - 6093 	1706 
5735 - 6094 	1252 
7567 - 6095 	1252 
4903 - 6096 	728 
7580 - 6097 	905 
771 - 6098 	1682 
8512 - 6099 	61 
3115 - 6100 	77 
66 - 6101 	666 
9529 - 6102 	244 
4499 - 6103 	68 
9791 - 6104 	15 
4142 - 6105 	253 
5051 - 6106 	1235 
9320 - 6107 	1722 
7333 - 6108 	95 
2028 - 6109 	558 
5210 - 6110 	1582 
7796 - 6111 	429 
2123 - 6112 	439 
901 - 6113 	2298 
1998 - 6114 	109 
8861 - 6115 	3011 
7331 - 6116 	175 
8398 - 6117 	1284 
2738 - 6118 	1788 
9574 - 6119 	1914 
9691 - 6120 	584 
2331 - 6121 	2258 
2516 - 6122 	740 
9946 - 6123 	1143 
5180 - 6124 	2340 
2610 - 6125 	721 
5783 - 6126 	2310 
7417 - 6127 	392 
8091 - 6128 	148 
2753 - 6129 	378 
1533 - 6130 	575 
5516 - 6131 	2588 
5114 - 6132 	1033 
2974 - 6133 	935 
9308 - 6134 	5201 
5655 - 6135 	963 
9391 - 6136 	1719 
6915 - 6137 	490 
2847 - 6138 	2939 
5924 - 6139 	376 
9508 - 6140 	5596 
2571 - 6141 	42 
9126 - 6142 	1218 
9049 - 6143 	2096 
5752 - 6144 	241 
4623 - 6145 	3639 
3207 - 6146 	768 
6075 - 6147 	1090 
517 - 6148 	1005 
8603 - 6149 	1028 
5334 - 6150 	477 
8751 - 6151 	2638 
2946 - 6152 	377 
7756 - 6153 	310 
4098 - 6154 	1552 
5680 - 6155 	1767 
9661 - 6156 	92 
7271 - 6157 	116 
8152 - 6158 	925 
4100 - 6159 	1226 
2419 - 6160 	1902 
5040 - 6161 	526 
8251 - 6162 	354 
9970 - 6163 	2349 
