Edge 	Weight
12964 - 11320 	607 
11487 - 11321 	4451 
8475 - 11322 	4414 
18060 - 11323 	2189 
6320 - 11324 	132 
5448 - 11325 	2626 
14223 - 11326 	4013 
10316 - 11327 	657 
17641 - 11328 	691 
1319 - 11329 	1719 
3532 - 11330 	489 
3739 - 11331 	1641 
15855 - 11332 	2514 
10700 - 11333 	5183 
7884 - 11334 	1939 
13874 - 11335 	4722 
14242 - 11336 	1487 
15965 - 11337 	2699 
1188 - 11338 	1955 
4508 - 11339 	1730 
18865 - 11340 	2727 
1273 - 11341 	1938 
2145 - 11342 	2327 
12142 - 11343 	2444 
4035 - 11344 	141 
11853 - 11345 	1519 
448 - 11346 	628 
16784 - 11347 	3172 
16597 - 11348 	605 
97 - 11349 	2213 
4729 - 11350 	724 
8600 - 11351 	2526 
19530 - 11352 	3574 
6838 - 11353 	3493 
19699 - 11354 	2831 
18747 - 11355 	2368 
18111 - 11356 	1392 
14388 - 11357 	7732 
1600 - 11358 	2315 
15525 - 11359 	1648 
3349 - 11360 	1960 
16439 - 11361 	2911 
6825 - 11362 	2895 
369 - 11363 	4623 
18220 - 11364 	2099 
14066 - 11365 	983 
1319 - 11366 	686 
9629 - 11367 	1532 
16721 - 11368 	2244 
3087 - 11369 	1898 
5215 - 11370 	4063 
15361 - 11371 	1790 
18921 - 11372 	750 
14368 - 11373 	341 
5458 - 11374 	2610 
13638 - 11375 	1071 
3914 - 11376 	2041 
7772 - 11377 	1195 
1522 - 11378 	129 
18295 - 11379 	1274 
13677 - 11380 	113 
5682 - 11381 	672 
14293 - 11382 	2482 
15511 - 11383 	3853 
15518 - 11384 	2514 
11532 - 11385 	625 
1770 - 11386 	2581 
1303 - 11387 	2097 
19355 - 11388 	713 
4154 - 11389 	8674 
8761 - 11390 	2438 
14873 - 11391 	5233 
4756 - 11392 	3092 
146 - 11393 	7364 
4538 - 11394 	2244 
15705 - 11395 	406 
11306 - 11396 	497 
16865 - 11397 	9271 
6935 - 11398 	153 
17634 - 11399 	2115 
14489 - 11400 	2104 
18659 - 11401 	510 
11875 - 11402 	3888 
15809 - 11403 	140 
17748 - 11404 	269 
9250 - 11405 	1580 
3049 - 11406 	3219 
8991 - 11407 	701 
538 - 11408 	1839 
6020 - 11409 	253 
15552 - 11410 	2052 
11989 - 11411 	2080 
14191 - 11412 	703 
3502 - 11413 	2734 
3627 - 11414 	879 
8221 - 11415 	400 
1636 - 11416 	1508 
1665 - 11417 	2060 
5803 - 11418 	2413 
17209 - 11419 	367 
7044 - 11420 	635 
2122 - 11421 	1462 
11665 - 11422 	3477 
15530 - 11423 	5946 
829 - 11424 	4410 
16172 - 11425 	577 
14007 - 11426 	807 
8827 - 11427 	1472 
13798 - 11428 	1532 
17675 - 11429 	2210 
6433 - 11430 	1070 
10034 - 11431 	1364 
12124 - 11432 	11378 
7146 - 11433 	5214 
10067 - 11434 	2147 
650 - 11435 	2228 
2711 - 11436 	1222 
7692 - 11437 	3352 
16866 - 11438 	2466 
9836 - 11439 	1656 
6972 - 11440 	1479 
16745 - 11441 	1799 
6662 - 11442 	4572 
3221 - 11443 	2299 
19814 - 11444 	3402 
7858 - 11445 	207 
11767 - 11446 	6524 
14008 - 11447 	758 
16870 - 11448 	3552 
15521 - 11449 	1848 
11455 - 11450 	5338 
14820 - 11451 	2742 
1810 - 11452 	3251 
10155 - 11453 	1490 
16962 - 11454 	2351 
19032 - 11455 	1487 
3172 - 11456 	220 
7156 - 11457 	6246 
16290 - 11458 	1632 
10452 - 11459 	2994 
8030 - 11460 	4076 
10261 - 11461 	2172 
15531 - 11462 	1925 
19901 - 11463 	1392 
12493 - 11464 	1817 
7009 - 11465 	1195 
5765 - 11466 	681 
9510 - 11467 	1811 
1343 - 11468 	3457 
8945 - 11469 	1391 
5267 - 11470 	1092 
13949 - 11471 	571 
192 - 11472 	3498 
11839 - 11473 	836 
15891 - 11474 	601 
4486 - 11475 	2479 
9475 - 11476 	3096 
1750 - 11477 	2559 
19912 - 11478 	3874 
9006 - 11479 	721 
7330 - 11480 	3017 
2532 - 11481 	969 
16413 - 11482 	392 
15970 - 11483 	5354 
7985 - 11484 	3614 
7370 - 11485 	1542 
12081 - 11486 	1482 
6392 - 11487 	4104 
18801 - 11488 	4623 
699 - 11489 	112 
8124 - 11490 	6230 
9342 - 11491 	143 
617 - 11492 	657 
6512 - 11493 	1986 
18615 - 11494 	2822 
8066 - 11495 	4160 
17410 - 11496 	1560 
10310 - 11497 	2585 
13874 - 11498 	178 
15223 - 11499 	195 
15580 - 11500 	393 
12908 - 11501 	3277 
5199 - 11502 	1041 
6537 - 11503 	2772 
17849 - 11504 	2270 
15419 - 11505 	1710 
16593 - 11506 	2824 
19758 - 11507 	2365 
12910 - 11508 	2910 
10764 - 11509 	1399 
13446 - 11510 	1116 
8016 - 11511 	1765 
10096 - 11512 	866 
15851 - 11513 	2293 
18927 - 11514 	223 
3637 - 11515 	1233 
6247 - 11516 	6214 
17723 - 11517 	796 
2389 - 11518 	798 
1965 - 11519 	1767 
14698 - 11520 	2346 
12414 - 11521 	3339 
11775 - 11522 	1390 
4973 - 11523 	2265 
14970 - 11524 	2345 
5949 - 11525 	2358 
2616 - 11526 	1493 
17083 - 11527 	3043 
5482 - 11528 	1065 
1114 - 11529 	2219 
13245 - 11530 	465 
12798 - 11531 	5444 
5176 - 11532 	1735 
18606 - 11533 	2679 
5977 - 11534 	758 
11269 - 11535 	2141 
11830 - 11536 	550 
2615 - 11537 	1748 
19530 - 11538 	2200 
15793 - 11539 	5573 
9576 - 11540 	3679 
2294 - 11541 	864 
8536 - 11542 	694 
7911 - 11543 	555 
3077 - 11544 	5136 
9910 - 11545 	1468 
4386 - 11546 	1244 
1925 - 11547 	733 
19872 - 11548 	1713 
7482 - 11549 	3144 
10427 - 11550 	380 
3485 - 11551 	2936 
19987 - 11552 	4368 
19317 - 11553 	2175 
12022 - 11554 	1945 
16506 - 11555 	33 
15263 - 11556 	1291 
13388 - 11557 	2262 
12079 - 11558 	656 
3902 - 11559 	3841 
5974 - 11560 	4047 
9930 - 11561 	3000 
832 - 11562 	3425 
9206 - 11563 	941 
2891 - 11564 	2143 
16641 - 11565 	1365 
1638 - 11566 	599 
13246 - 11567 	519 
18477 - 11568 	901 
13488 - 11569 	6701 
16015 - 11570 	2113 
3930 - 11571 	1167 
10412 - 11572 	762 
2029 - 11573 	2556 
16475 - 11574 	919 
1245 - 11575 	850 
17625 - 11576 	367 
9730 - 11577 	688 
1384 - 11578 	3702 
3013 - 11579 	2346 
16702 - 11580 	759 
19458 - 11581 	1082 
16243 - 11582 	389 
12363 - 11583 	1223 
17305 - 11584 	3380 
5335 - 11585 	2943 
15992 - 11586 	961 
14826 - 11587 	2287 
7029 - 11588 	2369 
17435 - 11589 	2775 
11375 - 11590 	2586 
17374 - 11591 	1021 
4287 - 11592 	614 
15087 - 11593 	340 
3946 - 11594 	1452 
19272 - 11595 	3477 
15886 - 11596 	2781 
5470 - 11597 	3816 
956 - 11598 	2101 
10449 - 11599 	1054 
13745 - 11600 	585 
14002 - 11601 	2933 
3242 - 11602 	2312 
3527 - 11603 	1527 
8549 - 11604 	418 
3319 - 11605 	1401 
5937 - 11606 	6663 
717 - 11607 	2917 
5936 - 11608 	3389 
2109 - 11609 	447 
13031 - 11610 	512 
8853 - 11611 	2608 
11115 - 11612 	5889 
9692 - 11613 	1190 
15566 - 11614 	1468 
854 - 11615 	901 
9617 - 11616 	2811 
12644 - 11617 	933 
8357 - 11618 	2315 
5219 - 11619 	2164 
3822 - 11620 	3347 
8091 - 11621 	1303 
15233 - 11622 	7415 
18537 - 11623 	3254 
16362 - 11624 	2104 
12329 - 11625 	2434 
15226 - 11626 	401 
1771 - 11627 	3597 
907 - 11628 	1004 
14457 - 11629 	1363 
4469 - 11630 	73 
1816 - 11631 	2360 
5536 - 11632 	1256 
13822 - 11633 	1407 
17183 - 11634 	1944 
588 - 11635 	2761 
19311 - 11636 	1164 
9156 - 11637 	254 
19310 - 11638 	104 
4633 - 11639 	3230 
19248 - 11640 	2681 
2313 - 11641 	1228 
16896 - 11642 	3194 
18798 - 11643 	592 
11095 - 11644 	3128 
9017 - 11645 	1265 
9014 - 11646 	6183 
8512 - 11647 	7258 
6425 - 11648 	3300 
2019 - 11649 	3622 
1943 - 11650 	256 
15496 - 11651 	2513 
1798 - 11652 	6397 
10483 - 11653 	1732 
15537 - 11654 	113 
16532 - 11655 	644 
6183 - 11656 	5355 
9533 - 11657 	6142 
2267 - 11658 	4632 
5297 - 11659 	805 
7495 - 11660 	3671 
17255 - 11661 	267 
9619 - 11662 	1560 
18499 - 11663 	3869 
17139 - 11664 	4754 
1380 - 11665 	182 
9298 - 11666 	5539 
10021 - 11667 	1281 
9082 - 11668 	1918 
4953 - 11669 	4115 
9060 - 11670 	3549 
5568 - 11671 	381 
2476 - 11672 	2585 
14558 - 11673 	3083 
6867 - 11674 	988 
2511 - 11675 	212 
16649 - 11676 	210 
11125 - 11677 	1880 
9732 - 11678 	112 
17422 - 11679 	2223 
10478 - 11680 	478 
3155 - 11681 	1295 
16960 - 11682 	3208 
16275 - 11683 	2671 
17642 - 11684 	913 
5804 - 11685 	1291 
7664 - 11686 	3221 
122 - 11687 	909 
1550 - 11688 	2085 
17397 - 11689 	1785 
11448 - 11690 	1814 
16332 - 11691 	2661 
2000 - 11692 	1588 
19199 - 11693 	5375 
5924 - 11694 	1247 
7500 - 11695 	1966 
5864 - 11696 	2510 
6178 - 11697 	580 
11963 - 11698 	3556 
18867 - 11699 	1634 
14728 - 11700 	1226 
2112 - 11701 	3010 
6862 - 11702 	1738 
4236 - 11703 	774 
510 - 11704 	751 
15798 - 11705 	1086 
1826 - 11706 	3063 
1052 - 11707 	3043 
581 - 11708 	5367 
2758 - 11709 	543 
12263 - 11710 	2243 
13589 - 11711 	590 
2298 - 11712 	210 
1152 - 11713 	263 
14932 - 11714 	1568 
18567 - 11715 	390 
4458 - 11716 	643 
19266 - 11717 	2012 
15188 - 11718 	2830 
12889 - 11719 	2812 
16725 - 11720 	1526 
19012 - 11721 	1979 
13127 - 11722 	2135 
13512 - 11723 	5126 
19964 - 11724 	7020 
13875 - 11725 	2157 
10572 - 11726 	397 
12420 - 11727 	1050 
10619 - 11728 	2076 
4727 - 11729 	9507 
6245 - 11730 	1441 
1197 - 11731 	1490 
4771 - 11732 	893 
4168 - 11733 	855 
532 - 11734 	1237 
7913 - 11735 	4488 
11996 - 11736 	3950 
13586 - 11737 	3088 
14787 - 11738 	710 
13990 - 11739 	2087 
15835 - 11740 	2454 
16415 - 11741 	2562 
6815 - 11742 	187 
16690 - 11743 	477 
2559 - 11744 	1268 
15140 - 11745 	1156 
7109 - 11746 	1600 
1305 - 11747 	1694 
16312 - 11748 	1516 
16357 - 11749 	3617 
9516 - 11750 	4077 
8872 - 11751 	3803 
1245 - 11752 	3334 
6656 - 11753 	514 
5619 - 11754 	6726 
13328 - 11755 	3126 
16272 - 11756 	5397 
13872 - 11757 	5779 
15304 - 11758 	2960 
6860 - 11759 	4185 
9674 - 11760 	7809 
4409 - 11761 	3772 
9599 - 11762 	2147 
1902 - 11763 	3479 
4044 - 11764 	2327 
1852 - 11765 	3978 
3057 - 11766 	568 
14563 - 11767 	4089 
16011 - 11768 	4887 
10862 - 11769 	1224 
7681 - 11770 	4632 
14644 - 11771 	949 
15167 - 11772 	7091 
15812 - 11773 	2814 
17198 - 11774 	7366 
7916 - 11775 	1153 
14978 - 11776 	7053 
250 - 11777 	522 
18195 - 11778 	2267 
6602 - 11779 	3 
18766 - 11780 	2645 
4733 - 11781 	1158 
16649 - 11782 	1659 
10194 - 11783 	3472 
15332 - 11784 	1296 
7436 - 11785 	1803 
12146 - 11786 	603 
12065 - 11787 	1689 
13145 - 11788 	941 
17529 - 11789 	2199 
18894 - 11790 	11079 
10820 - 11791 	376 
10156 - 11792 	352 
9054 - 11793 	3560 
2770 - 11794 	1668 
10854 - 11795 	2524 
14799 - 11796 	2562 
12740 - 11797 	350 
11725 - 11798 	2045 
7070 - 11799 	1178 
18746 - 11800 	603 
2477 - 11801 	2569 
17932 - 11802 	5176 
17434 - 11803 	3273 
19339 - 11804 	997 
1188 - 11805 	1213 
14380 - 11806 	169 
12308 - 11807 	3773 
1967 - 11808 	5114 
7782 - 11809 	1886 
9985 - 11810 	2727 
962 - 11811 	4310 
16782 - 11812 	6397 
343 - 11813 	2282 
11936 - 11814 	1047 
9082 - 11815 	303 
10431 - 11816 	442 
12749 - 11817 	2807 
5839 - 11818 	3942 
10330 - 11819 	2172 
18813 - 11820 	460 
7525 - 11821 	3269 
10249 - 11822 	1601 
4891 - 11823 	267 
3854 - 11824 	3136 
12318 - 11825 	1058 
13196 - 11826 	1869 
11873 - 11827 	1934 
8380 - 11828 	1759 
10431 - 11829 	3372 
1011 - 11830 	2152 
18368 - 11831 	1421 
6496 - 11832 	725 
18843 - 11833 	3637 
2429 - 11834 	337 
5382 - 11835 	3970 
3173 - 11836 	840 
19061 - 11837 	3305 
4840 - 11838 	2831 
6246 - 11839 	3050 
5603 - 11840 	63 
11250 - 11841 	1949 
3278 - 11842 	5752 
5132 - 11843 	4853 
7709 - 11844 	195 
8662 - 11845 	7070 
6948 - 11846 	1753 
13089 - 11847 	1470 
19766 - 11848 	1148 
9182 - 11849 	392 
3642 - 11850 	731 
18204 - 11851 	7969 
1407 - 11852 	1566 
14236 - 11853 	401 
7173 - 11854 	5647 
9967 - 11855 	1798 
18712 - 11856 	7909 
2381 - 11857 	2319 
19284 - 11858 	1375 
7990 - 11859 	1344 
13305 - 11860 	2986 
15814 - 11861 	452 
11153 - 11862 	837 
1645 - 11863 	1372 
10736 - 11864 	1586 
12805 - 11865 	442 
4516 - 11866 	5075 
5476 - 11867 	611 
305 - 11868 	2947 
13416 - 11869 	1723 
17692 - 11870 	2324 
17550 - 11871 	1328 
15639 - 11872 	843 
2374 - 11873 	2339 
14051 - 11874 	1918 
1677 - 11875 	1251 
14536 - 11876 	2178 
10525 - 11877 	2899 
13709 - 11878 	533 
19908 - 11879 	1994 
13987 - 11880 	1009 
7389 - 11881 	2926 
6489 - 11882 	3634 
13751 - 11883 	2538 
16341 - 11884 	2652 
19726 - 11885 	2491 
9563 - 11886 	4466 
19952 - 11887 	2950 
19552 - 11888 	48 
10982 - 11889 	9165 
11237 - 11890 	1630 
8657 - 11891 	668 
18154 - 11892 	5043 
3237 - 11893 	1393 
2622 - 11894 	3650 
2920 - 11895 	13047 
12714 - 11896 	3904 
12811 - 11897 	3527 
8649 - 11898 	3203 
17018 - 11899 	1183 
16320 - 11900 	84 
11709 - 11901 	2115 
3445 - 11902 	1321 
16700 - 11903 	1511 
17264 - 11904 	1579 
14373 - 11905 	4634 
14021 - 11906 	2964 
5867 - 11907 	3808 
18710 - 11908 	54 
7912 - 11909 	2118 
17276 - 11910 	837 
2041 - 11911 	2690 
3381 - 11912 	145 
11485 - 11913 	1740 
15438 - 11914 	753 
10315 - 11915 	2712 
8012 - 11916 	2232 
11174 - 11917 	1390 
15271 - 11918 	561 
7514 - 11919 	192 
12105 - 11920 	4746 
4229 - 11921 	3515 
6988 - 11922 	527 
2313 - 11923 	671 
9446 - 11924 	1988 
1791 - 11925 	3800 
7751 - 11926 	1486 
5782 - 11927 	1156 
8687 - 11928 	646 
6825 - 11929 	995 
15703 - 11930 	1018 
7991 - 11931 	1178 
10475 - 11932 	635 
3014 - 11933 	3095 
5022 - 11934 	2290 
12342 - 11935 	1065 
4363 - 11936 	1215 
8981 - 11937 	3187 
16180 - 11938 	1484 
4511 - 11939 	2306 
13654 - 11940 	302 
5240 - 11941 	2114 
4682 - 11942 	1740 
8921 - 11943 	177 
4073 - 11944 	455 
14198 - 11945 	3999 
2858 - 11946 	2023 
19025 - 11947 	823 
6268 - 11948 	3051 
16620 - 11949 	1511 
12793 - 11950 	1164 
1121 - 11951 	580 
3035 - 11952 	1498 
17965 - 11953 	2717 
14238 - 11954 	1351 
11099 - 11955 	1131 
8351 - 11956 	2061 
1574 - 11957 	716 
5347 - 11958 	1294 
17063 - 11959 	990 
7405 - 11960 	2603 
14195 - 11961 	1720 
10853 - 11962 	608 
19266 - 11963 	2045 
9656 - 11964 	3045 
17868 - 11965 	948 
10115 - 11966 	3457 
3012 - 11967 	3216 
5246 - 11968 	1621 
17004 - 11969 	2717 
14114 - 11970 	949 
4685 - 11971 	537 
19787 - 11972 	1492 
5506 - 11973 	2733 
15791 - 11974 	4143 
8586 - 11975 	4868 
15431 - 11976 	3839 
6114 - 11977 	63 
18931 - 11978 	1050 
6842 - 11979 	513 
1497 - 11980 	2675 
11248 - 11981 	2306 
10111 - 11982 	3091 
12063 - 11983 	1385 
9622 - 11984 	266 
13053 - 11985 	4584 
9059 - 11986 	127 
10948 - 11987 	2503 
9267 - 11988 	2663 
792 - 11989 	1200 
2618 - 11990 	178 
1636 - 11991 	1182 
11162 - 11992 	3502 
15994 - 11993 	930 
4490 - 11994 	581 
2762 - 11995 	2347 
9500 - 11996 	2625 
4907 - 11997 	2564 
14335 - 11998 	9338 
16064 - 11999 	1330 
1556 - 12000 	699 
18776 - 12001 	562 
4974 - 12002 	711 
19508 - 12003 	3896 
18213 - 12004 	2332 
19486 - 12005 	3927 
14356 - 12006 	3347 
10726 - 12007 	2470 
16032 - 12008 	3 
2145 - 12009 	1835 
4956 - 12010 	3077 
391 - 12011 	3034 
13767 - 12012 	2441 
19972 - 12013 	2645 
10491 - 12014 	3001 
12227 - 12015 	2716 
2373 - 12016 	828 
487 - 12017 	3174 
4926 - 12018 	24 
13913 - 12019 	814 
14984 - 12020 	3094 
2593 - 12021 	160 
14593 - 12022 	1394 
14960 - 12023 	1951 
19264 - 12024 	589 
14979 - 12025 	1764 
3372 - 12026 	3307 
17662 - 12027 	2847 
9387 - 12028 	1417 
11152 - 12029 	2361 
528 - 12030 	1156 
15740 - 12031 	2654 
15923 - 12032 	21 
7584 - 12033 	10612 
7987 - 12034 	384 
14402 - 12035 	8016 
15788 - 12036 	526 
10018 - 12037 	1472 
9352 - 12038 	335 
16857 - 12039 	1884 
13111 - 12040 	4121 
17527 - 12041 	2278 
2374 - 12042 	6811 
478 - 12043 	11908 
8252 - 12044 	725 
13328 - 12045 	1612 
12198 - 12046 	2606 
15496 - 12047 	124 
7520 - 12048 	3195 
18617 - 12049 	2130 
6347 - 12050 	2220 
10445 - 12051 	5087 
11844 - 12052 	6751 
8241 - 12053 	118 
18976 - 12054 	571 
1070 - 12055 	2993 
18467 - 12056 	473 
4932 - 12057 	2938 
7703 - 12058 	119 
16925 - 12059 	6994 
12419 - 12060 	1670 
7934 - 12061 	2735 
7388 - 12062 	7794 
10158 - 12063 	1759 
3550 - 12064 	225 
16098 - 12065 	510 
8490 - 12066 	415 
6877 - 12067 	944 
19482 - 12068 	155 
4722 - 12069 	3242 
1459 - 12070 	1465 
18695 - 12071 	2343 
17068 - 12072 	821 
2079 - 12073 	213 
7782 - 12074 	799 
6018 - 12075 	3596 
17917 - 12076 	697 
5953 - 12077 	2932 
7772 - 12078 	4373 
17013 - 12079 	670 
19444 - 12080 	3842 
12662 - 12081 	1785 
6763 - 12082 	4612 
17768 - 12083 	5397 
17412 - 12084 	1529 
2130 - 12085 	4147 
6441 - 12086 	145 
5597 - 12087 	7550 
16320 - 12088 	3172 
4562 - 12089 	2049 
9208 - 12090 	1178 
3897 - 12091 	2655 
18855 - 12092 	3598 
16672 - 12093 	4246 
15480 - 12094 	6899 
1294 - 12095 	2660 
9971 - 12096 	3468 
2668 - 12097 	4229 
12448 - 12098 	707 
8640 - 12099 	3823 
16175 - 12100 	142 
14660 - 12101 	244 
10641 - 12102 	1818 
1050 - 12103 	2056 
5654 - 12104 	166 
16667 - 12105 	2065 
15954 - 12106 	8033 
16187 - 12107 	1721 
16321 - 12108 	1922 
18643 - 12109 	1166 
9162 - 12110 	3002 
18892 - 12111 	557 
13702 - 12112 	87 
8772 - 12113 	1902 
19659 - 12114 	2061 
72 - 12115 	1599 
4502 - 12116 	3162 
16914 - 12117 	2861 
5626 - 12118 	7320 
2908 - 12119 	428 
2469 - 12120 	4726 
3488 - 12121 	592 
3269 - 12122 	832 
12194 - 12123 	4350 
6792 - 12124 	3008 
6788 - 12125 	1977 
10407 - 12126 	3091 
10131 - 12127 	2793 
16968 - 12128 	1732 
8093 - 12129 	3447 
15158 - 12130 	3045 
442 - 12131 	4646 
9277 - 12132 	2444 
6748 - 12133 	1168 
359 - 12134 	3235 
8805 - 12135 	131 
3548 - 12136 	3497 
1435 - 12137 	4145 
6372 - 12138 	1759 
6303 - 12139 	2505 
16653 - 12140 	543 
10809 - 12141 	1042 
13987 - 12142 	414 
14743 - 12143 	472 
5895 - 12144 	313 
11188 - 12145 	9366 
4657 - 12146 	1018 
3342 - 12147 	2934 
7016 - 12148 	949 
17638 - 12149 	201 
12649 - 12150 	2617 
5427 - 12151 	3622 
10629 - 12152 	678 
13480 - 12153 	2111 
19008 - 12154 	2024 
14282 - 12155 	2745 
7367 - 12156 	1634 
9724 - 12157 	3567 
3092 - 12158 	1300 
5577 - 12159 	1895 
8444 - 12160 	1255 
16326 - 12161 	2215 
19695 - 12162 	3192 
10605 - 12163 	2836 
6637 - 12164 	230 
18770 - 12165 	3535 
14959 - 12166 	1347 
13692 - 12167 	3159 
10956 - 12168 	541 
17291 - 12169 	4354 
1875 - 12170 	2028 
12831 - 12171 	73 
18785 - 12172 	623 
1383 - 12173 	2202 
4508 - 12174 	2736 
8085 - 12175 	2444 
642 - 12176 	2542 
14930 - 12177 	543 
14562 - 12178 	2292 
9497 - 12179 	4334 
18423 - 12180 	1970 
2274 - 12181 	2556 
12650 - 12182 	688 
5547 - 12183 	2394 
15303 - 12184 	2553 
18331 - 12185 	1709 
6810 - 12186 	1940 
2398 - 12187 	2701 
16478 - 12188 	246 
17178 - 12189 	2205 
2990 - 12190 	2055 
15705 - 12191 	1174 
9541 - 12192 	7094 
18664 - 12193 	2316 
8076 - 12194 	1604 
6606 - 12195 	2635 
10406 - 12196 	260 
2415 - 12197 	4009 
15183 - 12198 	3751 
17403 - 12199 	4872 
5012 - 12200 	2626 
14946 - 12201 	1990 
12914 - 12202 	1262 
15954 - 12203 	5003 
13852 - 12204 	1671 
5670 - 12205 	5301 
17670 - 12206 	4796 
6178 - 12207 	1653 
18948 - 12208 	4284 
11696 - 12209 	5319 
2086 - 12210 	1996 
3248 - 12211 	1649 
3726 - 12212 	1749 
13513 - 12213 	15 
14203 - 12214 	1001 
18640 - 12215 	1 
11942 - 12216 	6390 
7502 - 12217 	367 
16835 - 12218 	73 
17650 - 12219 	5187 
677 - 12220 	3802 
5532 - 12221 	3872 
2039 - 12222 	2517 
7671 - 12223 	2657 
762 - 12224 	368 
5502 - 12225 	2679 
708 - 12226 	1437 
12158 - 12227 	2318 
18009 - 12228 	4586 
11721 - 12229 	1470 
3910 - 12230 	1588 
9440 - 12231 	3539 
14630 - 12232 	7798 
12612 - 12233 	1238 
11970 - 12234 	3191 
5490 - 12235 	3013 
18636 - 12236 	5215 
5225 - 12237 	2263 
8137 - 12238 	3445 
4053 - 12239 	1289 
9263 - 12240 	139 
12707 - 12241 	4949 
1872 - 12242 	3125 
9887 - 12243 	174 
9971 - 12244 	8527 
11996 - 12245 	160 
3408 - 12246 	2585 
6410 - 12247 	3259 
3362 - 12248 	4542 
6921 - 12249 	1368 
3602 - 12250 	1852 
825 - 12251 	2688 
19112 - 12252 	5461 
15571 - 12253 	1227 
15119 - 12254 	2570 
90 - 12255 	929 
19112 - 12256 	2751 
15847 - 12257 	342 
19037 - 12258 	6290 
15405 - 12259 	2080 
3212 - 12260 	797 
19372 - 12261 	500 
11919 - 12262 	369 
12176 - 12263 	169 
17065 - 12264 	3860 
16687 - 12265 	2409 
15064 - 12266 	4472 
13760 - 12267 	1046 
14555 - 12268 	3774 
183 - 12269 	1601 
17531 - 12270 	573 
16044 - 12271 	367 
19818 - 12272 	813 
7269 - 12273 	478 
8145 - 12274 	4106 
4929 - 12275 	806 
15584 - 12276 	2398 
10801 - 12277 	1085 
8730 - 12278 	23 
16675 - 12279 	90 
3001 - 12280 	203 
17807 - 12281 	3794 
7722 - 12282 	2350 
1067 - 12283 	510 
16903 - 12284 	64 
16621 - 12285 	1867 
3984 - 12286 	4405 
10440 - 12287 	820 
4277 - 12288 	3489 
929 - 12289 	3618 
9127 - 12290 	1073 
2517 - 12291 	7897 
3379 - 12292 	2003 
17943 - 12293 	1050 
19545 - 12294 	3124 
19129 - 12295 	4286 
548 - 12296 	1207 
17680 - 12297 	1965 
18843 - 12298 	2114 
19038 - 12299 	4238 
13709 - 12300 	385 
10950 - 12301 	1936 
14310 - 12302 	3664 
5802 - 12303 	6557 
13747 - 12304 	273 
17278 - 12305 	2327 
13662 - 12306 	2320 
1855 - 12307 	465 
19032 - 12308 	3103 
4546 - 12309 	3608 
2562 - 12310 	987 
11517 - 12311 	2272 
10648 - 12312 	1801 
10459 - 12313 	6506 
18317 - 12314 	2591 
7212 - 12315 	2311 
16210 - 12316 	1581 
12634 - 12317 	911 
2585 - 12318 	32 
14064 - 12319 	2957 
480 - 12320 	3459 
11212 - 12321 	10382 
3154 - 12322 	826 
18476 - 12323 	3098 
1053 - 12324 	2083 
17801 - 12325 	3882 
1575 - 12326 	4886 
15850 - 12327 	1440 
5042 - 12328 	1495 
490 - 12329 	1922 
19384 - 12330 	5572 
5853 - 12331 	1866 
510 - 12332 	183 
2779 - 12333 	4033 
18550 - 12334 	459 
18921 - 12335 	3818 
3736 - 12336 	861 
15569 - 12337 	1933 
10660 - 12338 	693 
3136 - 12339 	1812 
8778 - 12340 	727 
4977 - 12341 	2034 
10671 - 12342 	1397 
5427 - 12343 	2237 
19137 - 12344 	1634 
12917 - 12345 	6564 
589 - 12346 	763 
549 - 12347 	1210 
16630 - 12348 	186 
12454 - 12349 	2458 
10553 - 12350 	2706 
9394 - 12351 	3877 
11419 - 12352 	2707 
11402 - 12353 	1968 
17646 - 12354 	5020 
10898 - 12355 	3122 
538 - 12356 	1588 
9823 - 12357 	3343 
2470 - 12358 	708 
311 - 12359 	5090 
10915 - 12360 	812 
18360 - 12361 	8176 
13662 - 12362 	3526 
5173 - 12363 	2118 
19537 - 12364 	10058 
16612 - 12365 	162 
12939 - 12366 	2212 
4824 - 12367 	1799 
15318 - 12368 	929 
8143 - 12369 	3313 
10671 - 12370 	1996 
9985 - 12371 	5614 
19561 - 12372 	152 
18534 - 12373 	558 
18064 - 12374 	2817 
8608 - 12375 	1300 
5275 - 12376 	1353 
16928 - 12377 	2784 
6311 - 12378 	515 
4116 - 12379 	2595 
13910 - 12380 	1662 
13241 - 12381 	1780 
12796 - 12382 	1131 
4417 - 12383 	4897 
18322 - 12384 	2052 
7991 - 12385 	455 
18018 - 12386 	1537 
2571 - 12387 	1651 
7292 - 12388 	3687 
17512 - 12389 	1634 
10834 - 12390 	1676 
2754 - 12391 	6581 
7242 - 12392 	2741 
19634 - 12393 	310 
6078 - 12394 	2049 
19676 - 12395 	1374 
9843 - 12396 	12337 
3552 - 12397 	3568 
6257 - 12398 	1220 
18639 - 12399 	1810 
16769 - 12400 	2953 
736 - 12401 	706 
9605 - 12402 	2883 
11587 - 12403 	950 
10649 - 12404 	2782 
7058 - 12405 	1440 
17405 - 12406 	2824 
8990 - 12407 	991 
14660 - 12408 	957 
2634 - 12409 	555 
1553 - 12410 	3364 
13359 - 12411 	1094 
343 - 12412 	1044 
12855 - 12413 	1447 
18570 - 12414 	717 
4960 - 12415 	2652 
15709 - 12416 	1710 
3303 - 12417 	4010 
11458 - 12418 	254 
19619 - 12419 	1979 
6406 - 12420 	1504 
6145 - 12421 	2882 
