n,100,200,500,750,1000,1250,1500,1750,2000,2500,3000,3500,4000,4500,5000,
floyds_adj.cpp,0,.01,.16,.58,1.24,2.34,4.07,6.15,9.08,16.92,28.42,44.26,65.02,93.84,127.46,
