n,100,200,500,750,1000,1250,1500,1750,2000,2500,3000,3500,4000,4500,5000,
dijkstra_priority_queue__load_balancing2.cpp,0,.01,.07,.18,.37,.74,1.14,1.79,2.62,5.26,8.95,14.72,23.68,29.72,40.12,
dijkstra_priority_queue__load_balancing.cpp,.04,.01,.07,.16,.34,.61,1.09,1.74,2.57,5.23,8.81,14.09,22.61,29.14,40.44,
