n,100,200,500,750,1000,1250,1500,1750,2000,2500,3000,3500,4000,4500,5000,
dijkstra_sequential.cpp,.01,.03,.24,.75,1.66,3.05,5.09,7.75,11.03,20.38,33.78,51.74,75.48,104.37,140.97,
dijkstra_parallel.cpp,0,.01,.07,.16,.36,.74,1.21,1.81,2.63,5.23,8.90,14.13,21.69,28.80,39.77,
